rowid,order,family,genus,species,longitude,latitude,year,source,study
1,Carnivora,Canidae,Canis,Canis familiaris,-41.81,-19.72,2007,atlantic_camtrap,"Paschoal, A. M. O., R. L. Massara, J. L. Santos, and A. G. Chiarello. 2012. Is the domestic dog becoming an abundant species in the Atlantic forest? A study case in southeastern Brazil. Mammalia 76:67–76."
2,Carnivora,Felidae,Leopardus,Leopardus pardalis,-41.81,-19.72,2007,atlantic_camtrap,"Paschoal, A. M. O., R. L. Massara, J. L. Santos, and A. G. Chiarello. 2012. Is the domestic dog becoming an abundant species in the Atlantic forest? A study case in southeastern Brazil. Mammalia 76:67–76."
3,Carnivora,Felidae,Puma,Puma concolor,-41.81,-19.72,2007,atlantic_camtrap,"Paschoal, A. M. O., R. L. Massara, J. L. Santos, and A. G. Chiarello. 2012. Is the domestic dog becoming an abundant species in the Atlantic forest? A study case in southeastern Brazil. Mammalia 76:67–76."
4,Carnivora,Felidae,Puma,Puma yagouaroundi,-41.81,-19.72,2007,atlantic_camtrap,"Paschoal, A. M. O., R. L. Massara, J. L. Santos, and A. G. Chiarello. 2012. Is the domestic dog becoming an abundant species in the Atlantic forest? A study case in southeastern Brazil. Mammalia 76:67–76."
5,Carnivora,Mustelidae,Eira,Eira barbara,-41.81,-19.72,2007,atlantic_camtrap,"Paschoal, A. M. O., R. L. Massara, J. L. Santos, and A. G. Chiarello. 2012. Is the domestic dog becoming an abundant species in the Atlantic forest? A study case in southeastern Brazil. Mammalia 76:67–76."
6,Carnivora,Procyonidae,Nasua,Nasua nasua,-41.81,-19.72,2007,atlantic_camtrap,"Paschoal, A. M. O., R. L. Massara, J. L. Santos, and A. G. Chiarello. 2012. Is the domestic dog becoming an abundant species in the Atlantic forest? A study case in southeastern Brazil. Mammalia 76:67–76."
7,Carnivora,Procyonidae,Procyon,Procyon cancrivorus,-41.81,-19.72,2007,atlantic_camtrap,"Paschoal, A. M. O., R. L. Massara, J. L. Santos, and A. G. Chiarello. 2012. Is the domestic dog becoming an abundant species in the Atlantic forest? A study case in southeastern Brazil. Mammalia 76:67–76."
8,Cingulata,Dasypodidae,Cabassous,Cabassous tatouay,-41.81,-19.72,2007,atlantic_camtrap,"Paschoal, A. M. O., R. L. Massara, J. L. Santos, and A. G. Chiarello. 2012. Is the domestic dog becoming an abundant species in the Atlantic forest? A study case in southeastern Brazil. Mammalia 76:67–76."
9,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,-41.81,-19.72,2007,atlantic_camtrap,"Paschoal, A. M. O., R. L. Massara, J. L. Santos, and A. G. Chiarello. 2012. Is the domestic dog becoming an abundant species in the Atlantic forest? A study case in southeastern Brazil. Mammalia 76:67–76."
10,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus brasiliensis,-41.81,-19.72,2007,atlantic_camtrap,"Paschoal, A. M. O., R. L. Massara, J. L. Santos, and A. G. Chiarello. 2012. Is the domestic dog becoming an abundant species in the Atlantic forest? A study case in southeastern Brazil. Mammalia 76:67–76."
11,Rodentia,Caviidae,Hydrochoerus,Hydrochoerus hydrochaeris,-41.81,-19.72,2007,atlantic_camtrap,"Paschoal, A. M. O., R. L. Massara, J. L. Santos, and A. G. Chiarello. 2012. Is the domestic dog becoming an abundant species in the Atlantic forest? A study case in southeastern Brazil. Mammalia 76:67–76."
12,Rodentia,Cuniculidae,Cuniculus,Cuniculus paca,-41.81,-19.72,2007,atlantic_camtrap,"Paschoal, A. M. O., R. L. Massara, J. L. Santos, and A. G. Chiarello. 2012. Is the domestic dog becoming an abundant species in the Atlantic forest? A study case in southeastern Brazil. Mammalia 76:67–76."
13,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta leporina,-41.81,-19.72,2007,atlantic_camtrap,"Paschoal, A. M. O., R. L. Massara, J. L. Santos, and A. G. Chiarello. 2012. Is the domestic dog becoming an abundant species in the Atlantic forest? A study case in southeastern Brazil. Mammalia 76:67–76."
14,Carnivora,Canidae,Canis,Canis familiaris,-41.81,-19.72,2008,atlantic_camtrap,"Paschoal, A. M. O., R. L. Massara, J. L. Santos, and A. G. Chiarello. 2012. Is the domestic dog becoming an abundant species in the Atlantic forest? A study case in southeastern Brazil. Mammalia 76:67–76."
15,Carnivora,Canidae,Cerdocyon,Cerdocyon thous,-41.81,-19.72,2008,atlantic_camtrap,"Paschoal, A. M. O., R. L. Massara, J. L. Santos, and A. G. Chiarello. 2012. Is the domestic dog becoming an abundant species in the Atlantic forest? A study case in southeastern Brazil. Mammalia 76:67–76."
16,Carnivora,Felidae,Leopardus,Leopardus pardalis,-41.81,-19.72,2008,atlantic_camtrap,"Paschoal, A. M. O., R. L. Massara, J. L. Santos, and A. G. Chiarello. 2012. Is the domestic dog becoming an abundant species in the Atlantic forest? A study case in southeastern Brazil. Mammalia 76:67–76."
17,Carnivora,Felidae,Leopardus,Leopardus sp.,-41.81,-19.72,2008,atlantic_camtrap,"Paschoal, A. M. O., R. L. Massara, J. L. Santos, and A. G. Chiarello. 2012. Is the domestic dog becoming an abundant species in the Atlantic forest? A study case in southeastern Brazil. Mammalia 76:67–76."
18,Carnivora,Felidae,Puma,Puma concolor,-41.81,-19.72,2008,atlantic_camtrap,"Paschoal, A. M. O., R. L. Massara, J. L. Santos, and A. G. Chiarello. 2012. Is the domestic dog becoming an abundant species in the Atlantic forest? A study case in southeastern Brazil. Mammalia 76:67–76."
19,Carnivora,Felidae,Puma,Puma yagouaroundi,-41.81,-19.72,2008,atlantic_camtrap,"Paschoal, A. M. O., R. L. Massara, J. L. Santos, and A. G. Chiarello. 2012. Is the domestic dog becoming an abundant species in the Atlantic forest? A study case in southeastern Brazil. Mammalia 76:67–76."
20,Carnivora,Mustelidae,Eira,Eira barbara,-41.81,-19.72,2008,atlantic_camtrap,"Paschoal, A. M. O., R. L. Massara, J. L. Santos, and A. G. Chiarello. 2012. Is the domestic dog becoming an abundant species in the Atlantic forest? A study case in southeastern Brazil. Mammalia 76:67–76."
21,Carnivora,Procyonidae,Nasua,Nasua nasua,-41.81,-19.72,2008,atlantic_camtrap,"Paschoal, A. M. O., R. L. Massara, J. L. Santos, and A. G. Chiarello. 2012. Is the domestic dog becoming an abundant species in the Atlantic forest? A study case in southeastern Brazil. Mammalia 76:67–76."
22,Carnivora,Procyonidae,Procyon,Procyon cancrivorus,-41.81,-19.72,2008,atlantic_camtrap,"Paschoal, A. M. O., R. L. Massara, J. L. Santos, and A. G. Chiarello. 2012. Is the domestic dog becoming an abundant species in the Atlantic forest? A study case in southeastern Brazil. Mammalia 76:67–76."
23,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,-41.81,-19.72,2008,atlantic_camtrap,"Paschoal, A. M. O., R. L. Massara, J. L. Santos, and A. G. Chiarello. 2012. Is the domestic dog becoming an abundant species in the Atlantic forest? A study case in southeastern Brazil. Mammalia 76:67–76."
24,Cingulata,Dasypodidae,Euphractus,Euphractus sexcinctus,-41.81,-19.72,2008,atlantic_camtrap,"Paschoal, A. M. O., R. L. Massara, J. L. Santos, and A. G. Chiarello. 2012. Is the domestic dog becoming an abundant species in the Atlantic forest? A study case in southeastern Brazil. Mammalia 76:67–76."
25,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus brasiliensis,-41.81,-19.72,2008,atlantic_camtrap,"Paschoal, A. M. O., R. L. Massara, J. L. Santos, and A. G. Chiarello. 2012. Is the domestic dog becoming an abundant species in the Atlantic forest? A study case in southeastern Brazil. Mammalia 76:67–76."
26,Pilosa,Myrmecophagidae,Tamandua,Tamandua tetradactyla,-41.81,-19.72,2008,atlantic_camtrap,"Paschoal, A. M. O., R. L. Massara, J. L. Santos, and A. G. Chiarello. 2012. Is the domestic dog becoming an abundant species in the Atlantic forest? A study case in southeastern Brazil. Mammalia 76:67–76."
27,Rodentia,Cuniculidae,Cuniculus,Cuniculus paca,-41.81,-19.72,2008,atlantic_camtrap,"Paschoal, A. M. O., R. L. Massara, J. L. Santos, and A. G. Chiarello. 2012. Is the domestic dog becoming an abundant species in the Atlantic forest? A study case in southeastern Brazil. Mammalia 76:67–76."
28,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta leporina,-41.81,-19.72,2008,atlantic_camtrap,"Paschoal, A. M. O., R. L. Massara, J. L. Santos, and A. G. Chiarello. 2012. Is the domestic dog becoming an abundant species in the Atlantic forest? A study case in southeastern Brazil. Mammalia 76:67–76."
29,Artiodactyla,Cervidae,Mazama,Mazama sp.,-48.38,-23.84,2009,atlantic_camtrap,"Lima, E. F. de. 2012. Estrutura da comunidade de mamiferos de medio e grande porte em uma paisagem fragmentada com matriz de eucalipto, Capao Bonito e Buri, SP. Universidade de Sao Paulo."
30,Artiodactyla,Tayassuidae,Pecari,Pecari tajacu,-48.38,-23.84,2009,atlantic_camtrap,"Lima, E. F. de. 2012. Estrutura da comunidade de mamiferos de medio e grande porte em uma paisagem fragmentada com matriz de eucalipto, Capao Bonito e Buri, SP. Universidade de Sao Paulo."
31,Carnivora,Canidae,Cerdocyon,Cerdocyon thous,-48.38,-23.84,2009,atlantic_camtrap,"Lima, E. F. de. 2012. Estrutura da comunidade de mamiferos de medio e grande porte em uma paisagem fragmentada com matriz de eucalipto, Capao Bonito e Buri, SP. Universidade de Sao Paulo."
32,Carnivora,Mustelidae,Eira,Eira barbara,-48.38,-23.84,2009,atlantic_camtrap,"Lima, E. F. de. 2012. Estrutura da comunidade de mamiferos de medio e grande porte em uma paisagem fragmentada com matriz de eucalipto, Capao Bonito e Buri, SP. Universidade de Sao Paulo."
33,Carnivora,Procyonidae,Nasua,Nasua nasua,-48.38,-23.84,2009,atlantic_camtrap,"Lima, E. F. de. 2012. Estrutura da comunidade de mamiferos de medio e grande porte em uma paisagem fragmentada com matriz de eucalipto, Capao Bonito e Buri, SP. Universidade de Sao Paulo."
34,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,-48.38,-23.84,2009,atlantic_camtrap,"Lima, E. F. de. 2012. Estrutura da comunidade de mamiferos de medio e grande porte em uma paisagem fragmentada com matriz de eucalipto, Capao Bonito e Buri, SP. Universidade de Sao Paulo."
35,Didelphimorphia,Didelphidae,Didelphis,Didelphis sp.,-48.38,-23.84,2009,atlantic_camtrap,"Lima, E. F. de. 2012. Estrutura da comunidade de mamiferos de medio e grande porte em uma paisagem fragmentada com matriz de eucalipto, Capao Bonito e Buri, SP. Universidade de Sao Paulo."
36,Pilosa,Myrmecophagidae,Myrmecophaga,Myrmecophaga tridactyla,-48.38,-23.84,2009,atlantic_camtrap,"Lima, E. F. de. 2012. Estrutura da comunidade de mamiferos de medio e grande porte em uma paisagem fragmentada com matriz de eucalipto, Capao Bonito e Buri, SP. Universidade de Sao Paulo."
37,Pilosa,Myrmecophagidae,Tamandua,Tamandua tetradactyla,-48.38,-23.84,2009,atlantic_camtrap,"Lima, E. F. de. 2012. Estrutura da comunidade de mamiferos de medio e grande porte em uma paisagem fragmentada com matriz de eucalipto, Capao Bonito e Buri, SP. Universidade de Sao Paulo."
38,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta azarae,-48.38,-23.84,2009,atlantic_camtrap,"Lima, E. F. de. 2012. Estrutura da comunidade de mamiferos de medio e grande porte em uma paisagem fragmentada com matriz de eucalipto, Capao Bonito e Buri, SP. Universidade de Sao Paulo."
39,Carnivora,Canidae,Cerdocyon,Cerdocyon thous,-47.54,-21.72,2006,atlantic_camtrap,"Lyra-Jorge, M. C., G. Ciocheti, and V. R. Pivello. 2008. Carnivore mammals in a fragmented landscape in northeast of Sao Paulo State, Brazil. Biodiversity and Conservation 17:1573–1580."
40,Carnivora,Canidae,Chrysocyon,Chrysocyon brachyurus,-47.54,-21.72,2006,atlantic_camtrap,"Lyra-Jorge, M. C., G. Ciocheti, and V. R. Pivello. 2008. Carnivore mammals in a fragmented landscape in northeast of Sao Paulo State, Brazil. Biodiversity and Conservation 17:1573–1580."
41,Carnivora,Felidae,Leopardus,Leopardus pardalis,-47.54,-21.72,2006,atlantic_camtrap,"Lyra-Jorge, M. C., G. Ciocheti, and V. R. Pivello. 2008. Carnivore mammals in a fragmented landscape in northeast of Sao Paulo State, Brazil. Biodiversity and Conservation 17:1573–1580."
42,Carnivora,Felidae,Leopardus,Leopardus guttulus,-47.54,-21.72,2006,atlantic_camtrap,"Lyra-Jorge, M. C., G. Ciocheti, and V. R. Pivello. 2008. Carnivore mammals in a fragmented landscape in northeast of Sao Paulo State, Brazil. Biodiversity and Conservation 17:1573–1580."
43,Carnivora,Felidae,Puma,Puma concolor,-47.54,-21.72,2006,atlantic_camtrap,"Lyra-Jorge, M. C., G. Ciocheti, and V. R. Pivello. 2008. Carnivore mammals in a fragmented landscape in northeast of Sao Paulo State, Brazil. Biodiversity and Conservation 17:1573–1580."
44,Carnivora,Felidae,Puma,Puma yagouaroundi,-47.54,-21.72,2006,atlantic_camtrap,"Lyra-Jorge, M. C., G. Ciocheti, and V. R. Pivello. 2008. Carnivore mammals in a fragmented landscape in northeast of Sao Paulo State, Brazil. Biodiversity and Conservation 17:1573–1580."
45,Carnivora,Mephitidae,Conepatus,Conepatus semistriatus,-47.54,-21.72,2006,atlantic_camtrap,"Lyra-Jorge, M. C., G. Ciocheti, and V. R. Pivello. 2008. Carnivore mammals in a fragmented landscape in northeast of Sao Paulo State, Brazil. Biodiversity and Conservation 17:1573–1580."
46,Carnivora,Mustelidae,Eira,Eira barbara,-47.54,-21.72,2006,atlantic_camtrap,"Lyra-Jorge, M. C., G. Ciocheti, and V. R. Pivello. 2008. Carnivore mammals in a fragmented landscape in northeast of Sao Paulo State, Brazil. Biodiversity and Conservation 17:1573–1580."
47,Carnivora,Procyonidae,Nasua,Nasua nasua,-47.54,-21.72,2006,atlantic_camtrap,"Lyra-Jorge, M. C., G. Ciocheti, and V. R. Pivello. 2008. Carnivore mammals in a fragmented landscape in northeast of Sao Paulo State, Brazil. Biodiversity and Conservation 17:1573–1580."
48,Artiodactyla,Cervidae,Mazama,Mazama gouazoubira,-53.3,-27.94,2011,atlantic_camtrap,"Christine, D., O. Kionka, M. N. Em, and F. Florestais. 2013. Mastofauna Nao-Voadora Em Fragmentos Florestais Pastagem Em Palmeira Das Missoes , Rs , Brasil Nativos Circundados Por Uma Matriz Agricola E De Pastagem Em Palmeira Das Missoes / Rs. Dissertacao de Mestrado em Ambiente e Desenvolvimento, Programa de Pos-Graduacao em Ambiente e Desenvolvimento, Centro Universitario Univates."
49,Carnivora,Canidae,Cerdocyon,Cerdocyon thous,-53.3,-27.94,2011,atlantic_camtrap,"Christine, D., O. Kionka, M. N. Em, and F. Florestais. 2013. Mastofauna Nao-Voadora Em Fragmentos Florestais Pastagem Em Palmeira Das Missoes , Rs , Brasil Nativos Circundados Por Uma Matriz Agricola E De Pastagem Em Palmeira Das Missoes / Rs. Dissertacao de Mestrado em Ambiente e Desenvolvimento, Programa de Pos-Graduacao em Ambiente e Desenvolvimento, Centro Universitario Univates."
50,Carnivora,Felidae,Leopardus,Leopardus guttulus,-53.3,-27.94,2011,atlantic_camtrap,"Christine, D., O. Kionka, M. N. Em, and F. Florestais. 2013. Mastofauna Nao-Voadora Em Fragmentos Florestais Pastagem Em Palmeira Das Missoes , Rs , Brasil Nativos Circundados Por Uma Matriz Agricola E De Pastagem Em Palmeira Das Missoes / Rs. Dissertacao de Mestrado em Ambiente e Desenvolvimento, Programa de Pos-Graduacao em Ambiente e Desenvolvimento, Centro Universitario Univates."
51,Carnivora,Procyonidae,Nasua,Nasua nasua,-53.3,-27.94,2011,atlantic_camtrap,"Christine, D., O. Kionka, M. N. Em, and F. Florestais. 2013. Mastofauna Nao-Voadora Em Fragmentos Florestais Pastagem Em Palmeira Das Missoes , Rs , Brasil Nativos Circundados Por Uma Matriz Agricola E De Pastagem Em Palmeira Das Missoes / Rs. Dissertacao de Mestrado em Ambiente e Desenvolvimento, Programa de Pos-Graduacao em Ambiente e Desenvolvimento, Centro Universitario Univates."
52,Carnivora,Procyonidae,Procyon,Procyon cancrivorus,-53.3,-27.94,2011,atlantic_camtrap,"Christine, D., O. Kionka, M. N. Em, and F. Florestais. 2013. Mastofauna Nao-Voadora Em Fragmentos Florestais Pastagem Em Palmeira Das Missoes , Rs , Brasil Nativos Circundados Por Uma Matriz Agricola E De Pastagem Em Palmeira Das Missoes / Rs. Dissertacao de Mestrado em Ambiente e Desenvolvimento, Programa de Pos-Graduacao em Ambiente e Desenvolvimento, Centro Universitario Univates."
53,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,-53.3,-27.94,2011,atlantic_camtrap,"Christine, D., O. Kionka, M. N. Em, and F. Florestais. 2013. Mastofauna Nao-Voadora Em Fragmentos Florestais Pastagem Em Palmeira Das Missoes , Rs , Brasil Nativos Circundados Por Uma Matriz Agricola E De Pastagem Em Palmeira Das Missoes / Rs. Dissertacao de Mestrado em Ambiente e Desenvolvimento, Programa de Pos-Graduacao em Ambiente e Desenvolvimento, Centro Universitario Univates."
54,Didelphimorphia,Didelphidae,Didelphis,Didelphis albiventris,-53.3,-27.94,2011,atlantic_camtrap,"Christine, D., O. Kionka, M. N. Em, and F. Florestais. 2013. Mastofauna Nao-Voadora Em Fragmentos Florestais Pastagem Em Palmeira Das Missoes , Rs , Brasil Nativos Circundados Por Uma Matriz Agricola E De Pastagem Em Palmeira Das Missoes / Rs. Dissertacao de Mestrado em Ambiente e Desenvolvimento, Programa de Pos-Graduacao em Ambiente e Desenvolvimento, Centro Universitario Univates."
55,Artiodactyla,Tayassuidae,Pecari,Pecari tajacu,-42.46,-20.69,2008,atlantic_camtrap,"Nunes, A. V., L. M. Scoss, M. R. Prado, and G. M. Lessa. 2013. Survey of large and medium-sized terrestrial mammals in the Serra do Brigadeiro State Park, Minas Gerais, Brazil. Check List 9:240–254."
56,Carnivora,Canidae,Canis,Canis familiaris,-42.46,-20.69,2008,atlantic_camtrap,"Nunes, A. V., L. M. Scoss, M. R. Prado, and G. M. Lessa. 2013. Survey of large and medium-sized terrestrial mammals in the Serra do Brigadeiro State Park, Minas Gerais, Brazil. Check List 9:240–254."
57,Carnivora,Felidae,Leopardus,Leopardus pardalis,-42.46,-20.69,2008,atlantic_camtrap,"Nunes, A. V., L. M. Scoss, M. R. Prado, and G. M. Lessa. 2013. Survey of large and medium-sized terrestrial mammals in the Serra do Brigadeiro State Park, Minas Gerais, Brazil. Check List 9:240–254."
58,Carnivora,Felidae,Leopardus,Leopardus wiedii,-42.46,-20.69,2008,atlantic_camtrap,"Nunes, A. V., L. M. Scoss, M. R. Prado, and G. M. Lessa. 2013. Survey of large and medium-sized terrestrial mammals in the Serra do Brigadeiro State Park, Minas Gerais, Brazil. Check List 9:240–254."
59,Carnivora,Felidae,Puma,Puma concolor,-42.46,-20.69,2008,atlantic_camtrap,"Nunes, A. V., L. M. Scoss, M. R. Prado, and G. M. Lessa. 2013. Survey of large and medium-sized terrestrial mammals in the Serra do Brigadeiro State Park, Minas Gerais, Brazil. Check List 9:240–254."
60,Carnivora,Mustelidae,Eira,Eira barbara,-42.46,-20.69,2008,atlantic_camtrap,"Nunes, A. V., L. M. Scoss, M. R. Prado, and G. M. Lessa. 2013. Survey of large and medium-sized terrestrial mammals in the Serra do Brigadeiro State Park, Minas Gerais, Brazil. Check List 9:240–254."
61,Carnivora,Procyonidae,Nasua,Nasua nasua,-42.46,-20.69,2008,atlantic_camtrap,"Nunes, A. V., L. M. Scoss, M. R. Prado, and G. M. Lessa. 2013. Survey of large and medium-sized terrestrial mammals in the Serra do Brigadeiro State Park, Minas Gerais, Brazil. Check List 9:240–254."
62,Carnivora,Procyonidae,Procyon,Procyon cancrivorus,-42.46,-20.69,2008,atlantic_camtrap,"Nunes, A. V., L. M. Scoss, M. R. Prado, and G. M. Lessa. 2013. Survey of large and medium-sized terrestrial mammals in the Serra do Brigadeiro State Park, Minas Gerais, Brazil. Check List 9:240–254."
63,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus brasiliensis,-42.46,-20.69,2008,atlantic_camtrap,"Nunes, A. V., L. M. Scoss, M. R. Prado, and G. M. Lessa. 2013. Survey of large and medium-sized terrestrial mammals in the Serra do Brigadeiro State Park, Minas Gerais, Brazil. Check List 9:240–254."
64,Rodentia,Cuniculidae,Cuniculus,Cuniculus paca,-42.46,-20.69,2008,atlantic_camtrap,"Nunes, A. V., L. M. Scoss, M. R. Prado, and G. M. Lessa. 2013. Survey of large and medium-sized terrestrial mammals in the Serra do Brigadeiro State Park, Minas Gerais, Brazil. Check List 9:240–254."
65,Artiodactyla,Bovidae,Bos,Bos taurus,-39.08,-15.06,2009,atlantic_camtrap,"Cassano, C. R., J. Barlow, and R. Pardini. 2014. Forest loss or management intensification? Identifying causes of mammal decline in cacao agroforests. Biological Conservation 169:14–22."
66,Artiodactyla,Cervidae,Mazama,Mazama sp.,-39.08,-15.06,2009,atlantic_camtrap,"Cassano, C. R., J. Barlow, and R. Pardini. 2014. Forest loss or management intensification? Identifying causes of mammal decline in cacao agroforests. Biological Conservation 169:14–22."
67,Artiodactyla,Tayassuidae,Pecari,Pecari tajacu,-39.08,-15.06,2009,atlantic_camtrap,"Cassano, C. R., J. Barlow, and R. Pardini. 2014. Forest loss or management intensification? Identifying causes of mammal decline in cacao agroforests. Biological Conservation 169:14–22."
68,Carnivora,Canidae,Canis,Canis familiaris,-39.08,-15.06,2009,atlantic_camtrap,"Cassano, C. R., J. Barlow, and R. Pardini. 2014. Forest loss or management intensification? Identifying causes of mammal decline in cacao agroforests. Biological Conservation 169:14–22."
69,Carnivora,Canidae,Cerdocyon,Cerdocyon thous,-39.08,-15.06,2009,atlantic_camtrap,"Cassano, C. R., J. Barlow, and R. Pardini. 2014. Forest loss or management intensification? Identifying causes of mammal decline in cacao agroforests. Biological Conservation 169:14–22."
70,Carnivora,Felidae,Felis,Felis catus,-39.08,-15.06,2009,atlantic_camtrap,"Cassano, C. R., J. Barlow, and R. Pardini. 2014. Forest loss or management intensification? Identifying causes of mammal decline in cacao agroforests. Biological Conservation 169:14–22."
71,Carnivora,Felidae,Leopardus,Leopardus sp.,-39.08,-15.06,2009,atlantic_camtrap,"Cassano, C. R., J. Barlow, and R. Pardini. 2014. Forest loss or management intensification? Identifying causes of mammal decline in cacao agroforests. Biological Conservation 169:14–22."
72,Carnivora,Mustelidae,Eira,Eira barbara,-39.08,-15.06,2009,atlantic_camtrap,"Cassano, C. R., J. Barlow, and R. Pardini. 2014. Forest loss or management intensification? Identifying causes of mammal decline in cacao agroforests. Biological Conservation 169:14–22."
73,Carnivora,Procyonidae,Nasua,Nasua nasua,-39.08,-15.06,2009,atlantic_camtrap,"Cassano, C. R., J. Barlow, and R. Pardini. 2014. Forest loss or management intensification? Identifying causes of mammal decline in cacao agroforests. Biological Conservation 169:14–22."
74,Carnivora,Procyonidae,Potos,Potos flavus,-39.08,-15.06,2009,atlantic_camtrap,"Cassano, C. R., J. Barlow, and R. Pardini. 2014. Forest loss or management intensification? Identifying causes of mammal decline in cacao agroforests. Biological Conservation 169:14–22."
75,Carnivora,Procyonidae,Procyon,Procyon cancrivorus,-39.08,-15.06,2009,atlantic_camtrap,"Cassano, C. R., J. Barlow, and R. Pardini. 2014. Forest loss or management intensification? Identifying causes of mammal decline in cacao agroforests. Biological Conservation 169:14–22."
76,Cingulata,Dasypodidae,Cabassous,Cabassous sp.,-39.08,-15.06,2009,atlantic_camtrap,"Cassano, C. R., J. Barlow, and R. Pardini. 2014. Forest loss or management intensification? Identifying causes of mammal decline in cacao agroforests. Biological Conservation 169:14–22."
77,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,-39.08,-15.06,2009,atlantic_camtrap,"Cassano, C. R., J. Barlow, and R. Pardini. 2014. Forest loss or management intensification? Identifying causes of mammal decline in cacao agroforests. Biological Conservation 169:14–22."
78,Cingulata,Dasypodidae,Euphractus,Euphractus sexcinctus,-39.08,-15.06,2009,atlantic_camtrap,"Cassano, C. R., J. Barlow, and R. Pardini. 2014. Forest loss or management intensification? Identifying causes of mammal decline in cacao agroforests. Biological Conservation 169:14–22."
79,Didelphimorphia,Didelphidae,Didelphis,Didelphis albiventris,-39.08,-15.06,2009,atlantic_camtrap,"Cassano, C. R., J. Barlow, and R. Pardini. 2014. Forest loss or management intensification? Identifying causes of mammal decline in cacao agroforests. Biological Conservation 169:14–22."
80,Didelphimorphia,Didelphidae,Didelphis,Didelphis aurita,-39.08,-15.06,2009,atlantic_camtrap,"Cassano, C. R., J. Barlow, and R. Pardini. 2014. Forest loss or management intensification? Identifying causes of mammal decline in cacao agroforests. Biological Conservation 169:14–22."
81,Didelphimorphia,Didelphidae,Philander,Philander frenatus,-39.08,-15.06,2009,atlantic_camtrap,"Cassano, C. R., J. Barlow, and R. Pardini. 2014. Forest loss or management intensification? Identifying causes of mammal decline in cacao agroforests. Biological Conservation 169:14–22."
82,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus brasiliensis,-39.08,-15.06,2009,atlantic_camtrap,"Cassano, C. R., J. Barlow, and R. Pardini. 2014. Forest loss or management intensification? Identifying causes of mammal decline in cacao agroforests. Biological Conservation 169:14–22."
83,Pilosa,Myrmecophagidae,Tamandua,Tamandua tetradactyla,-39.08,-15.06,2009,atlantic_camtrap,"Cassano, C. R., J. Barlow, and R. Pardini. 2014. Forest loss or management intensification? Identifying causes of mammal decline in cacao agroforests. Biological Conservation 169:14–22."
84,Primates,Callitrichidae,Callithrix,Callithrix kuhlii,-39.08,-15.06,2009,atlantic_camtrap,"Cassano, C. R., J. Barlow, and R. Pardini. 2014. Forest loss or management intensification? Identifying causes of mammal decline in cacao agroforests. Biological Conservation 169:14–22."
85,Primates,Callitrichidae,Leontopithecus,Leontopithecus chrysomelas,-39.08,-15.06,2009,atlantic_camtrap,"Cassano, C. R., J. Barlow, and R. Pardini. 2014. Forest loss or management intensification? Identifying causes of mammal decline in cacao agroforests. Biological Conservation 169:14–22."
86,Primates,Cebidae,Sapajus,Sapajus xanthosternos,-39.08,-15.06,2009,atlantic_camtrap,"Cassano, C. R., J. Barlow, and R. Pardini. 2014. Forest loss or management intensification? Identifying causes of mammal decline in cacao agroforests. Biological Conservation 169:14–22."
87,Rodentia,Cuniculidae,Cuniculus,Cuniculus paca,-39.08,-15.06,2009,atlantic_camtrap,"Cassano, C. R., J. Barlow, and R. Pardini. 2014. Forest loss or management intensification? Identifying causes of mammal decline in cacao agroforests. Biological Conservation 169:14–22."
88,Rodentia,Erethizontidae,Chaetomys,Chaetomys subspinosus,-39.08,-15.06,2009,atlantic_camtrap,"Cassano, C. R., J. Barlow, and R. Pardini. 2014. Forest loss or management intensification? Identifying causes of mammal decline in cacao agroforests. Biological Conservation 169:14–22."
89,Rodentia,Erethizontidae,Sphiggurus,Sphiggurus insidiosus,-39.08,-15.06,2009,atlantic_camtrap,"Cassano, C. R., J. Barlow, and R. Pardini. 2014. Forest loss or management intensification? Identifying causes of mammal decline in cacao agroforests. Biological Conservation 169:14–22."
90,Artiodactyla,Tayassuidae,Pecari,Pecari tajacu,-48.84,-27.43,2006,atlantic_camtrap,"Goulart, F. V. B., N. C. Caceres, M. E. Graipel, M. A. Tortato, I. R. Ghizoni, and L. G. R. Oliveira-Santos. 2009. Habitat selection by large mammals in a southern Brazilian Atlantic Forest. Mammalian Biology 74:182–190."
91,Carnivora,Canidae,Cerdocyon,Cerdocyon thous,-48.84,-27.43,2006,atlantic_camtrap,"Goulart, F. V. B., N. C. Caceres, M. E. Graipel, M. A. Tortato, I. R. Ghizoni, and L. G. R. Oliveira-Santos. 2009. Habitat selection by large mammals in a southern Brazilian Atlantic Forest. Mammalian Biology 74:182–190."
