rowid,order,family,genus,species,longitude,latitude,year,source,study
907,Carnivora,Mustelidae,Eira,Eira barbara,-47.28,-21.42,2015,atlantic_camtrap,"Beca, G., Vancine, M.H., Carvalho, C.S., Pedrosa, S., Buscariol, D., Alvez, R.S.C., Peres, C.A., Ribeiro, M.C., Galetti, M. 2016. Landscape influence on the persistence of terrestrial mammals in Atlantic Forest fragments (Master dissertation, Universidade Estadual Paulista)."
908,Carnivora,Procyonidae,Nasua,Nasua nasua,-47.28,-21.42,2015,atlantic_camtrap,"Beca, G., Vancine, M.H., Carvalho, C.S., Pedrosa, S., Buscariol, D., Alvez, R.S.C., Peres, C.A., Ribeiro, M.C., Galetti, M. 2016. Landscape influence on the persistence of terrestrial mammals in Atlantic Forest fragments (Master dissertation, Universidade Estadual Paulista)."
909,Carnivora,Procyonidae,Procyon,Procyon cancrivorus,-47.28,-21.42,2015,atlantic_camtrap,"Beca, G., Vancine, M.H., Carvalho, C.S., Pedrosa, S., Buscariol, D., Alvez, R.S.C., Peres, C.A., Ribeiro, M.C., Galetti, M. 2016. Landscape influence on the persistence of terrestrial mammals in Atlantic Forest fragments (Master dissertation, Universidade Estadual Paulista)."
910,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,-47.28,-21.42,2015,atlantic_camtrap,"Beca, G., Vancine, M.H., Carvalho, C.S., Pedrosa, S., Buscariol, D., Alvez, R.S.C., Peres, C.A., Ribeiro, M.C., Galetti, M. 2016. Landscape influence on the persistence of terrestrial mammals in Atlantic Forest fragments (Master dissertation, Universidade Estadual Paulista)."
911,Didelphimorphia,Didelphidae,Didelphis,Didelphis albiventris,-47.28,-21.42,2015,atlantic_camtrap,"Beca, G., Vancine, M.H., Carvalho, C.S., Pedrosa, S., Buscariol, D., Alvez, R.S.C., Peres, C.A., Ribeiro, M.C., Galetti, M. 2016. Landscape influence on the persistence of terrestrial mammals in Atlantic Forest fragments (Master dissertation, Universidade Estadual Paulista)."
912,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus brasiliensis,-47.28,-21.42,2015,atlantic_camtrap,"Beca, G., Vancine, M.H., Carvalho, C.S., Pedrosa, S., Buscariol, D., Alvez, R.S.C., Peres, C.A., Ribeiro, M.C., Galetti, M. 2016. Landscape influence on the persistence of terrestrial mammals in Atlantic Forest fragments (Master dissertation, Universidade Estadual Paulista)."
913,Pilosa,Myrmecophagidae,Tamandua,Tamandua tetradactyla,-47.28,-21.42,2015,atlantic_camtrap,"Beca, G., Vancine, M.H., Carvalho, C.S., Pedrosa, S., Buscariol, D., Alvez, R.S.C., Peres, C.A., Ribeiro, M.C., Galetti, M. 2016. Landscape influence on the persistence of terrestrial mammals in Atlantic Forest fragments (Master dissertation, Universidade Estadual Paulista)."
914,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta azarae,-47.28,-21.42,2015,atlantic_camtrap,"Beca, G., Vancine, M.H., Carvalho, C.S., Pedrosa, S., Buscariol, D., Alvez, R.S.C., Peres, C.A., Ribeiro, M.C., Galetti, M. 2016. Landscape influence on the persistence of terrestrial mammals in Atlantic Forest fragments (Master dissertation, Universidade Estadual Paulista)."
915,Artiodactyla,Cervidae,Mazama,Mazama gouazoubira,-50.84,-21,2015,atlantic_camtrap,"Beca, G., Vancine, M.H., Carvalho, C.S., Pedrosa, S., Buscariol, D., Alvez, R.S.C., Peres, C.A., Ribeiro, M.C., Galetti, M. 2016. Landscape influence on the persistence of terrestrial mammals in Atlantic Forest fragments (Master dissertation, Universidade Estadual Paulista)."
916,Artiodactyla,Tayassuidae,Pecari,Pecari tajacu,-50.84,-21,2015,atlantic_camtrap,"Beca, G., Vancine, M.H., Carvalho, C.S., Pedrosa, S., Buscariol, D., Alvez, R.S.C., Peres, C.A., Ribeiro, M.C., Galetti, M. 2016. Landscape influence on the persistence of terrestrial mammals in Atlantic Forest fragments (Master dissertation, Universidade Estadual Paulista)."
917,Carnivora,Felidae,Puma,Puma concolor,-50.84,-21,2015,atlantic_camtrap,"Beca, G., Vancine, M.H., Carvalho, C.S., Pedrosa, S., Buscariol, D., Alvez, R.S.C., Peres, C.A., Ribeiro, M.C., Galetti, M. 2016. Landscape influence on the persistence of terrestrial mammals in Atlantic Forest fragments (Master dissertation, Universidade Estadual Paulista)."
918,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,-50.84,-21,2015,atlantic_camtrap,"Beca, G., Vancine, M.H., Carvalho, C.S., Pedrosa, S., Buscariol, D., Alvez, R.S.C., Peres, C.A., Ribeiro, M.C., Galetti, M. 2016. Landscape influence on the persistence of terrestrial mammals in Atlantic Forest fragments (Master dissertation, Universidade Estadual Paulista)."
919,Didelphimorphia,Didelphidae,Didelphis,Didelphis aurita,-50.84,-21,2015,atlantic_camtrap,"Beca, G., Vancine, M.H., Carvalho, C.S., Pedrosa, S., Buscariol, D., Alvez, R.S.C., Peres, C.A., Ribeiro, M.C., Galetti, M. 2016. Landscape influence on the persistence of terrestrial mammals in Atlantic Forest fragments (Master dissertation, Universidade Estadual Paulista)."
920,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus brasiliensis,-50.84,-21,2015,atlantic_camtrap,"Beca, G., Vancine, M.H., Carvalho, C.S., Pedrosa, S., Buscariol, D., Alvez, R.S.C., Peres, C.A., Ribeiro, M.C., Galetti, M. 2016. Landscape influence on the persistence of terrestrial mammals in Atlantic Forest fragments (Master dissertation, Universidade Estadual Paulista)."
921,Perissodactyla,Tapiridae,Tapirus,Tapirus terrestris,-50.84,-21,2015,atlantic_camtrap,"Beca, G., Vancine, M.H., Carvalho, C.S., Pedrosa, S., Buscariol, D., Alvez, R.S.C., Peres, C.A., Ribeiro, M.C., Galetti, M. 2016. Landscape influence on the persistence of terrestrial mammals in Atlantic Forest fragments (Master dissertation, Universidade Estadual Paulista)."
922,Pilosa,Myrmecophagidae,Myrmecophaga,Myrmecophaga tridactyla,-50.84,-21,2015,atlantic_camtrap,"Beca, G., Vancine, M.H., Carvalho, C.S., Pedrosa, S., Buscariol, D., Alvez, R.S.C., Peres, C.A., Ribeiro, M.C., Galetti, M. 2016. Landscape influence on the persistence of terrestrial mammals in Atlantic Forest fragments (Master dissertation, Universidade Estadual Paulista)."
923,Rodentia,Cuniculidae,Cuniculus,Cuniculus paca,-50.84,-21,2015,atlantic_camtrap,"Beca, G., Vancine, M.H., Carvalho, C.S., Pedrosa, S., Buscariol, D., Alvez, R.S.C., Peres, C.A., Ribeiro, M.C., Galetti, M. 2016. Landscape influence on the persistence of terrestrial mammals in Atlantic Forest fragments (Master dissertation, Universidade Estadual Paulista)."
924,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta azarae,-50.84,-21,2015,atlantic_camtrap,"Beca, G., Vancine, M.H., Carvalho, C.S., Pedrosa, S., Buscariol, D., Alvez, R.S.C., Peres, C.A., Ribeiro, M.C., Galetti, M. 2016. Landscape influence on the persistence of terrestrial mammals in Atlantic Forest fragments (Master dissertation, Universidade Estadual Paulista)."
925,Artiodactyla,Cervidae,Mazama,Mazama gouazoubira,-50.23,-20.49,2015,atlantic_camtrap,"Beca, G., Vancine, M.H., Carvalho, C.S., Pedrosa, S., Buscariol, D., Alvez, R.S.C., Peres, C.A., Ribeiro, M.C., Galetti, M. 2016. Landscape influence on the persistence of terrestrial mammals in Atlantic Forest fragments (Master dissertation, Universidade Estadual Paulista)."
926,Artiodactyla,Suidae,Sus,Sus scrofa,-50.23,-20.49,2015,atlantic_camtrap,"Beca, G., Vancine, M.H., Carvalho, C.S., Pedrosa, S., Buscariol, D., Alvez, R.S.C., Peres, C.A., Ribeiro, M.C., Galetti, M. 2016. Landscape influence on the persistence of terrestrial mammals in Atlantic Forest fragments (Master dissertation, Universidade Estadual Paulista)."
927,Carnivora,Felidae,Leopardus,Leopardus pardalis,-50.23,-20.49,2015,atlantic_camtrap,"Beca, G., Vancine, M.H., Carvalho, C.S., Pedrosa, S., Buscariol, D., Alvez, R.S.C., Peres, C.A., Ribeiro, M.C., Galetti, M. 2016. Landscape influence on the persistence of terrestrial mammals in Atlantic Forest fragments (Master dissertation, Universidade Estadual Paulista)."
928,Carnivora,Felidae,Puma,Puma yagouaroundi,-50.23,-20.49,2015,atlantic_camtrap,"Beca, G., Vancine, M.H., Carvalho, C.S., Pedrosa, S., Buscariol, D., Alvez, R.S.C., Peres, C.A., Ribeiro, M.C., Galetti, M. 2016. Landscape influence on the persistence of terrestrial mammals in Atlantic Forest fragments (Master dissertation, Universidade Estadual Paulista)."
929,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,-50.23,-20.49,2015,atlantic_camtrap,"Beca, G., Vancine, M.H., Carvalho, C.S., Pedrosa, S., Buscariol, D., Alvez, R.S.C., Peres, C.A., Ribeiro, M.C., Galetti, M. 2016. Landscape influence on the persistence of terrestrial mammals in Atlantic Forest fragments (Master dissertation, Universidade Estadual Paulista)."
930,Cingulata,Dasypodidae,Euphractus,Euphractus sexcinctus,-50.23,-20.49,2015,atlantic_camtrap,"Beca, G., Vancine, M.H., Carvalho, C.S., Pedrosa, S., Buscariol, D., Alvez, R.S.C., Peres, C.A., Ribeiro, M.C., Galetti, M. 2016. Landscape influence on the persistence of terrestrial mammals in Atlantic Forest fragments (Master dissertation, Universidade Estadual Paulista)."
931,Didelphimorphia,Didelphidae,Didelphis,Didelphis albiventris,-50.23,-20.49,2015,atlantic_camtrap,"Beca, G., Vancine, M.H., Carvalho, C.S., Pedrosa, S., Buscariol, D., Alvez, R.S.C., Peres, C.A., Ribeiro, M.C., Galetti, M. 2016. Landscape influence on the persistence of terrestrial mammals in Atlantic Forest fragments (Master dissertation, Universidade Estadual Paulista)."
932,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus brasiliensis,-50.23,-20.49,2015,atlantic_camtrap,"Beca, G., Vancine, M.H., Carvalho, C.S., Pedrosa, S., Buscariol, D., Alvez, R.S.C., Peres, C.A., Ribeiro, M.C., Galetti, M. 2016. Landscape influence on the persistence of terrestrial mammals in Atlantic Forest fragments (Master dissertation, Universidade Estadual Paulista)."
933,Pilosa,Myrmecophagidae,Myrmecophaga,Myrmecophaga tridactyla,-50.23,-20.49,2015,atlantic_camtrap,"Beca, G., Vancine, M.H., Carvalho, C.S., Pedrosa, S., Buscariol, D., Alvez, R.S.C., Peres, C.A., Ribeiro, M.C., Galetti, M. 2016. Landscape influence on the persistence of terrestrial mammals in Atlantic Forest fragments (Master dissertation, Universidade Estadual Paulista)."
934,Pilosa,Myrmecophagidae,Tamandua,Tamandua tetradactyla,-50.23,-20.49,2015,atlantic_camtrap,"Beca, G., Vancine, M.H., Carvalho, C.S., Pedrosa, S., Buscariol, D., Alvez, R.S.C., Peres, C.A., Ribeiro, M.C., Galetti, M. 2016. Landscape influence on the persistence of terrestrial mammals in Atlantic Forest fragments (Master dissertation, Universidade Estadual Paulista)."
935,Rodentia,Caviidae,Hydrochoerus,Hydrochoerus hydrochaeris,-50.23,-20.49,2015,atlantic_camtrap,"Beca, G., Vancine, M.H., Carvalho, C.S., Pedrosa, S., Buscariol, D., Alvez, R.S.C., Peres, C.A., Ribeiro, M.C., Galetti, M. 2016. Landscape influence on the persistence of terrestrial mammals in Atlantic Forest fragments (Master dissertation, Universidade Estadual Paulista)."
936,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta azarae,-50.23,-20.49,2015,atlantic_camtrap,"Beca, G., Vancine, M.H., Carvalho, C.S., Pedrosa, S., Buscariol, D., Alvez, R.S.C., Peres, C.A., Ribeiro, M.C., Galetti, M. 2016. Landscape influence on the persistence of terrestrial mammals in Atlantic Forest fragments (Master dissertation, Universidade Estadual Paulista)."
937,Artiodactyla,Cervidae,Mazama,Mazama americana,-53.86,-25.46,2009,atlantic_camtrap,Projeto Carnivoros do Iguacu
938,Artiodactyla,Cervidae,Mazama,Mazama nana,-53.86,-25.46,2009,atlantic_camtrap,Projeto Carnivoros do Iguacu
939,Artiodactyla,Cervidae,Mazama,Mazama sp.,-53.86,-25.46,2009,atlantic_camtrap,Projeto Carnivoros do Iguacu
940,Artiodactyla,Tayassuidae,Pecari,Pecari tajacu,-53.86,-25.46,2009,atlantic_camtrap,Projeto Carnivoros do Iguacu
941,Carnivora,Canidae,Canis,Canis familiaris,-53.86,-25.46,2009,atlantic_camtrap,Projeto Carnivoros do Iguacu
942,Carnivora,Canidae,Cerdocyon,Cerdocyon thous,-53.86,-25.46,2009,atlantic_camtrap,Projeto Carnivoros do Iguacu
943,Carnivora,Felidae,Leopardus,Leopardus pardalis,-53.86,-25.46,2009,atlantic_camtrap,Projeto Carnivoros do Iguacu
944,Carnivora,Felidae,Leopardus,Leopardus guttulus,-53.86,-25.46,2009,atlantic_camtrap,Projeto Carnivoros do Iguacu
945,Carnivora,Felidae,Leopardus,Leopardus wiedii,-53.86,-25.46,2009,atlantic_camtrap,Projeto Carnivoros do Iguacu
946,Carnivora,Felidae,Leopardus,Leopardus sp.,-53.86,-25.46,2009,atlantic_camtrap,Projeto Carnivoros do Iguacu
947,Carnivora,Felidae,Panthera,Panthera onca,-53.86,-25.46,2009,atlantic_camtrap,Projeto Carnivoros do Iguacu
948,Carnivora,Felidae,Puma,Puma concolor,-53.86,-25.46,2009,atlantic_camtrap,Projeto Carnivoros do Iguacu
949,Carnivora,Felidae,Puma,Puma yagouaroundi,-53.86,-25.46,2009,atlantic_camtrap,Projeto Carnivoros do Iguacu
950,Carnivora,Mustelidae,Eira,Eira barbara,-53.86,-25.46,2009,atlantic_camtrap,Projeto Carnivoros do Iguacu
951,Carnivora,Mustelidae,Galictis,Galictis cuja,-53.86,-25.46,2009,atlantic_camtrap,Projeto Carnivoros do Iguacu
952,Carnivora,Procyonidae,Nasua,Nasua nasua,-53.86,-25.46,2009,atlantic_camtrap,Projeto Carnivoros do Iguacu
953,Carnivora,Procyonidae,Procyon,Procyon cancrivorus,-53.86,-25.46,2009,atlantic_camtrap,Projeto Carnivoros do Iguacu
954,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,-53.86,-25.46,2009,atlantic_camtrap,Projeto Carnivoros do Iguacu
955,Cingulata,Dasypodidae,Euphractus,Euphractus sexcinctus,-53.86,-25.46,2009,atlantic_camtrap,Projeto Carnivoros do Iguacu
956,Didelphimorphia,Didelphidae,Didelphis,Didelphis albiventris,-53.86,-25.46,2009,atlantic_camtrap,Projeto Carnivoros do Iguacu
957,Didelphimorphia,Didelphidae,Didelphis,Didelphis aurita,-53.86,-25.46,2009,atlantic_camtrap,Projeto Carnivoros do Iguacu
958,Didelphimorphia,Didelphidae,Didelphis,Didelphis sp.,-53.86,-25.46,2009,atlantic_camtrap,Projeto Carnivoros do Iguacu
959,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus brasiliensis,-53.86,-25.46,2009,atlantic_camtrap,Projeto Carnivoros do Iguacu
960,Perissodactyla,Tapiridae,Tapirus,Tapirus terrestris,-53.86,-25.46,2009,atlantic_camtrap,Projeto Carnivoros do Iguacu
961,Pilosa,Myrmecophagidae,Myrmecophaga,Myrmecophaga tridactyla,-53.86,-25.46,2009,atlantic_camtrap,Projeto Carnivoros do Iguacu
962,Pilosa,Myrmecophagidae,Tamandua,Tamandua tetradactyla,-53.86,-25.46,2009,atlantic_camtrap,Projeto Carnivoros do Iguacu
963,Primates,Cebidae,Sapajus,Sapajus nigritus,-53.86,-25.46,2009,atlantic_camtrap,Projeto Carnivoros do Iguacu
964,Rodentia,Caviidae,Hydrochoerus,Hydrochoerus hydrochaeris,-53.86,-25.46,2009,atlantic_camtrap,Projeto Carnivoros do Iguacu
965,Rodentia,Cuniculidae,Cuniculus,Cuniculus paca,-53.86,-25.46,2009,atlantic_camtrap,Projeto Carnivoros do Iguacu
966,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta azarae,-53.86,-25.46,2009,atlantic_camtrap,Projeto Carnivoros do Iguacu
967,Rodentia,Sciuridae,Sciurus,Sciurus aestuans,-53.86,-25.46,2009,atlantic_camtrap,Projeto Carnivoros do Iguacu
968,Artiodactyla,Bovidae,Bos,Bos taurus,-48.21,-24.2,2011,atlantic_camtrap,Perilli et al. In prep. Patterns of spatio-temporal co-occurrence of meso and large mammals in the core of the Brazilian Atlantic Forest.
969,Artiodactyla,Cervidae,Mazama,Mazama americana,-48.21,-24.2,2011,atlantic_camtrap,Perilli et al. In prep. Patterns of spatio-temporal co-occurrence of meso and large mammals in the core of the Brazilian Atlantic Forest.
970,Artiodactyla,Cervidae,Mazama,Mazama gouazoubira,-48.21,-24.2,2011,atlantic_camtrap,Perilli et al. In prep. Patterns of spatio-temporal co-occurrence of meso and large mammals in the core of the Brazilian Atlantic Forest.
971,Carnivora,Canidae,Canis,Canis familiaris,-48.21,-24.2,2011,atlantic_camtrap,Perilli et al. In prep. Patterns of spatio-temporal co-occurrence of meso and large mammals in the core of the Brazilian Atlantic Forest.
972,Carnivora,Canidae,Cerdocyon,Cerdocyon thous,-48.21,-24.2,2011,atlantic_camtrap,Perilli et al. In prep. Patterns of spatio-temporal co-occurrence of meso and large mammals in the core of the Brazilian Atlantic Forest.
973,Carnivora,Canidae,Speothos,Speothos venaticus,-48.21,-24.2,2011,atlantic_camtrap,Perilli et al. In prep. Patterns of spatio-temporal co-occurrence of meso and large mammals in the core of the Brazilian Atlantic Forest.
974,Carnivora,Felidae,Felis,Felis catus,-48.21,-24.2,2011,atlantic_camtrap,Perilli et al. In prep. Patterns of spatio-temporal co-occurrence of meso and large mammals in the core of the Brazilian Atlantic Forest.
975,Carnivora,Felidae,Leopardus,Leopardus pardalis,-48.21,-24.2,2011,atlantic_camtrap,Perilli et al. In prep. Patterns of spatio-temporal co-occurrence of meso and large mammals in the core of the Brazilian Atlantic Forest.
976,Carnivora,Felidae,Leopardus,Leopardus guttulus,-48.21,-24.2,2011,atlantic_camtrap,Perilli et al. In prep. Patterns of spatio-temporal co-occurrence of meso and large mammals in the core of the Brazilian Atlantic Forest.
977,Carnivora,Felidae,Leopardus,Leopardus wiedii,-48.21,-24.2,2011,atlantic_camtrap,Perilli et al. In prep. Patterns of spatio-temporal co-occurrence of meso and large mammals in the core of the Brazilian Atlantic Forest.
978,Carnivora,Felidae,Leopardus,Leopardus sp.,-48.21,-24.2,2011,atlantic_camtrap,Perilli et al. In prep. Patterns of spatio-temporal co-occurrence of meso and large mammals in the core of the Brazilian Atlantic Forest.
979,Carnivora,Felidae,Panthera,Panthera onca,-48.21,-24.2,2011,atlantic_camtrap,Perilli et al. In prep. Patterns of spatio-temporal co-occurrence of meso and large mammals in the core of the Brazilian Atlantic Forest.
980,Carnivora,Felidae,Puma,Puma concolor,-48.21,-24.2,2011,atlantic_camtrap,Perilli et al. In prep. Patterns of spatio-temporal co-occurrence of meso and large mammals in the core of the Brazilian Atlantic Forest.
981,Carnivora,Felidae,Puma,Puma yagouaroundi,-48.21,-24.2,2011,atlantic_camtrap,Perilli et al. In prep. Patterns of spatio-temporal co-occurrence of meso and large mammals in the core of the Brazilian Atlantic Forest.
982,Carnivora,Mustelidae,Eira,Eira barbara,-48.21,-24.2,2011,atlantic_camtrap,Perilli et al. In prep. Patterns of spatio-temporal co-occurrence of meso and large mammals in the core of the Brazilian Atlantic Forest.
983,Carnivora,Procyonidae,Procyon,Procyon cancrivorus,-48.21,-24.2,2011,atlantic_camtrap,Perilli et al. In prep. Patterns of spatio-temporal co-occurrence of meso and large mammals in the core of the Brazilian Atlantic Forest.
984,Cingulata,Dasypodidae,Cabassous,Cabassous tatouay,-48.21,-24.2,2011,atlantic_camtrap,Perilli et al. In prep. Patterns of spatio-temporal co-occurrence of meso and large mammals in the core of the Brazilian Atlantic Forest.
985,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,-48.21,-24.2,2011,atlantic_camtrap,Perilli et al. In prep. Patterns of spatio-temporal co-occurrence of meso and large mammals in the core of the Brazilian Atlantic Forest.
986,Didelphimorphia,Didelphidae,Didelphis,Didelphis aurita,-48.21,-24.2,2011,atlantic_camtrap,Perilli et al. In prep. Patterns of spatio-temporal co-occurrence of meso and large mammals in the core of the Brazilian Atlantic Forest.
987,Didelphimorphia,Didelphidae,Metachirus,Metachirus nudicaudatus,-48.21,-24.2,2011,atlantic_camtrap,Perilli et al. In prep. Patterns of spatio-temporal co-occurrence of meso and large mammals in the core of the Brazilian Atlantic Forest.
988,Perissodactyla,Tapiridae,Tapirus,Tapirus terrestris,-48.21,-24.2,2011,atlantic_camtrap,Perilli et al. In prep. Patterns of spatio-temporal co-occurrence of meso and large mammals in the core of the Brazilian Atlantic Forest.
989,Primates,Cebidae,Sapajus,Sapajus nigritus,-48.21,-24.2,2011,atlantic_camtrap,Perilli et al. In prep. Patterns of spatio-temporal co-occurrence of meso and large mammals in the core of the Brazilian Atlantic Forest.
990,Rodentia,Cuniculidae,Cuniculus,Cuniculus paca,-48.21,-24.2,2011,atlantic_camtrap,Perilli et al. In prep. Patterns of spatio-temporal co-occurrence of meso and large mammals in the core of the Brazilian Atlantic Forest.
991,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta azarae,-48.21,-24.2,2011,atlantic_camtrap,Perilli et al. In prep. Patterns of spatio-temporal co-occurrence of meso and large mammals in the core of the Brazilian Atlantic Forest.
992,Rodentia,Sciuridae,Sciurus,Sciurus aestuans,-48.21,-24.2,2011,atlantic_camtrap,Perilli et al. In prep. Patterns of spatio-temporal co-occurrence of meso and large mammals in the core of the Brazilian Atlantic Forest.
993,Carnivora,Canidae,Cerdocyon,Cerdocyon thous,-52.53,-29.39,2009,atlantic_camtrap,"Abreu Junior, E. F. D., and A. Kohler. 2009. Mastofauna de medio e grande porte na RPPN da UNISC, RS, Brasil. Biota Neotropica 9:169–174."
994,Rodentia,Cuniculidae,Cuniculus,Cuniculus paca,-52.53,-29.39,2009,atlantic_camtrap,"Abreu Junior, E. F. D., and A. Kohler. 2009. Mastofauna de medio e grande porte na RPPN da UNISC, RS, Brasil. Biota Neotropica 9:169–174."
995,Artiodactyla,Bovidae,Bos,Bos taurus,-42.85,-20.8,2006,atlantic_camtrap,"Prado, M., E. Rocha, and G. Giudice. 2008. Mamiferos de medio e grande porte em um fragmento de Mata Atlantica, Minas Gerais, Brasil. Revista arvore 741–749."
996,Carnivora,Canidae,Canis,Canis familiaris,-42.85,-20.8,2006,atlantic_camtrap,"Prado, M., E. Rocha, and G. Giudice. 2008. Mamiferos de medio e grande porte em um fragmento de Mata Atlantica, Minas Gerais, Brasil. Revista arvore 741–749."
997,Didelphimorphia,Didelphidae,Didelphis,Didelphis aurita,-42.85,-20.8,2006,atlantic_camtrap,"Prado, M., E. Rocha, and G. Giudice. 2008. Mamiferos de medio e grande porte em um fragmento de Mata Atlantica, Minas Gerais, Brasil. Revista arvore 741–749."
998,Didelphimorphia,Didelphidae,Philander,Philander frenatus,-42.85,-20.8,2006,atlantic_camtrap,"Prado, M., E. Rocha, and G. Giudice. 2008. Mamiferos de medio e grande porte em um fragmento de Mata Atlantica, Minas Gerais, Brasil. Revista arvore 741–749."
999,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus brasiliensis,-42.85,-20.8,2006,atlantic_camtrap,"Prado, M., E. Rocha, and G. Giudice. 2008. Mamiferos de medio e grande porte em um fragmento de Mata Atlantica, Minas Gerais, Brasil. Revista arvore 741–749."
1000,Artiodactyla,Cervidae,Mazama,Mazama americana,-50.39,-29.4,2007,atlantic_camtrap,"Marques, R. V., C. Vargas, and S. Missel. 2011. Mastofauna no Planalto das Araucarias , Rio Grande do Sul , Brasil. Revista Brasileira de Biociencias 9:278–288."
1001,Artiodactyla,Cervidae,Mazama,Mazama gouazoubira,-50.39,-29.4,2007,atlantic_camtrap,"Marques, R. V., C. Vargas, and S. Missel. 2011. Mastofauna no Planalto das Araucarias , Rio Grande do Sul , Brasil. Revista Brasileira de Biociencias 9:278–288."
1002,Carnivora,Canidae,Lycalopex,Lycalopex gymnocercus,-50.39,-29.4,2007,atlantic_camtrap,"Marques, R. V., C. Vargas, and S. Missel. 2011. Mastofauna no Planalto das Araucarias , Rio Grande do Sul , Brasil. Revista Brasileira de Biociencias 9:278–288."
1003,Carnivora,Felidae,Leopardus,Leopardus pardalis,-50.39,-29.4,2007,atlantic_camtrap,"Marques, R. V., C. Vargas, and S. Missel. 2011. Mastofauna no Planalto das Araucarias , Rio Grande do Sul , Brasil. Revista Brasileira de Biociencias 9:278–288."
1004,Carnivora,Felidae,Leopardus,Leopardus guttulus,-50.39,-29.4,2007,atlantic_camtrap,"Marques, R. V., C. Vargas, and S. Missel. 2011. Mastofauna no Planalto das Araucarias , Rio Grande do Sul , Brasil. Revista Brasileira de Biociencias 9:278–288."
1005,Carnivora,Felidae,Leopardus,Leopardus wiedii,-50.39,-29.4,2007,atlantic_camtrap,"Marques, R. V., C. Vargas, and S. Missel. 2011. Mastofauna no Planalto das Araucarias , Rio Grande do Sul , Brasil. Revista Brasileira de Biociencias 9:278–288."
1006,Carnivora,Felidae,Puma,Puma concolor,-50.39,-29.4,2007,atlantic_camtrap,"Marques, R. V., C. Vargas, and S. Missel. 2011. Mastofauna no Planalto das Araucarias , Rio Grande do Sul , Brasil. Revista Brasileira de Biociencias 9:278–288."
1007,Carnivora,Felidae,Puma,Puma yagouaroundi,-50.39,-29.4,2007,atlantic_camtrap,"Marques, R. V., C. Vargas, and S. Missel. 2011. Mastofauna no Planalto das Araucarias , Rio Grande do Sul , Brasil. Revista Brasileira de Biociencias 9:278–288."
1008,Carnivora,Mustelidae,Eira,Eira barbara,-50.39,-29.4,2007,atlantic_camtrap,"Marques, R. V., C. Vargas, and S. Missel. 2011. Mastofauna no Planalto das Araucarias , Rio Grande do Sul , Brasil. Revista Brasileira de Biociencias 9:278–288."
1009,Carnivora,Mustelidae,Galictis,Galictis cuja,-50.39,-29.4,2007,atlantic_camtrap,"Marques, R. V., C. Vargas, and S. Missel. 2011. Mastofauna no Planalto das Araucarias , Rio Grande do Sul , Brasil. Revista Brasileira de Biociencias 9:278–288."
1010,Carnivora,Procyonidae,Nasua,Nasua nasua,-50.39,-29.4,2007,atlantic_camtrap,"Marques, R. V., C. Vargas, and S. Missel. 2011. Mastofauna no Planalto das Araucarias , Rio Grande do Sul , Brasil. Revista Brasileira de Biociencias 9:278–288."
1011,Carnivora,Procyonidae,Procyon,Procyon cancrivorus,-50.39,-29.4,2007,atlantic_camtrap,"Marques, R. V., C. Vargas, and S. Missel. 2011. Mastofauna no Planalto das Araucarias , Rio Grande do Sul , Brasil. Revista Brasileira de Biociencias 9:278–288."
1012,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,-50.39,-29.4,2007,atlantic_camtrap,"Marques, R. V., C. Vargas, and S. Missel. 2011. Mastofauna no Planalto das Araucarias , Rio Grande do Sul , Brasil. Revista Brasileira de Biociencias 9:278–288."
1013,Didelphimorphia,Didelphidae,Didelphis,Didelphis albiventris,-50.39,-29.4,2007,atlantic_camtrap,"Marques, R. V., C. Vargas, and S. Missel. 2011. Mastofauna no Planalto das Araucarias , Rio Grande do Sul , Brasil. Revista Brasileira de Biociencias 9:278–288."
1014,Didelphimorphia,Didelphidae,Didelphis,Didelphis aurita,-50.39,-29.4,2007,atlantic_camtrap,"Marques, R. V., C. Vargas, and S. Missel. 2011. Mastofauna no Planalto das Araucarias , Rio Grande do Sul , Brasil. Revista Brasileira de Biociencias 9:278–288."
1015,Didelphimorphia,Didelphidae,Philander,Philander frenatus,-50.39,-29.4,2007,atlantic_camtrap,"Marques, R. V., C. Vargas, and S. Missel. 2011. Mastofauna no Planalto das Araucarias , Rio Grande do Sul , Brasil. Revista Brasileira de Biociencias 9:278–288."
