rowid,order,family,genus,species,longitude,latitude,year,source,study
945,Rodentia,Cuniculidae,Cuniculus,Cuniculus paca,-52.315833,-24.103611,2013,atlantic_large_mammals,"Pazio, D. D. (2013). Inventariamento de mamiferos terrestres de medio e grande porte em areas de recuperacao do Parque Estadual Lago Azul, parana, Brasil. BS thesis. Universidade Tecnologica Federal do Parana."
946,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta sp.,-52.315833,-24.103611,2013,atlantic_large_mammals,"Pazio, D. D. (2013). Inventariamento de mamiferos terrestres de medio e grande porte em areas de recuperacao do Parque Estadual Lago Azul, parana, Brasil. BS thesis. Universidade Tecnologica Federal do Parana."
947,Rodentia,Myocastoridae,Myocastor,Myocastor coypus,-52.315833,-24.103611,2013,atlantic_large_mammals,"Pazio, D. D. (2013). Inventariamento de mamiferos terrestres de medio e grande porte em areas de recuperacao do Parque Estadual Lago Azul, parana, Brasil. BS thesis. Universidade Tecnologica Federal do Parana."
948,Artiodactyla,Suidae,Sus,Sus scrofa,-52.315833,-24.103611,2013,atlantic_large_mammals,"Pazio, D. D. (2013). Inventariamento de mamiferos terrestres de medio e grande porte em areas de recuperacao do Parque Estadual Lago Azul, parana, Brasil. BS thesis. Universidade Tecnologica Federal do Parana."
949,Carnivora,Canidae,Cerdocyon,Cerdocyon thous,-52.315833,-24.103611,2013,atlantic_large_mammals,"Pazio, D. D. (2013). Inventariamento de mamiferos terrestres de medio e grande porte em areas de recuperacao do Parque Estadual Lago Azul, parana, Brasil. BS thesis. Universidade Tecnologica Federal do Parana."
950,Carnivora,Canidae,Canis,Canis familiaris,-52.315833,-24.103611,2013,atlantic_large_mammals,"Pazio, D. D. (2013). Inventariamento de mamiferos terrestres de medio e grande porte em areas de recuperacao do Parque Estadual Lago Azul, parana, Brasil. BS thesis. Universidade Tecnologica Federal do Parana."
951,Carnivora,Procyonidae,Nasua,Nasua nasua,-52.315833,-24.103611,2013,atlantic_large_mammals,"Pazio, D. D. (2013). Inventariamento de mamiferos terrestres de medio e grande porte em areas de recuperacao do Parque Estadual Lago Azul, parana, Brasil. BS thesis. Universidade Tecnologica Federal do Parana."
952,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,-52.315833,-24.103611,2013,atlantic_large_mammals,"Pazio, D. D. (2013). Inventariamento de mamiferos terrestres de medio e grande porte em areas de recuperacao do Parque Estadual Lago Azul, parana, Brasil. BS thesis. Universidade Tecnologica Federal do Parana."
953,Rodentia,Cuniculidae,Cuniculus,Cuniculus paca,-52.315833,-24.103611,2013,atlantic_large_mammals,"Pazio, D. D. (2013). Inventariamento de mamiferos terrestres de medio e grande porte em areas de recuperacao do Parque Estadual Lago Azul, parana, Brasil. BS thesis. Universidade Tecnologica Federal do Parana."
954,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta sp.,-52.315833,-24.103611,2013,atlantic_large_mammals,"Pazio, D. D. (2013). Inventariamento de mamiferos terrestres de medio e grande porte em areas de recuperacao do Parque Estadual Lago Azul, parana, Brasil. BS thesis. Universidade Tecnologica Federal do Parana."
955,Didelphimorphia,Didelphidae,Didelphis,Didelphis aurita,-47.73223200000001,-23.891504,1999,atlantic_large_mammals,"Silva, C. R. (2001). Riqueza e diversidade de mamiferos nao-voadores em um mosaico formado por plantios de Eucalyptus saligna e remanescentes de floresta atlantica no municipio de Pilar do Sul, SP. Diss. Universidade de Sao Paulo."
956,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,-47.73223200000001,-23.891504,1999,atlantic_large_mammals,"Silva, C. R. (2001). Riqueza e diversidade de mamiferos nao-voadores em um mosaico formado por plantios de Eucalyptus saligna e remanescentes de floresta atlantica no municipio de Pilar do Sul, SP. Diss. Universidade de Sao Paulo."
957,Cingulata,Dasypodidae,Dasypus,Dasypus septemcinctus,-47.73223200000001,-23.891504,1999,atlantic_large_mammals,"Silva, C. R. (2001). Riqueza e diversidade de mamiferos nao-voadores em um mosaico formado por plantios de Eucalyptus saligna e remanescentes de floresta atlantica no municipio de Pilar do Sul, SP. Diss. Universidade de Sao Paulo."
958,Cingulata,Dasypodidae,Euphractus,Euphractus sexcinctus,-47.73223200000001,-23.891504,1999,atlantic_large_mammals,"Silva, C. R. (2001). Riqueza e diversidade de mamiferos nao-voadores em um mosaico formado por plantios de Eucalyptus saligna e remanescentes de floresta atlantica no municipio de Pilar do Sul, SP. Diss. Universidade de Sao Paulo."
959,Cingulata,Dasypodidae,Cabassous,Cabassous tatouay,-47.73223200000001,-23.891504,1999,atlantic_large_mammals,"Silva, C. R. (2001). Riqueza e diversidade de mamiferos nao-voadores em um mosaico formado por plantios de Eucalyptus saligna e remanescentes de floresta atlantica no municipio de Pilar do Sul, SP. Diss. Universidade de Sao Paulo."
960,Pilosa,Myrmecophagidae,Myrmecophaga,Myrmecophaga tridactyla,-47.73223200000001,-23.891504,1999,atlantic_large_mammals,"Silva, C. R. (2001). Riqueza e diversidade de mamiferos nao-voadores em um mosaico formado por plantios de Eucalyptus saligna e remanescentes de floresta atlantica no municipio de Pilar do Sul, SP. Diss. Universidade de Sao Paulo."
961,NA,NA,Guerlinguetus,Guerlinguetus brasiliensis,-47.73223200000001,-23.891504,1999,atlantic_large_mammals,"Silva, C. R. (2001). Riqueza e diversidade de mamiferos nao-voadores em um mosaico formado por plantios de Eucalyptus saligna e remanescentes de floresta atlantica no municipio de Pilar do Sul, SP. Diss. Universidade de Sao Paulo."
962,Primates,Callitrichidae,Callithrix,Callithrix aurita,-47.73223200000001,-23.891504,1999,atlantic_large_mammals,"Silva, C. R. (2001). Riqueza e diversidade de mamiferos nao-voadores em um mosaico formado por plantios de Eucalyptus saligna e remanescentes de floresta atlantica no municipio de Pilar do Sul, SP. Diss. Universidade de Sao Paulo."
963,Pilosa,Myrmecophagidae,Tamandua,Tamandua tetradactyla,-47.73223200000001,-23.891504,1999,atlantic_large_mammals,"Silva, C. R. (2001). Riqueza e diversidade de mamiferos nao-voadores em um mosaico formado por plantios de Eucalyptus saligna e remanescentes de floresta atlantica no municipio de Pilar do Sul, SP. Diss. Universidade de Sao Paulo."
964,Primates,Cebidae,Sapajus,Sapajus nigritus,-47.73223200000001,-23.891504,1999,atlantic_large_mammals,"Silva, C. R. (2001). Riqueza e diversidade de mamiferos nao-voadores em um mosaico formado por plantios de Eucalyptus saligna e remanescentes de floresta atlantica no municipio de Pilar do Sul, SP. Diss. Universidade de Sao Paulo."
965,Carnivora,Felidae,Leopardus,Leopardus sp.,-47.73223200000001,-23.891504,1999,atlantic_large_mammals,"Silva, C. R. (2001). Riqueza e diversidade de mamiferos nao-voadores em um mosaico formado por plantios de Eucalyptus saligna e remanescentes de floresta atlantica no municipio de Pilar do Sul, SP. Diss. Universidade de Sao Paulo."
966,Carnivora,Felidae,Leopardus,Leopardus pardalis,-47.73223200000001,-23.891504,1999,atlantic_large_mammals,"Silva, C. R. (2001). Riqueza e diversidade de mamiferos nao-voadores em um mosaico formado por plantios de Eucalyptus saligna e remanescentes de floresta atlantica no municipio de Pilar do Sul, SP. Diss. Universidade de Sao Paulo."
967,Carnivora,Felidae,Puma,Puma concolor,-47.73223200000001,-23.891504,1999,atlantic_large_mammals,"Silva, C. R. (2001). Riqueza e diversidade de mamiferos nao-voadores em um mosaico formado por plantios de Eucalyptus saligna e remanescentes de floresta atlantica no municipio de Pilar do Sul, SP. Diss. Universidade de Sao Paulo."
968,Carnivora,Felidae,Puma,Puma yagouaroundi,-47.73223200000001,-23.891504,1999,atlantic_large_mammals,"Silva, C. R. (2001). Riqueza e diversidade de mamiferos nao-voadores em um mosaico formado por plantios de Eucalyptus saligna e remanescentes de floresta atlantica no municipio de Pilar do Sul, SP. Diss. Universidade de Sao Paulo."
969,Carnivora,Canidae,Cerdocyon,Cerdocyon thous,-47.73223200000001,-23.891504,1999,atlantic_large_mammals,"Silva, C. R. (2001). Riqueza e diversidade de mamiferos nao-voadores em um mosaico formado por plantios de Eucalyptus saligna e remanescentes de floresta atlantica no municipio de Pilar do Sul, SP. Diss. Universidade de Sao Paulo."
970,Carnivora,Procyonidae,Nasua,Nasua nasua,-47.73223200000001,-23.891504,1999,atlantic_large_mammals,"Silva, C. R. (2001). Riqueza e diversidade de mamiferos nao-voadores em um mosaico formado por plantios de Eucalyptus saligna e remanescentes de floresta atlantica no municipio de Pilar do Sul, SP. Diss. Universidade de Sao Paulo."
971,Carnivora,Procyonidae,Procyon,Procyon cancrivorus,-47.73223200000001,-23.891504,1999,atlantic_large_mammals,"Silva, C. R. (2001). Riqueza e diversidade de mamiferos nao-voadores em um mosaico formado por plantios de Eucalyptus saligna e remanescentes de floresta atlantica no municipio de Pilar do Sul, SP. Diss. Universidade de Sao Paulo."
972,Carnivora,Mustelidae,Eira,Eira barbara,-47.73223200000001,-23.891504,1999,atlantic_large_mammals,"Silva, C. R. (2001). Riqueza e diversidade de mamiferos nao-voadores em um mosaico formado por plantios de Eucalyptus saligna e remanescentes de floresta atlantica no municipio de Pilar do Sul, SP. Diss. Universidade de Sao Paulo."
973,Carnivora,Mustelidae,Galictis,Galictis cuja,-47.73223200000001,-23.891504,1999,atlantic_large_mammals,"Silva, C. R. (2001). Riqueza e diversidade de mamiferos nao-voadores em um mosaico formado por plantios de Eucalyptus saligna e remanescentes de floresta atlantica no municipio de Pilar do Sul, SP. Diss. Universidade de Sao Paulo."
974,Perissodactyla,Tapiridae,Tapirus,Tapirus terrestris,-47.73223200000001,-23.891504,1999,atlantic_large_mammals,"Silva, C. R. (2001). Riqueza e diversidade de mamiferos nao-voadores em um mosaico formado por plantios de Eucalyptus saligna e remanescentes de floresta atlantica no municipio de Pilar do Sul, SP. Diss. Universidade de Sao Paulo."
975,Artiodactyla,Tayassuidae,Pecari,Pecari tajacu,-47.73223200000001,-23.891504,1999,atlantic_large_mammals,"Silva, C. R. (2001). Riqueza e diversidade de mamiferos nao-voadores em um mosaico formado por plantios de Eucalyptus saligna e remanescentes de floresta atlantica no municipio de Pilar do Sul, SP. Diss. Universidade de Sao Paulo."
976,Artiodactyla,Cervidae,Mazama,Mazama gouazoubira,-47.73223200000001,-23.891504,1999,atlantic_large_mammals,"Silva, C. R. (2001). Riqueza e diversidade de mamiferos nao-voadores em um mosaico formado por plantios de Eucalyptus saligna e remanescentes de floresta atlantica no municipio de Pilar do Sul, SP. Diss. Universidade de Sao Paulo."
977,Artiodactyla,Cervidae,Mazama,Mazama americana,-47.73223200000001,-23.891504,1999,atlantic_large_mammals,"Silva, C. R. (2001). Riqueza e diversidade de mamiferos nao-voadores em um mosaico formado por plantios de Eucalyptus saligna e remanescentes de floresta atlantica no municipio de Pilar do Sul, SP. Diss. Universidade de Sao Paulo."
978,Rodentia,Cuniculidae,Cuniculus,Cuniculus paca,-47.73223200000001,-23.891504,1999,atlantic_large_mammals,"Silva, C. R. (2001). Riqueza e diversidade de mamiferos nao-voadores em um mosaico formado por plantios de Eucalyptus saligna e remanescentes de floresta atlantica no municipio de Pilar do Sul, SP. Diss. Universidade de Sao Paulo."
979,Rodentia,Caviidae,Cavia,Cavia sp.,-47.73223200000001,-23.891504,1999,atlantic_large_mammals,"Silva, C. R. (2001). Riqueza e diversidade de mamiferos nao-voadores em um mosaico formado por plantios de Eucalyptus saligna e remanescentes de floresta atlantica no municipio de Pilar do Sul, SP. Diss. Universidade de Sao Paulo."
980,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta azarae,-47.73223200000001,-23.891504,1999,atlantic_large_mammals,"Silva, C. R. (2001). Riqueza e diversidade de mamiferos nao-voadores em um mosaico formado por plantios de Eucalyptus saligna e remanescentes de floresta atlantica no municipio de Pilar do Sul, SP. Diss. Universidade de Sao Paulo."
981,Rodentia,Caviidae,Hydrochoerus,Hydrochoerus hydrochaeris,-47.73223200000001,-23.891504,1999,atlantic_large_mammals,"Silva, C. R. (2001). Riqueza e diversidade de mamiferos nao-voadores em um mosaico formado por plantios de Eucalyptus saligna e remanescentes de floresta atlantica no municipio de Pilar do Sul, SP. Diss. Universidade de Sao Paulo."
982,Rodentia,Erethizontidae,Coendou,Coendou spinosus,-47.73223200000001,-23.891504,1999,atlantic_large_mammals,"Silva, C. R. (2001). Riqueza e diversidade de mamiferos nao-voadores em um mosaico formado por plantios de Eucalyptus saligna e remanescentes de floresta atlantica no municipio de Pilar do Sul, SP. Diss. Universidade de Sao Paulo."
983,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus brasiliensis,-47.73223200000001,-23.891504,1999,atlantic_large_mammals,"Silva, C. R. (2001). Riqueza e diversidade de mamiferos nao-voadores em um mosaico formado por plantios de Eucalyptus saligna e remanescentes de floresta atlantica no municipio de Pilar do Sul, SP. Diss. Universidade de Sao Paulo."
984,Primates,Cebidae,Sapajus,Sapajus nigritus,-40.018611,-19.159413,1996,atlantic_large_mammals,"Chiarello, A. G. (2000a). Density and population size of mammals in remnants of Brazilian Atlantic forest. Conservation Biology 14.6, 1649-1657."
985,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta leporina,-40.018611,-19.159413,1996,atlantic_large_mammals,"Chiarello, A. G. (2000a). Density and population size of mammals in remnants of Brazilian Atlantic forest. Conservation Biology 14.6, 1649-1657."
986,NA,NA,Guerlinguetus,Guerlinguetus brasiliensis,-40.018611,-19.159413,1996,atlantic_large_mammals,"Chiarello, A. G. (2000a). Density and population size of mammals in remnants of Brazilian Atlantic forest. Conservation Biology 14.6, 1649-1657."
987,Primates,Callitrichidae,Callithrix,Callithrix geoffroyi,-40.018611,-19.159413,1996,atlantic_large_mammals,"Chiarello, A. G. (2000a). Density and population size of mammals in remnants of Brazilian Atlantic forest. Conservation Biology 14.6, 1649-1657."
988,Primates,Cebidae,Sapajus,Sapajus nigritus,-40.107778,-18.987778,1996,atlantic_large_mammals,"Chiarello, A. G. (2000a). Density and population size of mammals in remnants of Brazilian Atlantic forest. Conservation Biology 14.6, 1649-1657."
989,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta leporina,-40.107778,-18.987778,1996,atlantic_large_mammals,"Chiarello, A. G. (2000a). Density and population size of mammals in remnants of Brazilian Atlantic forest. Conservation Biology 14.6, 1649-1657."
990,NA,NA,Guerlinguetus,Guerlinguetus brasiliensis,-40.107778,-18.987778,1996,atlantic_large_mammals,"Chiarello, A. G. (2000a). Density and population size of mammals in remnants of Brazilian Atlantic forest. Conservation Biology 14.6, 1649-1657."
991,Primates,Callitrichidae,Callithrix,Callithrix geoffroyi,-40.107778,-18.987778,1996,atlantic_large_mammals,"Chiarello, A. G. (2000a). Density and population size of mammals in remnants of Brazilian Atlantic forest. Conservation Biology 14.6, 1649-1657."
992,Primates,Cebidae,Sapajus,Sapajus nigritus,-40.1475,-18.338889000000002,1996,atlantic_large_mammals,"Chiarello, A. G. (2000a). Density and population size of mammals in remnants of Brazilian Atlantic forest. Conservation Biology 14.6, 1649-1657."
993,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta leporina,-40.1475,-18.338889000000002,1996,atlantic_large_mammals,"Chiarello, A. G. (2000a). Density and population size of mammals in remnants of Brazilian Atlantic forest. Conservation Biology 14.6, 1649-1657."
994,NA,NA,Guerlinguetus,Guerlinguetus brasiliensis,-40.1475,-18.338889000000002,1996,atlantic_large_mammals,"Chiarello, A. G. (2000a). Density and population size of mammals in remnants of Brazilian Atlantic forest. Conservation Biology 14.6, 1649-1657."
995,Primates,Callitrichidae,Callithrix,Callithrix geoffroyi,-40.1475,-18.338889000000002,1996,atlantic_large_mammals,"Chiarello, A. G. (2000a). Density and population size of mammals in remnants of Brazilian Atlantic forest. Conservation Biology 14.6, 1649-1657."
996,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta leporina,-39.805819,-18.263531999999994,1996,atlantic_large_mammals,"Chiarello, A. G. (2000a). Density and population size of mammals in remnants of Brazilian Atlantic forest. Conservation Biology 14.6, 1649-1657."
997,Primates,Cebidae,Sapajus,Sapajus nigritus,-39.800999999999995,-18.264999999999997,1996,atlantic_large_mammals,"Chiarello, A. G. (2000a). Density and population size of mammals in remnants of Brazilian Atlantic forest. Conservation Biology 14.6, 1649-1657."
998,Primates,Callitrichidae,Callithrix,Callithrix geoffroyi,-39.800999999999995,-18.264999999999997,1996,atlantic_large_mammals,"Chiarello, A. G. (2000a). Density and population size of mammals in remnants of Brazilian Atlantic forest. Conservation Biology 14.6, 1649-1657."
999,NA,NA,Guerlinguetus,Guerlinguetus brasiliensis,-39.800999999999995,-18.264999999999997,1996,atlantic_large_mammals,"Chiarello, A. G. (2000a). Density and population size of mammals in remnants of Brazilian Atlantic forest. Conservation Biology 14.6, 1649-1657."
1000,NA,NA,Guerlinguetus,Guerlinguetus brasiliensis,-40.118903,-19.801583,1996,atlantic_large_mammals,"Chiarello, A. G. (2000a). Density and population size of mammals in remnants of Brazilian Atlantic forest. Conservation Biology 14.6, 1649-1657."
1001,Primates,Cebidae,Sapajus,Sapajus nigritus,-40.118903,-19.801583,1996,atlantic_large_mammals,"Chiarello, A. G. (2000a). Density and population size of mammals in remnants of Brazilian Atlantic forest. Conservation Biology 14.6, 1649-1657."
1002,Primates,Cebidae,Sapajus,Sapajus nigritus,-40.11666699999999,-19.8,1996,atlantic_large_mammals,"Chiarello, A. G. (2000a). Density and population size of mammals in remnants of Brazilian Atlantic forest. Conservation Biology 14.6, 1649-1657."
1003,NA,NA,Guerlinguetus,Guerlinguetus brasiliensis,-40.11666699999999,-19.8,1996,atlantic_large_mammals,"Chiarello, A. G. (2000a). Density and population size of mammals in remnants of Brazilian Atlantic forest. Conservation Biology 14.6, 1649-1657."
1004,Primates,Callitrichidae,Callithrix,Callithrix geoffroyi,-40.11666699999999,-19.8,1996,atlantic_large_mammals,"Chiarello, A. G. (2000a). Density and population size of mammals in remnants of Brazilian Atlantic forest. Conservation Biology 14.6, 1649-1657."
1005,Carnivora,Canidae,Cerdocyon,Cerdocyon thous,-47.995616000000005,-24.060357,2003,atlantic_large_mammals,"Pianca, C. C. (2004). A caca e seus efeitos sobre a ocorrencia de mamiferos de medio e grande porte em areas preservadas de Mata Atlantica na Serra de Paranapiacaba (SP). Diss. Universidade de Sao Paulo."
1006,Didelphimorphia,Didelphidae,Didelphis,Didelphis sp.,-47.995616000000005,-24.060357,2003,atlantic_large_mammals,"Pianca, C. C. (2004). A caca e seus efeitos sobre a ocorrencia de mamiferos de medio e grande porte em areas preservadas de Mata Atlantica na Serra de Paranapiacaba (SP). Diss. Universidade de Sao Paulo."
1007,Carnivora,Felidae,Leopardus,Leopardus sp.,-47.995616000000005,-24.060357,2003,atlantic_large_mammals,"Pianca, C. C. (2004). A caca e seus efeitos sobre a ocorrencia de mamiferos de medio e grande porte em areas preservadas de Mata Atlantica na Serra de Paranapiacaba (SP). Diss. Universidade de Sao Paulo."
1008,Rodentia,Cuniculidae,Cuniculus,Cuniculus paca,-47.995616000000005,-24.060357,2003,atlantic_large_mammals,"Pianca, C. C. (2004). A caca e seus efeitos sobre a ocorrencia de mamiferos de medio e grande porte em areas preservadas de Mata Atlantica na Serra de Paranapiacaba (SP). Diss. Universidade de Sao Paulo."
1009,Carnivora,Procyonidae,Nasua,Nasua nasua,-47.995616000000005,-24.060357,2003,atlantic_large_mammals,"Pianca, C. C. (2004). A caca e seus efeitos sobre a ocorrencia de mamiferos de medio e grande porte em areas preservadas de Mata Atlantica na Serra de Paranapiacaba (SP). Diss. Universidade de Sao Paulo."
1010,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,-47.995616000000005,-24.060357,2003,atlantic_large_mammals,"Pianca, C. C. (2004). A caca e seus efeitos sobre a ocorrencia de mamiferos de medio e grande porte em areas preservadas de Mata Atlantica na Serra de Paranapiacaba (SP). Diss. Universidade de Sao Paulo."
1011,Carnivora,Felidae,Leopardus,Leopardus pardalis,-47.995616000000005,-24.060357,2003,atlantic_large_mammals,"Pianca, C. C. (2004). A caca e seus efeitos sobre a ocorrencia de mamiferos de medio e grande porte em areas preservadas de Mata Atlantica na Serra de Paranapiacaba (SP). Diss. Universidade de Sao Paulo."
1012,Carnivora,Felidae,Puma,Puma concolor,-47.995616000000005,-24.060357,2003,atlantic_large_mammals,"Pianca, C. C. (2004). A caca e seus efeitos sobre a ocorrencia de mamiferos de medio e grande porte em areas preservadas de Mata Atlantica na Serra de Paranapiacaba (SP). Diss. Universidade de Sao Paulo."
1013,Carnivora,Procyonidae,Procyon,Procyon cancrivorus,-47.995616000000005,-24.060357,2003,atlantic_large_mammals,"Pianca, C. C. (2004). A caca e seus efeitos sobre a ocorrencia de mamiferos de medio e grande porte em areas preservadas de Mata Atlantica na Serra de Paranapiacaba (SP). Diss. Universidade de Sao Paulo."
1014,Pilosa,Myrmecophagidae,Tamandua,Tamandua tetradactyla,-47.995616000000005,-24.060357,2003,atlantic_large_mammals,"Pianca, C. C. (2004). A caca e seus efeitos sobre a ocorrencia de mamiferos de medio e grande porte em areas preservadas de Mata Atlantica na Serra de Paranapiacaba (SP). Diss. Universidade de Sao Paulo."
1015,Carnivora,Mephitidae,Conepatus,Conepatus chinga,-47.995616000000005,-24.060357,2003,atlantic_large_mammals,"Pianca, C. C. (2004). A caca e seus efeitos sobre a ocorrencia de mamiferos de medio e grande porte em areas preservadas de Mata Atlantica na Serra de Paranapiacaba (SP). Diss. Universidade de Sao Paulo."
1016,Primates,Cebidae,Sapajus,Sapajus nigritus,-47.995616000000005,-24.060357,2003,atlantic_large_mammals,"Pianca, C. C. (2004). A caca e seus efeitos sobre a ocorrencia de mamiferos de medio e grande porte em areas preservadas de Mata Atlantica na Serra de Paranapiacaba (SP). Diss. Universidade de Sao Paulo."
1017,Primates,Atelidae,Brachyteles,Brachyteles arachnoides,-47.995616000000005,-24.060357,2003,atlantic_large_mammals,"Pianca, C. C. (2004). A caca e seus efeitos sobre a ocorrencia de mamiferos de medio e grande porte em areas preservadas de Mata Atlantica na Serra de Paranapiacaba (SP). Diss. Universidade de Sao Paulo."
1018,Primates,Atelidae,Alouatta,Alouatta guariba,-47.995616000000005,-24.060357,2003,atlantic_large_mammals,"Pianca, C. C. (2004). A caca e seus efeitos sobre a ocorrencia de mamiferos de medio e grande porte em areas preservadas de Mata Atlantica na Serra de Paranapiacaba (SP). Diss. Universidade de Sao Paulo."
1019,Cingulata,Dasypodidae,Euphractus,Euphractus sexcinctus,-47.995616000000005,-24.060357,2003,atlantic_large_mammals,"Pianca, C. C. (2004). A caca e seus efeitos sobre a ocorrencia de mamiferos de medio e grande porte em areas preservadas de Mata Atlantica na Serra de Paranapiacaba (SP). Diss. Universidade de Sao Paulo."
1020,Didelphimorphia,Didelphidae,Didelphis,Didelphis sp.,-47.995616000000005,-24.060357,2003,atlantic_large_mammals,"Pianca, C. C. (2004). A caca e seus efeitos sobre a ocorrencia de mamiferos de medio e grande porte em areas preservadas de Mata Atlantica na Serra de Paranapiacaba (SP). Diss. Universidade de Sao Paulo."
1021,Rodentia,Cuniculidae,Cuniculus,Cuniculus paca,-47.995616000000005,-24.060357,2003,atlantic_large_mammals,"Pianca, C. C. (2004). A caca e seus efeitos sobre a ocorrencia de mamiferos de medio e grande porte em areas preservadas de Mata Atlantica na Serra de Paranapiacaba (SP). Diss. Universidade de Sao Paulo."
1022,Carnivora,Felidae,Leopardus,Leopardus sp.,-47.995616000000005,-24.060357,2003,atlantic_large_mammals,"Pianca, C. C. (2004). A caca e seus efeitos sobre a ocorrencia de mamiferos de medio e grande porte em areas preservadas de Mata Atlantica na Serra de Paranapiacaba (SP). Diss. Universidade de Sao Paulo."
1023,Carnivora,Procyonidae,Nasua,Nasua nasua,-47.995616000000005,-24.060357,2003,atlantic_large_mammals,"Pianca, C. C. (2004). A caca e seus efeitos sobre a ocorrencia de mamiferos de medio e grande porte em areas preservadas de Mata Atlantica na Serra de Paranapiacaba (SP). Diss. Universidade de Sao Paulo."
1024,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,-47.995616000000005,-24.060357,2003,atlantic_large_mammals,"Pianca, C. C. (2004). A caca e seus efeitos sobre a ocorrencia de mamiferos de medio e grande porte em areas preservadas de Mata Atlantica na Serra de Paranapiacaba (SP). Diss. Universidade de Sao Paulo."
1025,Carnivora,Canidae,Cerdocyon,Cerdocyon thous,-47.995616000000005,-24.060357,2003,atlantic_large_mammals,"Pianca, C. C. (2004). A caca e seus efeitos sobre a ocorrencia de mamiferos de medio e grande porte em areas preservadas de Mata Atlantica na Serra de Paranapiacaba (SP). Diss. Universidade de Sao Paulo."
1026,Carnivora,Felidae,Leopardus,Leopardus pardalis,-47.995616000000005,-24.060357,2003,atlantic_large_mammals,"Pianca, C. C. (2004). A caca e seus efeitos sobre a ocorrencia de mamiferos de medio e grande porte em areas preservadas de Mata Atlantica na Serra de Paranapiacaba (SP). Diss. Universidade de Sao Paulo."
1027,Carnivora,Procyonidae,Procyon,Procyon cancrivorus,-47.995616000000005,-24.060357,2003,atlantic_large_mammals,"Pianca, C. C. (2004). A caca e seus efeitos sobre a ocorrencia de mamiferos de medio e grande porte em areas preservadas de Mata Atlantica na Serra de Paranapiacaba (SP). Diss. Universidade de Sao Paulo."
1028,Pilosa,Myrmecophagidae,Tamandua,Tamandua tetradactyla,-47.995616000000005,-24.060357,2003,atlantic_large_mammals,"Pianca, C. C. (2004). A caca e seus efeitos sobre a ocorrencia de mamiferos de medio e grande porte em areas preservadas de Mata Atlantica na Serra de Paranapiacaba (SP). Diss. Universidade de Sao Paulo."
1029,Carnivora,Felidae,Puma,Puma concolor,-47.995616000000005,-24.060357,2003,atlantic_large_mammals,"Pianca, C. C. (2004). A caca e seus efeitos sobre a ocorrencia de mamiferos de medio e grande porte em areas preservadas de Mata Atlantica na Serra de Paranapiacaba (SP). Diss. Universidade de Sao Paulo."
1030,Carnivora,Mephitidae,Conepatus,Conepatus chinga,-47.995616000000005,-24.060357,2003,atlantic_large_mammals,"Pianca, C. C. (2004). A caca e seus efeitos sobre a ocorrencia de mamiferos de medio e grande porte em areas preservadas de Mata Atlantica na Serra de Paranapiacaba (SP). Diss. Universidade de Sao Paulo."
1031,Carnivora,Canidae,Cerdocyon,Cerdocyon thous,-47.906603999999994,-24.01649,2003,atlantic_large_mammals,"Pianca, C. C. (2004). A caca e seus efeitos sobre a ocorrencia de mamiferos de medio e grande porte em areas preservadas de Mata Atlantica na Serra de Paranapiacaba (SP). Diss. Universidade de Sao Paulo."
1032,Didelphimorphia,Didelphidae,Didelphis,Didelphis sp.,-47.906603999999994,-24.01649,2003,atlantic_large_mammals,"Pianca, C. C. (2004). A caca e seus efeitos sobre a ocorrencia de mamiferos de medio e grande porte em areas preservadas de Mata Atlantica na Serra de Paranapiacaba (SP). Diss. Universidade de Sao Paulo."
1033,Carnivora,Felidae,Leopardus,Leopardus sp.,-47.906603999999994,-24.01649,2003,atlantic_large_mammals,"Pianca, C. C. (2004). A caca e seus efeitos sobre a ocorrencia de mamiferos de medio e grande porte em areas preservadas de Mata Atlantica na Serra de Paranapiacaba (SP). Diss. Universidade de Sao Paulo."
1034,Perissodactyla,Tapiridae,Tapirus,Tapirus terrestris,-47.906603999999994,-24.01649,2003,atlantic_large_mammals,"Pianca, C. C. (2004). A caca e seus efeitos sobre a ocorrencia de mamiferos de medio e grande porte em areas preservadas de Mata Atlantica na Serra de Paranapiacaba (SP). Diss. Universidade de Sao Paulo."
1035,Rodentia,Cuniculidae,Cuniculus,Cuniculus paca,-47.906603999999994,-24.01649,2003,atlantic_large_mammals,"Pianca, C. C. (2004). A caca e seus efeitos sobre a ocorrencia de mamiferos de medio e grande porte em areas preservadas de Mata Atlantica na Serra de Paranapiacaba (SP). Diss. Universidade de Sao Paulo."
