rowid,order,family,genus,species,longitude,latitude,year,source,study
1,Carnivora,Canidae,Cerdocyon,Cerdocyon thous,-52.533333000000006,-29.383332999999997,2009,atlantic_large_mammals,"Abreu-Junior, E.F. and Kohler, A. (2009). Mammalian fauna of medium and large sized in the RPPN of UNISC, RS, Brazil. Biota Neotrop. 9, 169–174"
2,Rodentia,Cuniculidae,Cuniculus,Cuniculus paca,-52.533333000000006,-29.383332999999997,2009,atlantic_large_mammals,"Abreu-Junior, E.F. and Kohler, A. (2009). Mammalian fauna of medium and large sized in the RPPN of UNISC, RS, Brazil. Biota Neotrop. 9, 169–174"
3,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,-52.533333000000006,-29.383332999999997,2009,atlantic_large_mammals,"Abreu-Junior, E.F. and Kohler, A. (2009). Mammalian fauna of medium and large sized in the RPPN of UNISC, RS, Brazil. Biota Neotrop. 9, 169–174"
4,Primates,Cebidae,Sapajus,Sapajus nigritus,-52.533333000000006,-29.383332999999997,2009,atlantic_large_mammals,"Abreu-Junior, E.F. and Kohler, A. (2009). Mammalian fauna of medium and large sized in the RPPN of UNISC, RS, Brazil. Biota Neotrop. 9, 169–174"
5,Primates,Atelidae,Alouatta,Alouatta guariba,-52.533333000000006,-29.383332999999997,2009,atlantic_large_mammals,"Abreu-Junior, E.F. and Kohler, A. (2009). Mammalian fauna of medium and large sized in the RPPN of UNISC, RS, Brazil. Biota Neotrop. 9, 169–174"
6,Carnivora,Felidae,Leopardus,Leopardus wiedii,-52.533333000000006,-29.383332999999997,2009,atlantic_large_mammals,"Abreu-Junior, E.F. and Kohler, A. (2009). Mammalian fauna of medium and large sized in the RPPN of UNISC, RS, Brazil. Biota Neotrop. 9, 169–174"
7,Carnivora,Mustelidae,Lontra,Lontra longicaudis,-52.533333000000006,-29.383332999999997,2009,atlantic_large_mammals,"Abreu-Junior, E.F. and Kohler, A. (2009). Mammalian fauna of medium and large sized in the RPPN of UNISC, RS, Brazil. Biota Neotrop. 9, 169–174"
8,Carnivora,Mustelidae,Eira,Eira barbara,-52.533333000000006,-29.383332999999997,2009,atlantic_large_mammals,"Abreu-Junior, E.F. and Kohler, A. (2009). Mammalian fauna of medium and large sized in the RPPN of UNISC, RS, Brazil. Biota Neotrop. 9, 169–174"
9,Carnivora,Procyonidae,Nasua,Nasua nasua,-52.533333000000006,-29.383332999999997,2009,atlantic_large_mammals,"Abreu-Junior, E.F. and Kohler, A. (2009). Mammalian fauna of medium and large sized in the RPPN of UNISC, RS, Brazil. Biota Neotrop. 9, 169–174"
10,Carnivora,Procyonidae,Procyon,Procyon cancrivorus,-52.533333000000006,-29.383332999999997,2009,atlantic_large_mammals,"Abreu-Junior, E.F. and Kohler, A. (2009). Mammalian fauna of medium and large sized in the RPPN of UNISC, RS, Brazil. Biota Neotrop. 9, 169–174"
11,Artiodactyla,Cervidae,Mazama,Mazama sp.,-52.533333000000006,-29.383332999999997,2009,atlantic_large_mammals,"Abreu-Junior, E.F. and Kohler, A. (2009). Mammalian fauna of medium and large sized in the RPPN of UNISC, RS, Brazil. Biota Neotrop. 9, 169–174"
12,Rodentia,Cuniculidae,Cuniculus,Cuniculus paca,-52.533333000000006,-29.383332999999997,2009,atlantic_large_mammals,"Abreu-Junior, E.F. and Kohler, A. (2009). Mammalian fauna of medium and large sized in the RPPN of UNISC, RS, Brazil. Biota Neotrop. 9, 169–174"
13,Rodentia,Caviidae,Hydrochoerus,Hydrochoerus hydrochaeris,-52.533333000000006,-29.383332999999997,2009,atlantic_large_mammals,"Abreu-Junior, E.F. and Kohler, A. (2009). Mammalian fauna of medium and large sized in the RPPN of UNISC, RS, Brazil. Biota Neotrop. 9, 169–174"
14,Didelphimorphia,Didelphidae,Didelphis,Didelphis aurita,-41.872722,-21.484167,2006,atlantic_large_mammals,"Albuquerque, H.G., Martins, P.F., Pessoa, F.S., Carvalho, T., Modesto, T.C., Luz, J.J., Raices, D.S.L., Ardete, N.C., Lessa, I.C.M., Attias, N., Jordao-Nogueira, T., Enrici, M.C. and Bergallo, H.G. (2013). Mammals of a forest fragment in Cambuci municipality, state of Rio de Janeiro, Brazil. Check List. 9, 1505-1509"
15,Carnivora,Procyonidae,Nasua,Nasua nasua,-41.872722,-21.484167,2006,atlantic_large_mammals,"Albuquerque, H.G., Martins, P.F., Pessoa, F.S., Carvalho, T., Modesto, T.C., Luz, J.J., Raices, D.S.L., Ardete, N.C., Lessa, I.C.M., Attias, N., Jordao-Nogueira, T., Enrici, M.C. and Bergallo, H.G. (2013). Mammals of a forest fragment in Cambuci municipality, state of Rio de Janeiro, Brazil. Check List. 9, 1505-1509"
16,Carnivora,Procyonidae,Procyon,Procyon cancrivorus,-41.872722,-21.484167,2006,atlantic_large_mammals,"Albuquerque, H.G., Martins, P.F., Pessoa, F.S., Carvalho, T., Modesto, T.C., Luz, J.J., Raices, D.S.L., Ardete, N.C., Lessa, I.C.M., Attias, N., Jordao-Nogueira, T., Enrici, M.C. and Bergallo, H.G. (2013). Mammals of a forest fragment in Cambuci municipality, state of Rio de Janeiro, Brazil. Check List. 9, 1505-1509"
17,Rodentia,Cuniculidae,Cuniculus,Cuniculus paca,-41.872722,-21.484167,2006,atlantic_large_mammals,"Albuquerque, H.G., Martins, P.F., Pessoa, F.S., Carvalho, T., Modesto, T.C., Luz, J.J., Raices, D.S.L., Ardete, N.C., Lessa, I.C.M., Attias, N., Jordao-Nogueira, T., Enrici, M.C. and Bergallo, H.G. (2013). Mammals of a forest fragment in Cambuci municipality, state of Rio de Janeiro, Brazil. Check List. 9, 1505-1509"
18,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,-41.872722,-21.484167,2006,atlantic_large_mammals,"Albuquerque, H.G., Martins, P.F., Pessoa, F.S., Carvalho, T., Modesto, T.C., Luz, J.J., Raices, D.S.L., Ardete, N.C., Lessa, I.C.M., Attias, N., Jordao-Nogueira, T., Enrici, M.C. and Bergallo, H.G. (2013). Mammals of a forest fragment in Cambuci municipality, state of Rio de Janeiro, Brazil. Check List. 9, 1505-1509"
19,Artiodactyla,Cervidae,Mazama,Mazama sp.,-48.41048299999999,-22.818474000000002,2005,atlantic_large_mammals,"Alves, T. R., Fonseca, R. C., and Engel, V. L. (2012). Mamiferos de medio e grande porte e sua relacao com o mosaico de habitats na cuesta de Botucatu, Estado de Sao Paulo, Brasil. Iheringia. S. Zool. 102, 150-158."
20,Carnivora,Felidae,Puma,Puma concolor,-48.41048299999999,-22.818474000000002,2005,atlantic_large_mammals,"Alves, T. R., Fonseca, R. C., and Engel, V. L. (2012). Mamiferos de medio e grande porte e sua relacao com o mosaico de habitats na cuesta de Botucatu, Estado de Sao Paulo, Brasil. Iheringia. S. Zool. 102, 150-158."
21,Carnivora,Canidae,Cerdocyon,Cerdocyon thous,-48.41048299999999,-22.818474000000002,2005,atlantic_large_mammals,"Alves, T. R., Fonseca, R. C., and Engel, V. L. (2012). Mamiferos de medio e grande porte e sua relacao com o mosaico de habitats na cuesta de Botucatu, Estado de Sao Paulo, Brasil. Iheringia. S. Zool. 102, 150-158."
22,Carnivora,Procyonidae,Procyon,Procyon cancrivorus,-48.41048299999999,-22.818474000000002,2005,atlantic_large_mammals,"Alves, T. R., Fonseca, R. C., and Engel, V. L. (2012). Mamiferos de medio e grande porte e sua relacao com o mosaico de habitats na cuesta de Botucatu, Estado de Sao Paulo, Brasil. Iheringia. S. Zool. 102, 150-158."
23,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,-48.41048299999999,-22.818474000000002,2005,atlantic_large_mammals,"Alves, T. R., Fonseca, R. C., and Engel, V. L. (2012). Mamiferos de medio e grande porte e sua relacao com o mosaico de habitats na cuesta de Botucatu, Estado de Sao Paulo, Brasil. Iheringia. S. Zool. 102, 150-158."
24,Carnivora,Felidae,Leopardus,Leopardus sp.,-48.41048299999999,-22.818474000000002,2005,atlantic_large_mammals,"Alves, T. R., Fonseca, R. C., and Engel, V. L. (2012). Mamiferos de medio e grande porte e sua relacao com o mosaico de habitats na cuesta de Botucatu, Estado de Sao Paulo, Brasil. Iheringia. S. Zool. 102, 150-158."
25,Carnivora,Procyonidae,Procyon,Procyon cancrivorus,-48.41048299999999,-22.818474000000002,2005,atlantic_large_mammals,"Alves, T. R., Fonseca, R. C., and Engel, V. L. (2012). Mamiferos de medio e grande porte e sua relacao com o mosaico de habitats na cuesta de Botucatu, Estado de Sao Paulo, Brasil. Iheringia. S. Zool. 102, 150-158."
26,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta azarae,-48.41048299999999,-22.818474000000002,2005,atlantic_large_mammals,"Alves, T. R., Fonseca, R. C., and Engel, V. L. (2012). Mamiferos de medio e grande porte e sua relacao com o mosaico de habitats na cuesta de Botucatu, Estado de Sao Paulo, Brasil. Iheringia. S. Zool. 102, 150-158."
27,Carnivora,Procyonidae,Nasua,Nasua nasua,-48.41048299999999,-22.818474000000002,2005,atlantic_large_mammals,"Alves, T. R., Fonseca, R. C., and Engel, V. L. (2012). Mamiferos de medio e grande porte e sua relacao com o mosaico de habitats na cuesta de Botucatu, Estado de Sao Paulo, Brasil. Iheringia. S. Zool. 102, 150-158."
28,Pilosa,Myrmecophagidae,Myrmecophaga,Myrmecophaga tridactyla,-48.41048299999999,-22.818474000000002,2005,atlantic_large_mammals,"Alves, T. R., Fonseca, R. C., and Engel, V. L. (2012). Mamiferos de medio e grande porte e sua relacao com o mosaico de habitats na cuesta de Botucatu, Estado de Sao Paulo, Brasil. Iheringia. S. Zool. 102, 150-158."
29,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus brasiliensis,-48.41048299999999,-22.818474000000002,2005,atlantic_large_mammals,"Alves, T. R., Fonseca, R. C., and Engel, V. L. (2012). Mamiferos de medio e grande porte e sua relacao com o mosaico de habitats na cuesta de Botucatu, Estado de Sao Paulo, Brasil. Iheringia. S. Zool. 102, 150-158."
30,Rodentia,Caviidae,Hydrochoerus,Hydrochoerus hydrochaeris,-48.41048299999999,-22.818474000000002,2005,atlantic_large_mammals,"Alves, T. R., Fonseca, R. C., and Engel, V. L. (2012). Mamiferos de medio e grande porte e sua relacao com o mosaico de habitats na cuesta de Botucatu, Estado de Sao Paulo, Brasil. Iheringia. S. Zool. 102, 150-158."
31,Carnivora,Mephitidae,Conepatus,Conepatus semistriatus,-48.41048299999999,-22.818474000000002,2005,atlantic_large_mammals,"Alves, T. R., Fonseca, R. C., and Engel, V. L. (2012). Mamiferos de medio e grande porte e sua relacao com o mosaico de habitats na cuesta de Botucatu, Estado de Sao Paulo, Brasil. Iheringia. S. Zool. 102, 150-158."
32,Cingulata,Dasypodidae,Cabassous,Cabassous sp.,-48.41048299999999,-22.818474000000002,2005,atlantic_large_mammals,"Alves, T. R., Fonseca, R. C., and Engel, V. L. (2012). Mamiferos de medio e grande porte e sua relacao com o mosaico de habitats na cuesta de Botucatu, Estado de Sao Paulo, Brasil. Iheringia. S. Zool. 102, 150-158."
33,Didelphimorphia,Didelphidae,Didelphis,Didelphis sp.,-48.41048299999999,-22.818474000000002,2005,atlantic_large_mammals,"Alves, T. R., Fonseca, R. C., and Engel, V. L. (2012). Mamiferos de medio e grande porte e sua relacao com o mosaico de habitats na cuesta de Botucatu, Estado de Sao Paulo, Brasil. Iheringia. S. Zool. 102, 150-158."
34,Rodentia,Cuniculidae,Cuniculus,Cuniculus paca,-48.41048299999999,-22.818474000000002,2005,atlantic_large_mammals,"Alves, T. R., Fonseca, R. C., and Engel, V. L. (2012). Mamiferos de medio e grande porte e sua relacao com o mosaico de habitats na cuesta de Botucatu, Estado de Sao Paulo, Brasil. Iheringia. S. Zool. 102, 150-158."
35,Carnivora,Mustelidae,Eira,Eira barbara,-48.41048299999999,-22.818474000000002,2005,atlantic_large_mammals,"Alves, T. R., Fonseca, R. C., and Engel, V. L. (2012). Mamiferos de medio e grande porte e sua relacao com o mosaico de habitats na cuesta de Botucatu, Estado de Sao Paulo, Brasil. Iheringia. S. Zool. 102, 150-158."
36,Carnivora,Canidae,Cerdocyon,Cerdocyon thous,-52.16611100000001,-27.0275,2011,atlantic_large_mammals,"Bogoni, J.A., Bogoni, T.C., Graipel, M.E. and Marinho, J.R. (2013). The Influence of Landscape and Microhabitat on the Diversity of Large-and Medium-Sized Mammals in Atlantic Forest Remnants in a Matrix of Agroecosystem and Silviculture. ISRN Forestry 2013."
37,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta azarae,-52.16611100000001,-27.0275,2011,atlantic_large_mammals,"Bogoni, J.A., Bogoni, T.C., Graipel, M.E. and Marinho, J.R. (2013). The Influence of Landscape and Microhabitat on the Diversity of Large-and Medium-Sized Mammals in Atlantic Forest Remnants in a Matrix of Agroecosystem and Silviculture. ISRN Forestry 2013."
38,Didelphimorphia,Didelphidae,Didelphis,Didelphis aurita,-52.16611100000001,-27.0275,2011,atlantic_large_mammals,"Bogoni, J.A., Bogoni, T.C., Graipel, M.E. and Marinho, J.R. (2013). The Influence of Landscape and Microhabitat on the Diversity of Large-and Medium-Sized Mammals in Atlantic Forest Remnants in a Matrix of Agroecosystem and Silviculture. ISRN Forestry 2013."
39,Carnivora,Mustelidae,Eira,Eira barbara,-52.16611100000001,-27.0275,2011,atlantic_large_mammals,"Bogoni, J.A., Bogoni, T.C., Graipel, M.E. and Marinho, J.R. (2013). The Influence of Landscape and Microhabitat on the Diversity of Large-and Medium-Sized Mammals in Atlantic Forest Remnants in a Matrix of Agroecosystem and Silviculture. ISRN Forestry 2013."
40,Cingulata,Dasypodidae,Euphractus,Euphractus sexcinctus,-52.16611100000001,-27.0275,2011,atlantic_large_mammals,"Bogoni, J.A., Bogoni, T.C., Graipel, M.E. and Marinho, J.R. (2013). The Influence of Landscape and Microhabitat on the Diversity of Large-and Medium-Sized Mammals in Atlantic Forest Remnants in a Matrix of Agroecosystem and Silviculture. ISRN Forestry 2013."
41,Carnivora,Felidae,Leopardus,Leopardus sp.,-52.16611100000001,-27.0275,2011,atlantic_large_mammals,"Bogoni, J.A., Bogoni, T.C., Graipel, M.E. and Marinho, J.R. (2013). The Influence of Landscape and Microhabitat on the Diversity of Large-and Medium-Sized Mammals in Atlantic Forest Remnants in a Matrix of Agroecosystem and Silviculture. ISRN Forestry 2013."
42,Carnivora,Procyonidae,Nasua,Nasua nasua,-52.16611100000001,-27.0275,2011,atlantic_large_mammals,"Bogoni, J.A., Bogoni, T.C., Graipel, M.E. and Marinho, J.R. (2013). The Influence of Landscape and Microhabitat on the Diversity of Large-and Medium-Sized Mammals in Atlantic Forest Remnants in a Matrix of Agroecosystem and Silviculture. ISRN Forestry 2013."
43,Carnivora,Procyonidae,Procyon,Procyon cancrivorus,-52.16611100000001,-27.0275,2011,atlantic_large_mammals,"Bogoni, J.A., Bogoni, T.C., Graipel, M.E. and Marinho, J.R. (2013). The Influence of Landscape and Microhabitat on the Diversity of Large-and Medium-Sized Mammals in Atlantic Forest Remnants in a Matrix of Agroecosystem and Silviculture. ISRN Forestry 2013."
44,Carnivora,Felidae,Puma,Puma concolor,-52.16611100000001,-27.0275,2011,atlantic_large_mammals,"Bogoni, J.A., Bogoni, T.C., Graipel, M.E. and Marinho, J.R. (2013). The Influence of Landscape and Microhabitat on the Diversity of Large-and Medium-Sized Mammals in Atlantic Forest Remnants in a Matrix of Agroecosystem and Silviculture. ISRN Forestry 2013."
45,Primates,Cebidae,Sapajus,Sapajus nigritus,-52.161944,-27.038889,2011,atlantic_large_mammals,"Bogoni, J.A., Bogoni, T.C., Graipel, M.E. and Marinho, J.R. (2013). The Influence of Landscape and Microhabitat on the Diversity of Large-and Medium-Sized Mammals in Atlantic Forest Remnants in a Matrix of Agroecosystem and Silviculture. ISRN Forestry 2013."
46,Carnivora,Canidae,Cerdocyon,Cerdocyon thous,-52.161944,-27.038889,2011,atlantic_large_mammals,"Bogoni, J.A., Bogoni, T.C., Graipel, M.E. and Marinho, J.R. (2013). The Influence of Landscape and Microhabitat on the Diversity of Large-and Medium-Sized Mammals in Atlantic Forest Remnants in a Matrix of Agroecosystem and Silviculture. ISRN Forestry 2013."
47,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,-52.161944,-27.038889,2011,atlantic_large_mammals,"Bogoni, J.A., Bogoni, T.C., Graipel, M.E. and Marinho, J.R. (2013). The Influence of Landscape and Microhabitat on the Diversity of Large-and Medium-Sized Mammals in Atlantic Forest Remnants in a Matrix of Agroecosystem and Silviculture. ISRN Forestry 2013."
48,Carnivora,Mustelidae,Eira,Eira barbara,-52.161944,-27.038889,2011,atlantic_large_mammals,"Bogoni, J.A., Bogoni, T.C., Graipel, M.E. and Marinho, J.R. (2013). The Influence of Landscape and Microhabitat on the Diversity of Large-and Medium-Sized Mammals in Atlantic Forest Remnants in a Matrix of Agroecosystem and Silviculture. ISRN Forestry 2013."
49,Carnivora,Mustelidae,Galictis,Galictis cuja,-52.161944,-27.038889,2011,atlantic_large_mammals,"Bogoni, J.A., Bogoni, T.C., Graipel, M.E. and Marinho, J.R. (2013). The Influence of Landscape and Microhabitat on the Diversity of Large-and Medium-Sized Mammals in Atlantic Forest Remnants in a Matrix of Agroecosystem and Silviculture. ISRN Forestry 2013."
50,Carnivora,Felidae,Leopardus,Leopardus sp.,-52.161944,-27.038889,2011,atlantic_large_mammals,"Bogoni, J.A., Bogoni, T.C., Graipel, M.E. and Marinho, J.R. (2013). The Influence of Landscape and Microhabitat on the Diversity of Large-and Medium-Sized Mammals in Atlantic Forest Remnants in a Matrix of Agroecosystem and Silviculture. ISRN Forestry 2013."
51,Carnivora,Procyonidae,Nasua,Nasua nasua,-52.161944,-27.038889,2011,atlantic_large_mammals,"Bogoni, J.A., Bogoni, T.C., Graipel, M.E. and Marinho, J.R. (2013). The Influence of Landscape and Microhabitat on the Diversity of Large-and Medium-Sized Mammals in Atlantic Forest Remnants in a Matrix of Agroecosystem and Silviculture. ISRN Forestry 2013."
52,Primates,Cebidae,Sapajus,Sapajus nigritus,-52.175000000000004,-27.086111,2011,atlantic_large_mammals,"Bogoni, J.A., Bogoni, T.C., Graipel, M.E. and Marinho, J.R. (2013). The Influence of Landscape and Microhabitat on the Diversity of Large-and Medium-Sized Mammals in Atlantic Forest Remnants in a Matrix of Agroecosystem and Silviculture. ISRN Forestry 2013."
53,Carnivora,Canidae,Cerdocyon,Cerdocyon thous,-52.175000000000004,-27.086111,2011,atlantic_large_mammals,"Bogoni, J.A., Bogoni, T.C., Graipel, M.E. and Marinho, J.R. (2013). The Influence of Landscape and Microhabitat on the Diversity of Large-and Medium-Sized Mammals in Atlantic Forest Remnants in a Matrix of Agroecosystem and Silviculture. ISRN Forestry 2013."
54,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,-52.175000000000004,-27.086111,2011,atlantic_large_mammals,"Bogoni, J.A., Bogoni, T.C., Graipel, M.E. and Marinho, J.R. (2013). The Influence of Landscape and Microhabitat on the Diversity of Large-and Medium-Sized Mammals in Atlantic Forest Remnants in a Matrix of Agroecosystem and Silviculture. ISRN Forestry 2013."
55,Carnivora,Mustelidae,Eira,Eira barbara,-52.175000000000004,-27.086111,2011,atlantic_large_mammals,"Bogoni, J.A., Bogoni, T.C., Graipel, M.E. and Marinho, J.R. (2013). The Influence of Landscape and Microhabitat on the Diversity of Large-and Medium-Sized Mammals in Atlantic Forest Remnants in a Matrix of Agroecosystem and Silviculture. ISRN Forestry 2013."
56,Carnivora,Mustelidae,Galictis,Galictis cuja,-52.175000000000004,-27.086111,2011,atlantic_large_mammals,"Bogoni, J.A., Bogoni, T.C., Graipel, M.E. and Marinho, J.R. (2013). The Influence of Landscape and Microhabitat on the Diversity of Large-and Medium-Sized Mammals in Atlantic Forest Remnants in a Matrix of Agroecosystem and Silviculture. ISRN Forestry 2013."
57,Carnivora,Procyonidae,Nasua,Nasua nasua,-52.175000000000004,-27.086111,2011,atlantic_large_mammals,"Bogoni, J.A., Bogoni, T.C., Graipel, M.E. and Marinho, J.R. (2013). The Influence of Landscape and Microhabitat on the Diversity of Large-and Medium-Sized Mammals in Atlantic Forest Remnants in a Matrix of Agroecosystem and Silviculture. ISRN Forestry 2013."
58,Carnivora,Felidae,Puma,Puma concolor,-52.57602,-26.46586,2017,atlantic_large_mammals,"Bogoni, J.A., Cherem, J.J., Giehl, E.L.H., Oliveira-Santos, L.G.R., Castilho, P.V., Picinatto-Filho, V., Fanticini, F.M., Tortato, M.A., Luiz, M.R., Rizzaro, R. and Graipel, M.E. (2016a). Landscape features lead to shifts in communities of medium to large-bodied mammals in subtropical Atlantic Forest. J. Mammal., gyv215.in press."
59,Artiodactyla,Suidae,Sus,Sus scrofa,-52.57602,-26.46586,2017,atlantic_large_mammals,"Bogoni, J.A., Cherem, J.J., Giehl, E.L.H., Oliveira-Santos, L.G.R., Castilho, P.V., Picinatto-Filho, V., Fanticini, F.M., Tortato, M.A., Luiz, M.R., Rizzaro, R. and Graipel, M.E. (2016a). Landscape features lead to shifts in communities of medium to large-bodied mammals in subtropical Atlantic Forest. J. Mammal., gyv215.in press."
60,Rodentia,Erethizontidae,Coendou,Coendou spinosus,-52.57602,-26.46586,2007,atlantic_large_mammals,"Bogoni, J.A., Cherem, J.J., Giehl, E.L.H., Oliveira-Santos, L.G.R., Castilho, P.V., Picinatto-Filho, V., Fanticini, F.M., Tortato, M.A., Luiz, M.R., Rizzaro, R. and Graipel, M.E. (2016a). Landscape features lead to shifts in communities of medium to large-bodied mammals in subtropical Atlantic Forest. J. Mammal., gyv215.in press."
61,Rodentia,Caviidae,Cavia,Cavia sp.,-52.57602,-26.46586,2007,atlantic_large_mammals,"Bogoni, J.A., Cherem, J.J., Giehl, E.L.H., Oliveira-Santos, L.G.R., Castilho, P.V., Picinatto-Filho, V., Fanticini, F.M., Tortato, M.A., Luiz, M.R., Rizzaro, R. and Graipel, M.E. (2016a). Landscape features lead to shifts in communities of medium to large-bodied mammals in subtropical Atlantic Forest. J. Mammal., gyv215.in press."
62,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta azarae,-52.57602,-26.46586,2007,atlantic_large_mammals,"Bogoni, J.A., Cherem, J.J., Giehl, E.L.H., Oliveira-Santos, L.G.R., Castilho, P.V., Picinatto-Filho, V., Fanticini, F.M., Tortato, M.A., Luiz, M.R., Rizzaro, R. and Graipel, M.E. (2016a). Landscape features lead to shifts in communities of medium to large-bodied mammals in subtropical Atlantic Forest. J. Mammal., gyv215.in press."
63,Rodentia,Myocastoridae,Myocastor,Myocastor coypus,-52.57602,-26.46586,2007,atlantic_large_mammals,"Bogoni, J.A., Cherem, J.J., Giehl, E.L.H., Oliveira-Santos, L.G.R., Castilho, P.V., Picinatto-Filho, V., Fanticini, F.M., Tortato, M.A., Luiz, M.R., Rizzaro, R. and Graipel, M.E. (2016a). Landscape features lead to shifts in communities of medium to large-bodied mammals in subtropical Atlantic Forest. J. Mammal., gyv215.in press."
64,Carnivora,Mustelidae,Galictis,Galictis cuja,-52.57602,-26.46586,2007,atlantic_large_mammals,"Bogoni, J.A., Cherem, J.J., Giehl, E.L.H., Oliveira-Santos, L.G.R., Castilho, P.V., Picinatto-Filho, V., Fanticini, F.M., Tortato, M.A., Luiz, M.R., Rizzaro, R. and Graipel, M.E. (2016a). Landscape features lead to shifts in communities of medium to large-bodied mammals in subtropical Atlantic Forest. J. Mammal., gyv215.in press."
65,Cingulata,Dasypodidae,Dasypus,Dasypus septemcinctus,-52.57602,-26.46586,2007,atlantic_large_mammals,"Bogoni, J.A., Cherem, J.J., Giehl, E.L.H., Oliveira-Santos, L.G.R., Castilho, P.V., Picinatto-Filho, V., Fanticini, F.M., Tortato, M.A., Luiz, M.R., Rizzaro, R. and Graipel, M.E. (2016a). Landscape features lead to shifts in communities of medium to large-bodied mammals in subtropical Atlantic Forest. J. Mammal., gyv215.in press."
66,Carnivora,Canidae,Canis,Canis familiaris,-52.57602,-26.46586,2007,atlantic_large_mammals,"Bogoni, J.A., Cherem, J.J., Giehl, E.L.H., Oliveira-Santos, L.G.R., Castilho, P.V., Picinatto-Filho, V., Fanticini, F.M., Tortato, M.A., Luiz, M.R., Rizzaro, R. and Graipel, M.E. (2016a). Landscape features lead to shifts in communities of medium to large-bodied mammals in subtropical Atlantic Forest. J. Mammal., gyv215.in press."
67,Carnivora,Felidae,Leopardus,Leopardus wiedii,-52.57602,-26.46586,2007,atlantic_large_mammals,"Bogoni, J.A., Cherem, J.J., Giehl, E.L.H., Oliveira-Santos, L.G.R., Castilho, P.V., Picinatto-Filho, V., Fanticini, F.M., Tortato, M.A., Luiz, M.R., Rizzaro, R. and Graipel, M.E. (2016a). Landscape features lead to shifts in communities of medium to large-bodied mammals in subtropical Atlantic Forest. J. Mammal., gyv215.in press."
68,Carnivora,Felidae,Leopardus,Leopardus guttulus,-52.57602,-26.46586,2007,atlantic_large_mammals,"Bogoni, J.A., Cherem, J.J., Giehl, E.L.H., Oliveira-Santos, L.G.R., Castilho, P.V., Picinatto-Filho, V., Fanticini, F.M., Tortato, M.A., Luiz, M.R., Rizzaro, R. and Graipel, M.E. (2016a). Landscape features lead to shifts in communities of medium to large-bodied mammals in subtropical Atlantic Forest. J. Mammal., gyv215.in press."
69,Rodentia,Caviidae,Hydrochoerus,Hydrochoerus hydrochaeris,-52.57602,-26.46586,2007,atlantic_large_mammals,"Bogoni, J.A., Cherem, J.J., Giehl, E.L.H., Oliveira-Santos, L.G.R., Castilho, P.V., Picinatto-Filho, V., Fanticini, F.M., Tortato, M.A., Luiz, M.R., Rizzaro, R. and Graipel, M.E. (2016a). Landscape features lead to shifts in communities of medium to large-bodied mammals in subtropical Atlantic Forest. J. Mammal., gyv215.in press."
70,Artiodactyla,Cervidae,Mazama,Mazama americana,-52.57602,-26.46586,2007,atlantic_large_mammals,"Bogoni, J.A., Cherem, J.J., Giehl, E.L.H., Oliveira-Santos, L.G.R., Castilho, P.V., Picinatto-Filho, V., Fanticini, F.M., Tortato, M.A., Luiz, M.R., Rizzaro, R. and Graipel, M.E. (2016a). Landscape features lead to shifts in communities of medium to large-bodied mammals in subtropical Atlantic Forest. J. Mammal., gyv215.in press."
71,Artiodactyla,Cervidae,Mazama,Mazama gouazoubira,-52.57602,-26.46586,2007,atlantic_large_mammals,"Bogoni, J.A., Cherem, J.J., Giehl, E.L.H., Oliveira-Santos, L.G.R., Castilho, P.V., Picinatto-Filho, V., Fanticini, F.M., Tortato, M.A., Luiz, M.R., Rizzaro, R. and Graipel, M.E. (2016a). Landscape features lead to shifts in communities of medium to large-bodied mammals in subtropical Atlantic Forest. J. Mammal., gyv215.in press."
72,Artiodactyla,Cervidae,Mazama,Mazama nana,-52.57602,-26.46586,2007,atlantic_large_mammals,"Bogoni, J.A., Cherem, J.J., Giehl, E.L.H., Oliveira-Santos, L.G.R., Castilho, P.V., Picinatto-Filho, V., Fanticini, F.M., Tortato, M.A., Luiz, M.R., Rizzaro, R. and Graipel, M.E. (2016a). Landscape features lead to shifts in communities of medium to large-bodied mammals in subtropical Atlantic Forest. J. Mammal., gyv215.in press."
73,Rodentia,Cuniculidae,Cuniculus,Cuniculus paca,-52.57602,-26.46586,2007,atlantic_large_mammals,"Bogoni, J.A., Cherem, J.J., Giehl, E.L.H., Oliveira-Santos, L.G.R., Castilho, P.V., Picinatto-Filho, V., Fanticini, F.M., Tortato, M.A., Luiz, M.R., Rizzaro, R. and Graipel, M.E. (2016a). Landscape features lead to shifts in communities of medium to large-bodied mammals in subtropical Atlantic Forest. J. Mammal., gyv215.in press."
