rowid,order,family,genus,species,longitude,latitude,year,source,geometry
209,Carnivora,Felidae,Leopardus,Leopardus pardalis,-35.08,-6.8,2016,atlantic_camtrap,"c(-35.08, -6.8)"
210,Carnivora,Felidae,Leopardus,Leopardus pardalis,-43.39,-20.19,2016,atlantic_camtrap,"c(-43.39, -20.19)"
211,Carnivora,Felidae,Leopardus,Leopardus guttulus,-43.39,-20.19,2016,atlantic_camtrap,"c(-43.39, -20.19)"
212,Carnivora,Felidae,Herpailurus,Herpailurus yagouaroundi,-43.39,-20.19,2016,atlantic_camtrap,"c(-43.39, -20.19)"
213,Carnivora,Felidae,Leopardus,Leopardus wiedii,-52.533333000000006,-29.383332999999997,2009,atlantic_large_mammals,"c(-52.533333, -29.383333)"
214,Carnivora,Felidae,Leopardus,Leopardus wiedii,-52.57602,-26.46586,2007,atlantic_large_mammals,"c(-52.57602, -26.46586)"
215,Carnivora,Felidae,Leopardus,Leopardus guttulus,-52.57602,-26.46586,2007,atlantic_large_mammals,"c(-52.57602, -26.46586)"
216,Carnivora,Felidae,Leopardus,Leopardus wiedii,-48.806943999999994,-27.741944,2006,atlantic_large_mammals,"c(-48.806944, -27.741944)"
217,Carnivora,Felidae,Leopardus,Leopardus guttulus,-48.806943999999994,-27.741944,2006,atlantic_large_mammals,"c(-48.806944, -27.741944)"
218,Carnivora,Felidae,Leopardus,Leopardus pardalis,-48.858333,-27.436389,2006,atlantic_large_mammals,"c(-48.858333, -27.436389)"
219,Carnivora,Felidae,Leopardus,Leopardus wiedii,-48.858333,-27.436389,2006,atlantic_large_mammals,"c(-48.858333, -27.436389)"
220,Carnivora,Felidae,Leopardus,Leopardus guttulus,-48.858333,-27.436389,2006,atlantic_large_mammals,"c(-48.858333, -27.436389)"
221,Carnivora,Felidae,Herpailurus,Herpailurus yagouaroundi,-48.8825,-27.104722,2010,atlantic_large_mammals,"c(-48.8825, -27.104722)"
222,Carnivora,Felidae,Leopardus,Leopardus wiedii,-48.8825,-27.104722,2010,atlantic_large_mammals,"c(-48.8825, -27.104722)"
223,Carnivora,Felidae,Leopardus,Leopardus guttulus,-48.8825,-27.104722,2010,atlantic_large_mammals,"c(-48.8825, -27.104722)"
224,Carnivora,Felidae,Leopardus,Leopardus wiedii,-49.601111,-28.552221999999997,2008,atlantic_large_mammals,"c(-49.601111, -28.552222)"
225,Carnivora,Felidae,Leopardus,Leopardus pardalis,-49.601111,-28.552221999999997,2008,atlantic_large_mammals,"c(-49.601111, -28.552222)"
226,Carnivora,Felidae,Leopardus,Leopardus guttulus,-49.601111,-28.552221999999997,2008,atlantic_large_mammals,"c(-49.601111, -28.552222)"
227,Carnivora,Felidae,Leopardus,Leopardus pardalis,-49.870339,-27.906764,2013,atlantic_large_mammals,"c(-49.870339, -27.906764)"
228,Carnivora,Felidae,Leopardus,Leopardus guttulus,-49.870339,-27.906764,2013,atlantic_large_mammals,"c(-49.870339, -27.906764)"
229,Carnivora,Felidae,Leopardus,Leopardus wiedii,-49.870339,-27.906764,2013,atlantic_large_mammals,"c(-49.870339, -27.906764)"
230,Carnivora,Felidae,Leopardus,Leopardus pardalis,-43.12500000000001,-21.457806,2010,atlantic_large_mammals,"c(-43.125, -21.457806)"
231,Carnivora,Felidae,Leopardus,Leopardus wiedii,-39.166667,-13.833333,2004,atlantic_large_mammals,"c(-39.166667, -13.833333)"
232,Carnivora,Felidae,Leopardus,Leopardus pardalis,-40.562222000000006,-19.905555999999997,2008,atlantic_large_mammals,"c(-40.562222, -19.905556)"
233,Carnivora,Felidae,Leopardus,Leopardus tigrinus,-40.562222000000006,-19.905555999999997,2008,atlantic_large_mammals,"c(-40.562222, -19.905556)"
234,Carnivora,Felidae,Leopardus,Leopardus guttulus,-52.110556,-27.293332999999997,2010,atlantic_large_mammals,"c(-52.110556, -27.293333)"
235,Carnivora,Felidae,Leopardus,Leopardus wiedii,-52.110556,-27.293332999999997,2010,atlantic_large_mammals,"c(-52.110556, -27.293333)"
236,Carnivora,Felidae,Leopardus,Leopardus pardalis,-50.36666699999999,-29.566667,2009,atlantic_large_mammals,"c(-50.366667, -29.566667)"
237,Carnivora,Felidae,Leopardus,Leopardus pardalis,-53.074722,-25.438611,2010,atlantic_large_mammals,"c(-53.074722, -25.438611)"
238,Carnivora,Felidae,Leopardus,Leopardus tigrinus,-53.074722,-25.438611,2010,atlantic_large_mammals,"c(-53.074722, -25.438611)"
239,Carnivora,Felidae,Leopardus,Leopardus wiedii,-53.074722,-25.438611,2010,atlantic_large_mammals,"c(-53.074722, -25.438611)"
240,Carnivora,Felidae,Leopardus,Leopardus tigrinus,-51.372778,-29.639444,2006,atlantic_large_mammals,"c(-51.372778, -29.639444)"
241,Carnivora,Felidae,Leopardus,Leopardus wiedii,-51.372778,-29.639444,2006,atlantic_large_mammals,"c(-51.372778, -29.639444)"
242,Carnivora,Felidae,Herpailurus,Herpailurus yagouaroundi,-51.372778,-29.639444,2006,atlantic_large_mammals,"c(-51.372778, -29.639444)"
243,Carnivora,Felidae,Leopardus,Leopardus pardalis,-51.372778,-29.639444,2006,atlantic_large_mammals,"c(-51.372778, -29.639444)"
244,Carnivora,Felidae,Leopardus,Leopardus pardalis,-53.886111,-27.145556,2005,atlantic_large_mammals,"c(-53.886111, -27.145556)"
245,Carnivora,Felidae,Leopardus,Leopardus tigrinus,-53.886111,-27.145556,2005,atlantic_large_mammals,"c(-53.886111, -27.145556)"
246,Carnivora,Felidae,Leopardus,Leopardus wiedii,-53.886111,-27.145556,2005,atlantic_large_mammals,"c(-53.886111, -27.145556)"
247,Carnivora,Felidae,Leopardus,Leopardus pardalis,-46.619443999999994,-21.8275,2009,atlantic_large_mammals,"c(-46.619444, -21.8275)"
248,Carnivora,Felidae,Leopardus,Leopardus wiedii,-51.22313900000001,-26.226111,2010,atlantic_large_mammals,"c(-51.223139, -26.226111)"
249,Carnivora,Felidae,Leopardus,Leopardus pardalis,-51.22313900000001,-26.226111,2010,atlantic_large_mammals,"c(-51.223139, -26.226111)"
250,Carnivora,Felidae,Leopardus,Leopardus tigrinus,-51.22313900000001,-26.226111,2010,atlantic_large_mammals,"c(-51.223139, -26.226111)"
251,Carnivora,Felidae,Leopardus,Leopardus pardalis,-47.134722,-22.608333,2009,atlantic_large_mammals,"c(-47.134722, -22.608333)"
252,Carnivora,Felidae,Leopardus,Leopardus pardalis,-47.946908,-21.95948,2011,atlantic_large_mammals,"c(-47.946908, -21.95948)"
253,Carnivora,Felidae,Leopardus,Leopardus pardalis,-47.803658,-22.354071000000005,2004,atlantic_large_mammals,"c(-47.803658, -22.354071)"
254,Carnivora,Felidae,Leopardus,Leopardus pardalis,-45.738853000000006,-22.204744,2007,atlantic_large_mammals,"c(-45.738853, -22.204744)"
255,Carnivora,Felidae,Leopardus,Leopardus wiedii,-39.173483999999995,-16.383254,2009,atlantic_large_mammals,"c(-39.173484, -16.383254)"
256,Carnivora,Felidae,Herpailurus,Herpailurus yagouaroundi,-44.62650000000001,-22.372982,2000,atlantic_large_mammals,"c(-44.6265, -22.372982)"
257,Carnivora,Felidae,Leopardus,Leopardus pardalis,-44.62650000000001,-22.372982,2000,atlantic_large_mammals,"c(-44.6265, -22.372982)"
258,Carnivora,Felidae,Leopardus,Leopardus tigrinus,-44.62650000000001,-22.372982,2000,atlantic_large_mammals,"c(-44.6265, -22.372982)"
259,Carnivora,Felidae,Leopardus,Leopardus wiedii,-44.62650000000001,-22.372982,2000,atlantic_large_mammals,"c(-44.6265, -22.372982)"
260,Carnivora,Felidae,Leopardus,Leopardus pardalis,-50.510411,-25.2458,2014,atlantic_large_mammals,"c(-50.510411, -25.2458)"
261,Carnivora,Felidae,Leopardus,Leopardus tigrinus,-50.510411,-25.2458,2014,atlantic_large_mammals,"c(-50.510411, -25.2458)"
262,Carnivora,Felidae,Leopardus,Leopardus wiedii,-50.510411,-25.2458,2014,atlantic_large_mammals,"c(-50.510411, -25.2458)"
263,Carnivora,Felidae,Leopardus,Leopardus guttulus,-50.510411,-25.2458,2014,atlantic_large_mammals,"c(-50.510411, -25.2458)"
264,Carnivora,Felidae,Leopardus,Leopardus pardalis,-42.858650999999995,-20.800407,2006,atlantic_large_mammals,"c(-42.858651, -20.800407)"
265,Carnivora,Felidae,Leopardus,Leopardus tigrinus,-42.858650999999995,-20.800407,2006,atlantic_large_mammals,"c(-42.858651, -20.800407)"
266,Carnivora,Felidae,Leopardus,Leopardus pardalis,-39.346111,-15.163056,2009,atlantic_large_mammals,"c(-39.346111, -15.163056)"
267,Carnivora,Felidae,Leopardus,Leopardus wiedii,-39.346111,-15.163056,2009,atlantic_large_mammals,"c(-39.346111, -15.163056)"
268,Carnivora,Felidae,Herpailurus,Herpailurus yagouaroundi,-39.346111,-15.163056,2009,atlantic_large_mammals,"c(-39.346111, -15.163056)"
269,Carnivora,Felidae,Leopardus,Leopardus pardalis,-52.315833,-24.103611,2013,atlantic_large_mammals,"c(-52.315833, -24.103611)"
272,Carnivora,Felidae,Leopardus,Leopardus pardalis,-47.995616000000005,-24.060357,2003,atlantic_large_mammals,"c(-47.995616, -24.060357)"
273,Carnivora,Felidae,Leopardus,Leopardus pardalis,-47.906603999999994,-24.01649,2003,atlantic_large_mammals,"c(-47.906604, -24.01649)"
274,Carnivora,Felidae,Leopardus,Leopardus pardalis,-47.810556,-24.017473000000003,2003,atlantic_large_mammals,"c(-47.810556, -24.017473)"
275,Carnivora,Felidae,Leopardus,Leopardus pardalis,-43.384722,-22.545278,2005,atlantic_large_mammals,"c(-43.384722, -22.545278)"
277,Carnivora,Felidae,Leopardus,Leopardus pardalis,-53.26168,-25.157891000000006,2008,atlantic_large_mammals,"c(-53.26168, -25.157891)"
278,Carnivora,Felidae,Leopardus,Leopardus tigrinus,-53.26168,-25.157891000000006,2008,atlantic_large_mammals,"c(-53.26168, -25.157891)"
279,Carnivora,Felidae,Leopardus,Leopardus pardalis,-42.770282,-22.452765999999997,2012,atlantic_large_mammals,"c(-42.770282, -22.452766)"
280,Carnivora,Felidae,Leopardus,Leopardus pardalis,-46.936632,-23.231517,2010,atlantic_large_mammals,"c(-46.936632, -23.231517)"
281,Carnivora,Felidae,Leopardus,Leopardus tigrinus,-46.936632,-23.231517,2010,atlantic_large_mammals,"c(-46.936632, -23.231517)"
301,Carnivora,Felidae,Leopardus,Leopardus pardalis,-39.059791,-15.166458,2001,atlantic_large_mammals,"c(-39.059791, -15.166458)"
302,Carnivora,Felidae,Leopardus,Leopardus pardalis,-39.391122,-15.197226999999998,2001,atlantic_large_mammals,"c(-39.391122, -15.197227)"
303,Carnivora,Felidae,Leopardus,Leopardus pardalis,-39.526990000000005,-15.155218,2001,atlantic_large_mammals,"c(-39.52699, -15.155218)"
304,Carnivora,Felidae,Leopardus,Leopardus pardalis,-39.1613,-15.61989,2001,atlantic_large_mammals,"c(-39.1613, -15.61989)"
305,Carnivora,Felidae,Leopardus,Leopardus pardalis,-39.061161,-15.171972999999998,2001,atlantic_large_mammals,"c(-39.061161, -15.171973)"
306,Carnivora,Felidae,Leopardus,Leopardus pardalis,-39.373717,-15.973627,2001,atlantic_large_mammals,"c(-39.373717, -15.973627)"
307,Carnivora,Felidae,Leopardus,Leopardus pardalis,-39.635883,-15.926917,2001,atlantic_large_mammals,"c(-39.635883, -15.926917)"
308,Carnivora,Felidae,Leopardus,Leopardus pardalis,-39.121038000000006,-16.324354000000003,2001,atlantic_large_mammals,"c(-39.121038, -16.324354)"
309,Carnivora,Felidae,Leopardus,Leopardus pardalis,-39.84181099999999,-17.169235,2001,atlantic_large_mammals,"c(-39.841811, -17.169235)"
310,Carnivora,Felidae,Leopardus,Leopardus wiedii,-39.121038000000006,-16.324354000000003,2001,atlantic_large_mammals,"c(-39.121038, -16.324354)"
311,Carnivora,Felidae,Leopardus,Leopardus pardalis,-39.33979,-17.106706,2001,atlantic_large_mammals,"c(-39.33979, -17.106706)"
312,Carnivora,Felidae,Leopardus,Leopardus pardalis,-39.673068,-17.292009999999998,2001,atlantic_large_mammals,"c(-39.673068, -17.29201)"
313,Carnivora,Felidae,Leopardus,Leopardus pardalis,-39.30364899999999,-16.512218999999998,2001,atlantic_large_mammals,"c(-39.303649, -16.512219)"
314,Carnivora,Felidae,Leopardus,Leopardus pardalis,-39.706721,-13.578853,2001,atlantic_large_mammals,"c(-39.706721, -13.578853)"
315,Carnivora,Felidae,Leopardus,Leopardus pardalis,-39.451173999999995,-13.952823,2001,atlantic_large_mammals,"c(-39.451174, -13.952823)"
316,Carnivora,Felidae,Leopardus,Leopardus wiedii,-39.672671,-13.864898,2001,atlantic_large_mammals,"c(-39.672671, -13.864898)"
317,Carnivora,Felidae,Leopardus,Leopardus pardalis,-39.060451,-14.42416,2001,atlantic_large_mammals,"c(-39.060451, -14.42416)"
318,Carnivora,Felidae,Leopardus,Leopardus pardalis,-48.77531300000001,-18.215009,2013,atlantic_large_mammals,"c(-48.775313, -18.215009)"
320,Carnivora,Felidae,Leopardus,Leopardus pardalis,-42.454699999999995,-20.691423,2006,atlantic_large_mammals,"c(-42.4547, -20.691423)"
321,Carnivora,Felidae,Leopardus,Leopardus pardalis,-43.337819,-18.168228999999997,2006,atlantic_large_mammals,"c(-43.337819, -18.168229)"
324,Carnivora,Felidae,Leopardus,Leopardus tigrinus,-44.61146599999999,-20.443522999999995,2009,atlantic_large_mammals,"c(-44.611466, -20.443523)"
325,Carnivora,Felidae,Leopardus,Leopardus colocolo,-51.125515000000014,-30.064407,2004,atlantic_large_mammals,"c(-51.125515, -30.064407)"
326,Carnivora,Felidae,Leopardus,Leopardus pardalis,-45.135589,-23.352234,2009,atlantic_large_mammals,"c(-45.135589, -23.352234)"
327,Carnivora,Felidae,Leopardus,Leopardus guttulus,-45.135589,-23.352234,2009,atlantic_large_mammals,"c(-45.135589, -23.352234)"
328,Carnivora,Felidae,Leopardus,Leopardus wiedii,-45.135589,-23.352234,2009,atlantic_large_mammals,"c(-45.135589, -23.352234)"
329,Carnivora,Felidae,Leopardus,Leopardus pardalis,-41.604452,-20.63127500000001,2010,atlantic_large_mammals,"c(-41.604452, -20.631275)"
330,Carnivora,Felidae,Leopardus,Leopardus guttulus,-41.604452,-20.63127500000001,2010,atlantic_large_mammals,"c(-41.604452, -20.631275)"
331,Carnivora,Felidae,Leopardus,Leopardus wiedii,-41.98345,-20.100946,2011,atlantic_large_mammals,"c(-41.98345, -20.100946)"
332,Carnivora,Felidae,Leopardus,Leopardus tigrinus,-41.98345,-20.100946,2011,atlantic_large_mammals,"c(-41.98345, -20.100946)"
333,Carnivora,Felidae,Leopardus,Leopardus pardalis,-41.98345,-20.100946,2011,atlantic_large_mammals,"c(-41.98345, -20.100946)"
334,Carnivora,Felidae,Leopardus,Leopardus tigrinus,-51.604444439999995,-26.58305556,2005,atlantic_large_mammals,"c(-51.60444444, -26.58305556)"
335,Carnivora,Felidae,Leopardus,Leopardus pardalis,-51.604444439999995,-26.58305556,2005,atlantic_large_mammals,"c(-51.60444444, -26.58305556)"
336,Carnivora,Felidae,Leopardus,Leopardus pardalis,-41.86388899999999,-21.855556,2006,atlantic_large_mammals,"c(-41.863889, -21.855556)"
337,Carnivora,Felidae,Leopardus,Leopardus tigrinus,-41.86388899999999,-21.855556,2006,atlantic_large_mammals,"c(-41.863889, -21.855556)"
338,Carnivora,Felidae,Leopardus,Leopardus wiedii,-41.86388899999999,-21.855556,2006,atlantic_large_mammals,"c(-41.863889, -21.855556)"
339,Carnivora,Felidae,Leopardus,Leopardus pardalis,-43.58333333000001,-20.28333332999999,2010,atlantic_large_mammals,"c(-43.58333333, -20.28333333)"
340,Carnivora,Felidae,Leopardus,Leopardus pardalis,-43.66666667,-20.083333329999995,2010,atlantic_large_mammals,"c(-43.66666667, -20.08333333)"
341,Carnivora,Felidae,Leopardus,Leopardus pardalis,-43.93333333000001,-20.33333333,2010,atlantic_large_mammals,"c(-43.93333333, -20.33333333)"
342,Carnivora,Felidae,Leopardus,Leopardus tigrinus,-43.66666667,-20.083333329999995,2010,atlantic_large_mammals,"c(-43.66666667, -20.08333333)"
343,Carnivora,Felidae,Leopardus,Leopardus tigrinus,-43.93333333000001,-20.33333333,2010,atlantic_large_mammals,"c(-43.93333333, -20.33333333)"
344,Carnivora,Felidae,Leopardus,Leopardus pardalis,-45.5,-23.6,2011,atlantic_large_mammals,"c(-45.5, -23.6)"
345,Carnivora,Felidae,Leopardus,Leopardus tigrinus,-45.5,-23.6,2011,atlantic_large_mammals,"c(-45.5, -23.6)"
346,Carnivora,Felidae,Herpailurus,Herpailurus yagouaroundi,-51.966666999999994,-23.9,2004,atlantic_large_mammals,"c(-51.966667, -23.9)"
347,Carnivora,Felidae,Leopardus,Leopardus pardalis,-51.966666999999994,-23.9,2004,atlantic_large_mammals,"c(-51.966667, -23.9)"
348,Carnivora,Felidae,Leopardus,Leopardus tigrinus,-51.207239,-23.329948,2009,atlantic_large_mammals,"c(-51.207239, -23.329948)"
349,Carnivora,Felidae,Leopardus,Leopardus pardalis,-53.406389,-26.747778,2011,atlantic_large_mammals,"c(-53.406389, -26.747778)"
350,Carnivora,Felidae,Leopardus,Leopardus tigrinus,-53.406389,-26.747778,2011,atlantic_large_mammals,"c(-53.406389, -26.747778)"
353,Carnivora,Felidae,Leopardus,Leopardus pardalis,-49.666667,-26.7,2008,atlantic_large_mammals,"c(-49.666667, -26.7)"
354,Carnivora,Felidae,Leopardus,Leopardus guttulus,-49.666667,-26.7,2008,atlantic_large_mammals,"c(-49.666667, -26.7)"
355,Carnivora,Felidae,Leopardus,Leopardus wiedii,-49.666667,-26.7,2008,atlantic_large_mammals,"c(-49.666667, -26.7)"
358,Carnivora,Felidae,Leopardus,Leopardus pardalis,-53.561111,-26.110278000000005,2009,atlantic_large_mammals,"c(-53.561111, -26.110278)"
359,Carnivora,Felidae,Leopardus,Leopardus tigrinus,-53.561111,-26.110278000000005,2009,atlantic_large_mammals,"c(-53.561111, -26.110278)"
360,Carnivora,Felidae,Leopardus,Leopardus tigrinus,-53.11666699999999,-27.666667,2009,atlantic_large_mammals,"c(-53.116667, -27.666667)"
361,Carnivora,Felidae,Leopardus,Leopardus pardalis,-51.060528000000005,-30.270106,2009,atlantic_large_mammals,"c(-51.060528, -30.270106)"
362,Carnivora,Felidae,Leopardus,Leopardus wiedii,-39.153611,-16.360833,2009,atlantic_large_mammals,"c(-39.153611, -16.360833)"
366,Carnivora,Felidae,Leopardus,Leopardus pardalis,-44.999456,-21.256351,2007,atlantic_large_mammals,"c(-44.999456, -21.256351)"
367,Carnivora,Felidae,Leopardus,Leopardus guttulus,-52.618624,-23.649252,2011,atlantic_large_mammals,"c(-52.618624, -23.649252)"
368,Carnivora,Felidae,Herpailurus,Herpailurus yagouaroundi,-35.87,-9,2002,atlantic_large_mammals,"c(-35.87, -9)"
369,Carnivora,Felidae,Leopardus,Leopardus pardalis,-35.87,-9,2002,atlantic_large_mammals,"c(-35.87, -9)"
370,Carnivora,Felidae,Leopardus,Leopardus tigrinus,-35.87,-9,2002,atlantic_large_mammals,"c(-35.87, -9)"
371,Carnivora,Felidae,Leopardus,Leopardus pardalis,-46.928056000000005,-22.829721999999997,2003,atlantic_large_mammals,"c(-46.928056, -22.829722)"
372,Carnivora,Felidae,Herpailurus,Herpailurus yagouaroundi,-46.928056000000005,-22.829721999999997,2003,atlantic_large_mammals,"c(-46.928056, -22.829722)"
373,Carnivora,Felidae,Leopardus,Leopardus pardalis,-49.946922,-25.068187000000002,2017,atlantic_large_mammals,"c(-49.946922, -25.068187)"
374,Carnivora,Felidae,Leopardus,Leopardus guttulus,-49.946922,-25.068187000000002,2017,atlantic_large_mammals,"c(-49.946922, -25.068187)"
375,Carnivora,Felidae,Leopardus,Leopardus wiedii,-49.946922,-25.068187000000002,2017,atlantic_large_mammals,"c(-49.946922, -25.068187)"
376,Carnivora,Felidae,Leopardus,Leopardus pardalis,-44.983333,-21.329167,2013,atlantic_large_mammals,"c(-44.983333, -21.329167)"
377,Carnivora,Felidae,Leopardus,Leopardus guttulus,-44.983333,-21.329167,2013,atlantic_large_mammals,"c(-44.983333, -21.329167)"
378,Carnivora,Felidae,Leopardus,Leopardus guttulus,-46.648623,-21.883989,2004,atlantic_large_mammals,"c(-46.648623, -21.883989)"
379,Carnivora,Felidae,Leopardus,Leopardus guttulus,-46.652144,-21.887714,2004,atlantic_large_mammals,"c(-46.652144, -21.887714)"
380,Carnivora,Felidae,Leopardus,Leopardus guttulus,-46.626036000000006,-21.774067,2004,atlantic_large_mammals,"c(-46.626036, -21.774067)"
387,Carnivora,Felidae,Leopardus,Leopardus tigrinus,-53.302233,-27.947330499999996,2011,atlantic_large_mammals,"c(-53.302233, -27.9473305)"
388,Carnivora,Felidae,Leopardus,Leopardus pardalis,-50.393319000000005,-29.430448,2007,atlantic_large_mammals,"c(-50.393319, -29.430448)"
389,Carnivora,Felidae,Leopardus,Leopardus pardalis,-50.17251600000001,-29.481161,2002,atlantic_large_mammals,"c(-50.172516, -29.481161)"
390,Carnivora,Felidae,Leopardus,Leopardus pardalis,-35.849999999999994,-8.7,2006,atlantic_large_mammals,"c(-35.85, -8.7)"
391,Carnivora,Felidae,Herpailurus,Herpailurus yagouaroundi,-35.833393,-8.700197999999999,2006,atlantic_large_mammals,"c(-35.833393, -8.700198)"
392,Carnivora,Felidae,Leopardus,Leopardus tigrinus,-35.833333,-8.716667,2006,atlantic_large_mammals,"c(-35.833333, -8.716667)"
393,Carnivora,Felidae,Leopardus,Leopardus tigrinus,-53.523275000000005,-26.758432999999997,2015,atlantic_large_mammals,"c(-53.523275, -26.758433)"
394,Carnivora,Felidae,Leopardus,Leopardus pardalis,-53.523275000000005,-26.758432999999997,2015,atlantic_large_mammals,"c(-53.523275, -26.758433)"
395,Carnivora,Felidae,Leopardus,Leopardus wiedii,-53.523275000000005,-26.758432999999997,2015,atlantic_large_mammals,"c(-53.523275, -26.758433)"
396,Carnivora,Felidae,Leopardus,Leopardus guttulus,-42.564806,-21.014778000000003,2018,atlantic_large_mammals,"c(-42.564806, -21.014778)"
397,Carnivora,Felidae,Leopardus,Leopardus pardalis,-42.567966,-21.050609,2018,atlantic_large_mammals,"c(-42.567966, -21.050609)"
398,Carnivora,Felidae,Leopardus,Leopardus pardalis,-42.69153800000001,-21.144862000000003,2018,atlantic_large_mammals,"c(-42.691538, -21.144862)"
399,Carnivora,Felidae,Leopardus,Leopardus pardalis,-47.964285999999994,-25.131453000000004,2013,atlantic_large_mammals,"c(-47.964286, -25.131453)"
400,Carnivora,Felidae,Leopardus,Leopardus guttulus,-47.964285999999994,-25.131453000000004,2013,atlantic_large_mammals,"c(-47.964286, -25.131453)"
401,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.858777,-21.106457,2002,atlantic_large_mammals,"c(-56.858777, -21.106457)"
402,Carnivora,Felidae,Leopardus,Leopardus pardalis,-53.75,-22.033,2013,atlantic_large_mammals,"c(-53.75, -22.033)"
403,Carnivora,Felidae,Leopardus,Leopardus guttulus,-53.75,-22.033,2013,atlantic_large_mammals,"c(-53.75, -22.033)"
404,Carnivora,Felidae,Leopardus,Leopardus pardalis,-53.983,-22.433,2013,atlantic_large_mammals,"c(-53.983, -22.433)"
405,Carnivora,Felidae,Leopardus,Leopardus guttulus,-53.983,-22.433,2013,atlantic_large_mammals,"c(-53.983, -22.433)"
406,Carnivora,Felidae,Leopardus,Leopardus pardalis,-55.116,-22.25,2013,atlantic_large_mammals,"c(-55.116, -22.25)"
407,Carnivora,Felidae,Leopardus,Leopardus pardalis,-54.120000000000005,-21.85,2014,atlantic_large_mammals,"c(-54.12, -21.85)"
408,Carnivora,Felidae,Leopardus,Leopardus pardalis,-54.666,-22.6,2014,atlantic_large_mammals,"c(-54.666, -22.6)"
409,Carnivora,Felidae,Leopardus,Leopardus pardalis,-54.5,-21.716,2009,atlantic_large_mammals,"c(-54.5, -21.716)"
410,Carnivora,Felidae,Leopardus,Leopardus guttulus,-54.5,-21.716,2009,atlantic_large_mammals,"c(-54.5, -21.716)"
411,Carnivora,Felidae,Leopardus,Leopardus pardalis,-54.5,-22.366,2010,atlantic_large_mammals,"c(-54.5, -22.366)"
412,Carnivora,Felidae,Leopardus,Leopardus pardalis,-53.266000000000005,-22.45,2014,atlantic_large_mammals,"c(-53.266, -22.45)"
413,Carnivora,Felidae,Leopardus,Leopardus pardalis,-47.949167,-24.131389,2012,atlantic_large_mammals,"c(-47.949167, -24.131389)"
414,Carnivora,Felidae,Leopardus,Leopardus wiedii,-47.949167,-24.131389,2011,atlantic_large_mammals,"c(-47.949167, -24.131389)"
415,Carnivora,Felidae,Leopardus,Leopardus pardalis,-44.080833,-22.459444,2009,atlantic_large_mammals,"c(-44.080833, -22.459444)"
416,Carnivora,Felidae,Leopardus,Leopardus tigrinus,-44.080833,-22.459444,2009,atlantic_large_mammals,"c(-44.080833, -22.459444)"
417,Carnivora,Felidae,Leopardus,Leopardus pardalis,-51.29626944,-25.09756389,2009,atlantic_large_mammals,"c(-51.29626944, -25.09756389)"
418,Carnivora,Felidae,Leopardus,Leopardus guttulus,-51.29626944,-25.09756389,2015,atlantic_large_mammals,"c(-51.29626944, -25.09756389)"
419,Carnivora,Felidae,Leopardus,Leopardus pardalis,-51.46571570000001,-25.3498675,2018,atlantic_large_mammals,"c(-51.4657157, -25.3498675)"
420,Carnivora,Felidae,Leopardus,Leopardus guttulus,-51.46571570000001,-25.3498675,2018,atlantic_large_mammals,"c(-51.4657157, -25.3498675)"
421,Carnivora,Felidae,Leopardus,Leopardus guttulus,-51.5912798,-25.9069489,2015,atlantic_large_mammals,"c(-51.5912798, -25.9069489)"
