order,family,genus,species,longitude,latitude,year,source,geometry
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-41.81,-19.72,2007,atlantic_camtrap,"c(-41.81, -19.72)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-47.54,-21.72,2006,atlantic_camtrap,"c(-47.54, -21.72)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-40.55,-19.9,2004,atlantic_camtrap,"c(-40.55, -19.9)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-48.82,-27.9,2009,atlantic_camtrap,"c(-48.82, -27.9)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-49.66,-26.7,2008,atlantic_camtrap,"c(-49.66, -26.7)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-48.08,-25.05,2011,atlantic_camtrap,"c(-48.08, -25.05)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-53.66,-27,2005,atlantic_camtrap,"c(-53.66, -27)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-45.08,-23.32,2009,atlantic_camtrap,"c(-45.08, -23.32)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-39.75,-19.1,2006,atlantic_camtrap,"c(-39.75, -19.1)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-48.43,-22.83,2005,atlantic_camtrap,"c(-48.43, -22.83)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-48.88,-27.08,2009,atlantic_camtrap,"c(-48.88, -27.08)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-48.15,-22.66,2014,atlantic_camtrap,"c(-48.15, -22.66)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-50.94,-22.07,2015,atlantic_camtrap,"c(-50.94, -22.07)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-52.24,-22.53,2015,atlantic_camtrap,"c(-52.24, -22.53)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-48.07,-23.16,2015,atlantic_camtrap,"c(-48.07, -23.16)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-47.43,-21.85,2014,atlantic_camtrap,"c(-47.43, -21.85)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-46.74,-21.59,2015,atlantic_camtrap,"c(-46.74, -21.59)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-50.23,-20.49,2015,atlantic_camtrap,"c(-50.23, -20.49)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-53.86,-25.46,2009,atlantic_camtrap,"c(-53.86, -25.46)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-48.21,-24.2,2011,atlantic_camtrap,"c(-48.21, -24.2)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-50.39,-29.4,2007,atlantic_camtrap,"c(-50.39, -29.4)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-48.8,-25.38,2012,atlantic_camtrap,"c(-48.8, -25.38)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-48.63,-25.2,2012,atlantic_camtrap,"c(-48.63, -25.2)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-44.8,-22.36,2016,atlantic_camtrap,"c(-44.8, -22.36)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-45.31,-21.94,2015,atlantic_camtrap,"c(-45.31, -21.94)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-44.63,-22.42,2014,atlantic_camtrap,"c(-44.63, -22.42)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-53.64,-24.86,2016,atlantic_camtrap,"c(-53.64, -24.86)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-53.34,-24.79,2015,atlantic_camtrap,"c(-53.34, -24.79)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-53.51,-24.94,2014,atlantic_camtrap,"c(-53.51, -24.94)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-49.37,-28,2016,atlantic_camtrap,"c(-49.37, -28)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-48.88,-27.1,2010,atlantic_camtrap,"c(-48.88, -27.1)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-49.16,-27.68,2013,atlantic_camtrap,"c(-49.16, -27.68)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-49.61,-28.64,2016,atlantic_camtrap,"c(-49.61, -28.64)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-52.54,-26.65,2012,atlantic_camtrap,"c(-52.54, -26.65)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-52.58,-27.23,2010,atlantic_camtrap,"c(-52.58, -27.23)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-42.55,-19.79,2008,atlantic_camtrap,"c(-42.55, -19.79)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-54.1,-25.99,2004,atlantic_camtrap,"c(-54.1, -25.99)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-54.36,-25.66,2004,atlantic_camtrap,"c(-54.36, -25.66)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-53.98,-26.9,2005,atlantic_camtrap,"c(-53.98, -26.9)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-54.36,-25.69,2007,atlantic_camtrap,"c(-54.36, -25.69)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-54.32,-25.76,2008,atlantic_camtrap,"c(-54.32, -25.76)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-54.27,-25.67,2011,atlantic_camtrap,"c(-54.27, -25.67)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-42.07,-20.04,2008,atlantic_camtrap,"c(-42.07, -20.04)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-42.38,-19.36,2012,atlantic_camtrap,"c(-42.38, -19.36)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-41.39,-19.27,2009,atlantic_camtrap,"c(-41.39, -19.27)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-42.46,-20.69,2012,atlantic_camtrap,"c(-42.46, -20.69)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-54.32,-25.89,2014,atlantic_camtrap,"c(-54.32, -25.89)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-43.39,-20.19,2016,atlantic_camtrap,"c(-43.39, -20.19)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-48.8825,-27.104722,2010,atlantic_large_mammals,"c(-48.8825, -27.104722)"
NA,NA,Herpailurus,Herpailurus yagouaroundi,-52.110556,-27.293332999999997,2010,atlantic_large_mammals,"c(-52.110556, -27.293333)"
NA,NA,Herpailurus,Herpailurus yagouaroundi,-50.36666699999999,-29.566667,2009,atlantic_large_mammals,"c(-50.366667, -29.566667)"
NA,NA,Herpailurus,Herpailurus yagouaroundi,-53.074722,-25.438611,2010,atlantic_large_mammals,"c(-53.074722, -25.438611)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-51.372778,-29.639444,2006,atlantic_large_mammals,"c(-51.372778, -29.639444)"
NA,NA,Herpailurus,Herpailurus yagouaroundi,-53.886111,-27.145556,2005,atlantic_large_mammals,"c(-53.886111, -27.145556)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-44.62650000000001,-22.372982,2000,atlantic_large_mammals,"c(-44.6265, -22.372982)"
NA,NA,Herpailurus,Herpailurus yagouaroundi,-50.510411,-25.2458,2014,atlantic_large_mammals,"c(-50.510411, -25.2458)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-39.346111,-15.163056,2009,atlantic_large_mammals,"c(-39.346111, -15.163056)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-47.73223200000001,-23.891504,1999,atlantic_large_mammals,"c(-47.732232, -23.891504)"
NA,NA,Herpailurus,Herpailurus yagouaroundi,-43.384722,-22.545278,2009,atlantic_large_mammals,"c(-43.384722, -22.545278)"
NA,NA,Herpailurus,Herpailurus yagouaroundi,-50.305062,-26.218281,1994,atlantic_large_mammals,"c(-50.305062, -26.218281)"
NA,NA,Herpailurus,Herpailurus yagouaroundi,-53.26168,-25.157891000000006,2008,atlantic_large_mammals,"c(-53.26168, -25.157891)"
NA,NA,Herpailurus,Herpailurus yagouaroundi,-46.936632,-23.231517,2010,atlantic_large_mammals,"c(-46.936632, -23.231517)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-48.857643999999986,-27.825989,1994,atlantic_large_mammals,"c(-48.857644, -27.825989)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-40.018611,-19.159413,1996,atlantic_large_mammals,"c(-40.018611, -19.159413)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-40.107778,-18.987778,1996,atlantic_large_mammals,"c(-40.107778, -18.987778)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-40.1475,-18.338889000000002,1996,atlantic_large_mammals,"c(-40.1475, -18.338889)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-39.800999999999995,-18.264999999999997,1996,atlantic_large_mammals,"c(-39.801, -18.265)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-40.118903,-19.801583,1996,atlantic_large_mammals,"c(-40.118903, -19.801583)"
NA,NA,Herpailurus,Herpailurus yagouaroundi,-39.526990000000005,-15.155218,2001,atlantic_large_mammals,"c(-39.52699, -15.155218)"
NA,NA,Herpailurus,Herpailurus yagouaroundi,-39.061161,-15.171972999999998,2001,atlantic_large_mammals,"c(-39.061161, -15.171973)"
NA,NA,Herpailurus,Herpailurus yagouaroundi,-39.373717,-15.973627,2001,atlantic_large_mammals,"c(-39.373717, -15.973627)"
NA,NA,Herpailurus,Herpailurus yagouaroundi,-39.635883,-15.926917,2001,atlantic_large_mammals,"c(-39.635883, -15.926917)"
NA,NA,Herpailurus,Herpailurus yagouaroundi,-39.121038000000006,-16.324354000000003,2001,atlantic_large_mammals,"c(-39.121038, -16.324354)"
NA,NA,Herpailurus,Herpailurus yagouaroundi,-39.33979,-17.106706,2001,atlantic_large_mammals,"c(-39.33979, -17.106706)"
NA,NA,Herpailurus,Herpailurus yagouaroundi,-39.673068,-17.292009999999998,2001,atlantic_large_mammals,"c(-39.673068, -17.29201)"
NA,NA,Herpailurus,Herpailurus yagouaroundi,-39.30364899999999,-16.512218999999998,2001,atlantic_large_mammals,"c(-39.303649, -16.512219)"
NA,NA,Herpailurus,Herpailurus yagouaroundi,-39.035348000000006,-13.525235,2001,atlantic_large_mammals,"c(-39.035348, -13.525235)"
NA,NA,Herpailurus,Herpailurus yagouaroundi,-39.232666,-13.701009999999998,2001,atlantic_large_mammals,"c(-39.232666, -13.70101)"
NA,NA,Herpailurus,Herpailurus yagouaroundi,-39.060451,-14.42416,2001,atlantic_large_mammals,"c(-39.060451, -14.42416)"
NA,NA,Herpailurus,Herpailurus yagouaroundi,-48.77531300000001,-18.215009,2013,atlantic_large_mammals,"c(-48.775313, -18.215009)"
NA,NA,Herpailurus,Herpailurus yagouaroundi,-48.524237,-22.306389,NA,atlantic_large_mammals,"c(-48.524237, -22.306389)"
NA,NA,Herpailurus,Herpailurus yagouaroundi,-45.135589,-23.352234,2009,atlantic_large_mammals,"c(-45.135589, -23.352234)"
NA,NA,Herpailurus,Herpailurus yagouaroundi,-51.604444439999995,-26.58305556,2005,atlantic_large_mammals,"c(-51.60444444, -26.58305556)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-51.966666999999994,-23.9,2004,atlantic_large_mammals,"c(-51.966667, -23.9)"
NA,NA,Herpailurus,Herpailurus yagouaroundi,-53.406389,-26.747778,2011,atlantic_large_mammals,"c(-53.406389, -26.747778)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-42.575833,-19.706389,1987,atlantic_large_mammals,"c(-42.575833, -19.706389)"
NA,NA,Herpailurus,Herpailurus yagouaroundi,-49.666667,-26.7,2008,atlantic_large_mammals,"c(-49.666667, -26.7)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-50.305,-26.219444,1997,atlantic_large_mammals,"c(-50.305, -26.219444)"
NA,NA,Herpailurus,Herpailurus yagouaroundi,-53.561111,-26.110278000000005,2009,atlantic_large_mammals,"c(-53.561111, -26.110278)"
NA,NA,Herpailurus,Herpailurus yagouaroundi,-53.11666699999999,-27.666667,2009,atlantic_large_mammals,"c(-53.116667, -27.666667)"
NA,NA,Herpailurus,Herpailurus yagouaroundi,-53.266667,-27.183333,2009,atlantic_large_mammals,"c(-53.266667, -27.183333)"
NA,NA,Herpailurus,Herpailurus yagouaroundi,-51.060528000000005,-30.270106,2009,atlantic_large_mammals,"c(-51.060528, -30.270106)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-47.664182,-21.114218000000005,1998,atlantic_large_mammals,"c(-47.664182, -21.114218)"
NA,NA,Herpailurus,Herpailurus yagouaroundi,-52.618624,-23.649252,2011,atlantic_large_mammals,"c(-52.618624, -23.649252)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-35.87,-9,2002,atlantic_large_mammals,"c(-35.87, -9)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-46.928056000000005,-22.829721999999997,2003,atlantic_large_mammals,"c(-46.928056, -22.829722)"
NA,NA,Herpailurus,Herpailurus yagouaroundi,-49.946922,-25.068187000000002,2017,atlantic_large_mammals,"c(-49.946922, -25.068187)"
NA,NA,Herpailurus,Herpailurus yagouaroundi,-44.983333,-21.329167,2013,atlantic_large_mammals,"c(-44.983333, -21.329167)"
NA,NA,Herpailurus,Herpailurus yagouaroundi,-41.49250000000001,-22.201389,2016,atlantic_large_mammals,"c(-41.4925, -22.201389)"
NA,NA,Herpailurus,Herpailurus yagouaroundi,-46.652143,-21.778103,2004,atlantic_large_mammals,"c(-46.652143, -21.778103)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-48.413805999999994,-24.268416999999996,1990,atlantic_large_mammals,"c(-48.413806, -24.268417)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-47.1775,-24.483056,1996,atlantic_large_mammals,"c(-47.1775, -24.483056)"
NA,NA,Herpailurus,Herpailurus yagouaroundi,-50.393319000000005,-29.430448,2007,atlantic_large_mammals,"c(-50.393319, -29.430448)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-35.833393,-8.700197999999999,2006,atlantic_large_mammals,"c(-35.833393, -8.700198)"
NA,NA,Herpailurus,Herpailurus yagouaroundi,-53.523275000000005,-26.758432999999997,2015,atlantic_large_mammals,"c(-53.523275, -26.758433)"
NA,NA,Herpailurus,Herpailurus yagouaroundi,-47.964285999999994,-25.131453000000004,2013,atlantic_large_mammals,"c(-47.964286, -25.131453)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-55.447028,-24.122114,1996,atlantic_large_mammals,"c(-55.447028, -24.122114)"
NA,NA,Herpailurus,Herpailurus yagouaroundi,-53.75,-22.033,2013,atlantic_large_mammals,"c(-53.75, -22.033)"
NA,NA,Herpailurus,Herpailurus yagouaroundi,-54.120000000000005,-21.85,2014,atlantic_large_mammals,"c(-54.12, -21.85)"
NA,NA,Herpailurus,Herpailurus yagouaroundi,-54.383,-22.482999999999997,2012,atlantic_large_mammals,"c(-54.383, -22.483)"
NA,NA,Herpailurus,Herpailurus yagouaroundi,-54.666,-22.6,2014,atlantic_large_mammals,"c(-54.666, -22.6)"
NA,NA,Herpailurus,Herpailurus yagouaroundi,-54.5,-21.716,2009,atlantic_large_mammals,"c(-54.5, -21.716)"
NA,NA,Herpailurus,Herpailurus yagouaroundi,-51.29626944,-25.09756389,2015,atlantic_large_mammals,"c(-51.29626944, -25.09756389)"
NA,NA,Herpailurus,Herpailurus yagouaroundi,-51.46571570000001,-25.3498675,2012,atlantic_large_mammals,"c(-51.4657157, -25.3498675)"
NA,NA,Herpailurus,Herpailurus yagouaroundi,-49.6496936,-25.4918826,2009,atlantic_large_mammals,"c(-49.6496936, -25.4918826)"
NA,NA,Herpailurus,Herpailurus yagouaroundi,-48.9193611,-25.440330559999996,2010,atlantic_large_mammals,"c(-48.9193611, -25.44033056)"
NA,NA,Herpailurus,Herpailurus yagouaroundi,-53.295380560000005,-22.760316669999995,2006,atlantic_large_mammals,"c(-53.29538056, -22.76031667)"
NA,NA,Herpailurus,Herpailurus yagouaroundi,-52.65857990000001,-24.951924000000002,2011,atlantic_large_mammals,"c(-52.6585799, -24.951924)"
NA,NA,Herpailurus,Herpailurus yagouaroundi,-51.8314829,-25.078529499999995,2018,atlantic_large_mammals,"c(-51.8314829, -25.0785295)"
NA,NA,Herpailurus,Herpailurus yagouaroundi,-51.9666831,-25.669971300000004,2009,atlantic_large_mammals,"c(-51.9666831, -25.6699713)"
NA,NA,Herpailurus,Herpailurus yagouaroundi,-49.833071,-28.782792099999995,2008,atlantic_large_mammals,"c(-49.833071, -28.7827921)"
NA,NA,Herpailurus,Herpailurus yagouaroundi,-53.646530000000006,-24.86859,2016,atlantic_large_mammals,"c(-53.64653, -24.86859)"
NA,NA,Herpailurus,Herpailurus yagouaroundi,-53.37931,-24.8988,2014,atlantic_large_mammals,"c(-53.37931, -24.8988)"
NA,NA,Herpailurus,Herpailurus yagouaroundi,-53.29168,-25.00817,2015,atlantic_large_mammals,"c(-53.29168, -25.00817)"
NA,NA,Herpailurus,Herpailurus yagouaroundi,-53.51145999999999,-24.94387,2014,atlantic_large_mammals,"c(-53.51146, -24.94387)"
NA,NA,Herpailurus,Herpailurus yagouaroundi,-53.7138,-25.12204,2016,atlantic_large_mammals,"c(-53.7138, -25.12204)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-52.549049,-26.659222,2003,atlantic_large_mammals,"c(-52.549049, -26.659222)"
Carnivora,Felidae,Puma,Herpailurus yagouaroundi,-49.168611000000006,-27.684167,2013,atlantic_large_mammals,"c(-49.168611, -27.684167)"
NA,NA,Herpailurus,Herpailurus yagouaroundi,-53.893333000000005,-22.539555000000004,2018,atlantic_large_mammals,"c(-53.893333, -22.539555)"
NA,NA,Herpailurus,Herpailurus yagouaroundi,-53.63,-22.87,2010,atlantic_large_mammals,"c(-53.63, -22.87)"
NA,NA,Herpailurus,Herpailurus yagouaroundi,-53.879999999999995,-27.2,2009,atlantic_large_mammals,"c(-53.88, -27.2)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-40.13397,-19.00875,2017,neotropical_carnivores,"c(-40.13397, -19.00875)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-39.93055,-19.12847,2017,neotropical_carnivores,"c(-39.93055, -19.12847)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-40.53368,-19.96673,2004,neotropical_carnivores,"c(-40.53368, -19.96673)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-39.21755,-13.83646,2014,neotropical_carnivores,"c(-39.21755, -13.83646)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-39.23393,-13.82776,2014,neotropical_carnivores,"c(-39.23393, -13.82776)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-39.2456,-13.84392,2014,neotropical_carnivores,"c(-39.2456, -13.84392)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-39.23401,-13.8443,2014,neotropical_carnivores,"c(-39.23401, -13.8443)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-39.22886,-13.84484,2014,neotropical_carnivores,"c(-39.22886, -13.84484)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-39.22863,-13.84959,2014,neotropical_carnivores,"c(-39.22863, -13.84959)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-39.23406,-13.85033,2014,neotropical_carnivores,"c(-39.23406, -13.85033)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-39.24002,-13.86601,2014,neotropical_carnivores,"c(-39.24002, -13.86601)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-39.22838,-13.8655,2014,neotropical_carnivores,"c(-39.22838, -13.8655)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-39.22299,-13.82787,2014,neotropical_carnivores,"c(-39.22299, -13.82787)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-39.21785,-13.8277,2014,neotropical_carnivores,"c(-39.21785, -13.8277)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-39.21756,-13.83256,2014,neotropical_carnivores,"c(-39.21756, -13.83256)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-39.24534,-13.83326,2014,neotropical_carnivores,"c(-39.24534, -13.83326)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-39.20088,-13.82758,2014,neotropical_carnivores,"c(-39.20088, -13.82758)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-39.20072,-13.82229,2014,neotropical_carnivores,"c(-39.20072, -13.82229)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-39.201,-13.81705,2014,neotropical_carnivores,"c(-39.201, -13.81705)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-39.20071,-13.81161,2014,neotropical_carnivores,"c(-39.20071, -13.81161)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-39.20638,-13.81183,2014,neotropical_carnivores,"c(-39.20638, -13.81183)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-39.2125,-13.81149,2014,neotropical_carnivores,"c(-39.2125, -13.81149)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-39.2008,-13.80645,2014,neotropical_carnivores,"c(-39.2008, -13.80645)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-39.1844,-13.8004,2014,neotropical_carnivores,"c(-39.1844, -13.8004)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-39.18314,-13.79585,2014,neotropical_carnivores,"c(-39.18314, -13.79585)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-39.17847,-13.7954,2014,neotropical_carnivores,"c(-39.17847, -13.7954)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-39.23941,-13.83369,2014,neotropical_carnivores,"c(-39.23941, -13.83369)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-39.17836,-13.7899,2014,neotropical_carnivores,"c(-39.17836, -13.7899)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-39.23415,-13.8333,2014,neotropical_carnivores,"c(-39.23415, -13.8333)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-39.25066,-13.83876,2014,neotropical_carnivores,"c(-39.25066, -13.83876)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-39.24523,-13.83901,2014,neotropical_carnivores,"c(-39.24523, -13.83901)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-39.23965,-13.83863,2014,neotropical_carnivores,"c(-39.23965, -13.83863)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-39.23404,-13.83866,2014,neotropical_carnivores,"c(-39.23404, -13.83866)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-39.25054,-13.84403,2014,neotropical_carnivores,"c(-39.25054, -13.84403)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-39.23421,-13.81706,2014,neotropical_carnivores,"c(-39.23421, -13.81706)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-39.21793,-13.84926,2014,neotropical_carnivores,"c(-39.21793, -13.84926)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-39.21272,-13.83822,2014,neotropical_carnivores,"c(-39.21272, -13.83822)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-39.21257,-13.83263,2014,neotropical_carnivores,"c(-39.21257, -13.83263)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-39.20571,-13.82715,2014,neotropical_carnivores,"c(-39.20571, -13.82715)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-39.21167,-13.82231,2014,neotropical_carnivores,"c(-39.21167, -13.82231)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-39.21232,-13.81667,2014,neotropical_carnivores,"c(-39.21232, -13.81667)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-39.20634,-13.82268,2014,neotropical_carnivores,"c(-39.20634, -13.82268)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-39.19605,-13.83259,2014,neotropical_carnivores,"c(-39.19605, -13.83259)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-39.195,-13.82827,2014,neotropical_carnivores,"c(-39.195, -13.82827)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-39.18979,-13.82768,2014,neotropical_carnivores,"c(-39.18979, -13.82768)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-39.22842,-13.81675,2014,neotropical_carnivores,"c(-39.22842, -13.81675)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-39.19587,-13.82275,2014,neotropical_carnivores,"c(-39.19587, -13.82275)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-39.19531,-13.81722,2014,neotropical_carnivores,"c(-39.19531, -13.81722)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-39.19574,-13.81187,2014,neotropical_carnivores,"c(-39.19574, -13.81187)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-39.19494,-13.80581,2014,neotropical_carnivores,"c(-39.19494, -13.80581)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-39.1895,-13.81158,2014,neotropical_carnivores,"c(-39.1895, -13.81158)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-39.18448,-13.81127,2014,neotropical_carnivores,"c(-39.18448, -13.81127)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-39.18388,-13.81702,2014,neotropical_carnivores,"c(-39.18388, -13.81702)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-39.17882,-13.80658,2014,neotropical_carnivores,"c(-39.17882, -13.80658)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-39.17868,-13.81163,2014,neotropical_carnivores,"c(-39.17868, -13.81163)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-39.17936,-13.81675,2014,neotropical_carnivores,"c(-39.17936, -13.81675)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-39.21721,-13.82287,2014,neotropical_carnivores,"c(-39.21721, -13.82287)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-39.179,-13.82239,2014,neotropical_carnivores,"c(-39.179, -13.82239)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-39.22867,-13.85497,2014,neotropical_carnivores,"c(-39.22867, -13.85497)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-39.23423,-13.87644,2014,neotropical_carnivores,"c(-39.23423, -13.87644)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-39.22862,-13.87712,2014,neotropical_carnivores,"c(-39.22862, -13.87712)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-39.22382,-13.86663,2014,neotropical_carnivores,"c(-39.22382, -13.86663)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-39.22427,-13.86051,2014,neotropical_carnivores,"c(-39.22427, -13.86051)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-39.22312,-13.85463,2014,neotropical_carnivores,"c(-39.22312, -13.85463)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-39.22298,-13.81119,2014,neotropical_carnivores,"c(-39.22298, -13.81119)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-39.24001,-13.8548,2014,neotropical_carnivores,"c(-39.24001, -13.8548)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-39.23347,-13.855,2014,neotropical_carnivores,"c(-39.23347, -13.855)"
