order,family,genus,species,longitude,latitude,year,source,geometry
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-50.92457,-27.50658,NA,neotropical_carnivores,"c(-50.92457, -27.50658)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-52.41449,-26.83217,NA,neotropical_carnivores,"c(-52.41449, -26.83217)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-41.57352,-22.21459,2018,neotropical_carnivores,"c(-41.57352, -22.21459)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-47.6206,-14.0121,2017,neotropical_carnivores,"c(-47.6206, -14.0121)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-38.2693,-8.0237,2017,neotropical_carnivores,"c(-38.2693, -8.0237)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-46.8675,-23.0188,2016,neotropical_carnivores,"c(-46.8675, -23.0188)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-40.11118,-13.8267,2016,neotropical_carnivores,"c(-40.11118, -13.8267)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-52.1669,-22.5299,2016,neotropical_carnivores,"c(-52.1669, -22.5299)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-52.6774,-28.421,2016,neotropical_carnivores,"c(-52.6774, -28.421)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-53.6589,-22.919,2016,neotropical_carnivores,"c(-53.6589, -22.919)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-50.39663,-23.12642,2015,neotropical_carnivores,"c(-50.39663, -23.12642)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-50.12724,-10.12228,2015,neotropical_carnivores,"c(-50.12724, -10.12228)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-46.7367,-3.5618,2015,neotropical_carnivores,"c(-46.7367, -3.5618)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-45.91841,-23.31891,2014,neotropical_carnivores,"c(-45.91841, -23.31891)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-44.79694,-21.28982,2014,neotropical_carnivores,"c(-44.79694, -21.28982)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-35.13596,-6.60579,2014,neotropical_carnivores,"c(-35.13596, -6.60579)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-43.88412,-14.97242,2014,neotropical_carnivores,"c(-43.88412, -14.97242)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-63.8067,-8.90231,2014,neotropical_carnivores,"c(-63.8067, -8.90231)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-43.37498,-18.17835,2014,neotropical_carnivores,"c(-43.37498, -18.17835)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-43.37888,-18.12154,2014,neotropical_carnivores,"c(-43.37888, -18.12154)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-43.32519,-18.17406,2014,neotropical_carnivores,"c(-43.32519, -18.17406)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-48.58899,-25.65657,2014,neotropical_carnivores,"c(-48.58899, -25.65657)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.92463,-1.61029,2014,neotropical_carnivores,"c(-56.92463, -1.61029)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-52.16248,-24.8806,2013,neotropical_carnivores,"c(-52.16248, -24.8806)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-53.77758,-27.86931,2013,neotropical_carnivores,"c(-53.77758, -27.86931)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-54.85662,-22.52441,2009,neotropical_carnivores,"c(-54.85662, -22.52441)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-52.82767,-31.20583,2009,neotropical_carnivores,"c(-52.82767, -31.20583)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-53.97639,-27.23558,2009,neotropical_carnivores,"c(-53.97639, -27.23558)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-53.97859,-27.23659,2009,neotropical_carnivores,"c(-53.97859, -27.23659)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-60.96842,-11.53993,2001,neotropical_carnivores,"c(-60.96842, -11.53993)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-45.52988,-21.99375,2016,neotropical_carnivores,"c(-45.52988, -21.99375)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-45.53051,-21.97098,2016,neotropical_carnivores,"c(-45.53051, -21.97098)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-45.51579,-21.9734,2016,neotropical_carnivores,"c(-45.51579, -21.9734)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-45.5017,-22.00606,2016,neotropical_carnivores,"c(-45.5017, -22.00606)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-43.50551,-20.10601,2014,neotropical_carnivores,"c(-43.50551, -20.10601)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-43.4845,-20.09441,2014,neotropical_carnivores,"c(-43.4845, -20.09441)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-43.51514,-20.1125,2014,neotropical_carnivores,"c(-43.51514, -20.1125)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-43.49419,-20.08933,2014,neotropical_carnivores,"c(-43.49419, -20.08933)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-43.48403,-20.09961,2014,neotropical_carnivores,"c(-43.48403, -20.09961)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-43.47989,-20.04758,2014,neotropical_carnivores,"c(-43.47989, -20.04758)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-43.5187,-20.1175,2014,neotropical_carnivores,"c(-43.5187, -20.1175)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-43.49981,-20.09467,2014,neotropical_carnivores,"c(-43.49981, -20.09467)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-43.51822,-20.12253,2014,neotropical_carnivores,"c(-43.51822, -20.12253)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-43.52542,-20.12714,2014,neotropical_carnivores,"c(-43.52542, -20.12714)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-43.51497,-20.1305,2014,neotropical_carnivores,"c(-43.51497, -20.1305)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-43.51565,-20.12932,2014,neotropical_carnivores,"c(-43.51565, -20.12932)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-43.5359,-20.13079,2014,neotropical_carnivores,"c(-43.5359, -20.13079)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-43.52612,-20.12262,2014,neotropical_carnivores,"c(-43.52612, -20.12262)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-43.50078,-20.10222,2014,neotropical_carnivores,"c(-43.50078, -20.10222)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-43.49108,-20.11308,2013,neotropical_carnivores,"c(-43.49108, -20.11308)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-43.49403,-20.10419,2013,neotropical_carnivores,"c(-43.49403, -20.10419)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-43.4849,-20.05778,2014,neotropical_carnivores,"c(-43.4849, -20.05778)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-43.49465,-20.06004,2014,neotropical_carnivores,"c(-43.49465, -20.06004)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-43.49148,-20.05049,2014,neotropical_carnivores,"c(-43.49148, -20.05049)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-43.46641,-20.10639,2014,neotropical_carnivores,"c(-43.46641, -20.10639)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-43.58544,-20.13117,2013,neotropical_carnivores,"c(-43.58544, -20.13117)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-43.58831,-20.11097,2013,neotropical_carnivores,"c(-43.58831, -20.11097)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-43.5765,-20.14381,2013,neotropical_carnivores,"c(-43.5765, -20.14381)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-43.48222,-20.11429,2014,neotropical_carnivores,"c(-43.48222, -20.11429)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-43.52144,-20.11836,2013,neotropical_carnivores,"c(-43.52144, -20.11836)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-43.47206,-20.10586,2013,neotropical_carnivores,"c(-43.47206, -20.10586)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-43.48553,-20.11097,2013,neotropical_carnivores,"c(-43.48553, -20.11097)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-43.48856,-20.095580000000002,2013,neotropical_carnivores,"c(-43.48856, -20.09558)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-43.49372,-20.03336,2013,neotropical_carnivores,"c(-43.49372, -20.03336)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-43.51424,-20.13102,2012,neotropical_carnivores,"c(-43.51424, -20.13102)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-43.50556,-20.08336,2012,neotropical_carnivores,"c(-43.50556, -20.08336)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-43.49667,-20.10753,2013,neotropical_carnivores,"c(-43.49667, -20.10753)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-43.59033,-20.11942,2013,neotropical_carnivores,"c(-43.59033, -20.11942)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-43.47089,-20.13072,2013,neotropical_carnivores,"c(-43.47089, -20.13072)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-43.56261,-20.13075,2013,neotropical_carnivores,"c(-43.56261, -20.13075)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-43.57383,-20.13258,2013,neotropical_carnivores,"c(-43.57383, -20.13258)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-43.47636,-20.09325,2012,neotropical_carnivores,"c(-43.47636, -20.09325)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.83403,-1.58869,2012,neotropical_carnivores,"c(-59.83403, -1.58869)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.42144,-1.83331,2012,neotropical_carnivores,"c(-59.42144, -1.83331)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.75914,-1.71786,2012,neotropical_carnivores,"c(-59.75914, -1.71786)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.911,-1.41461,2012,neotropical_carnivores,"c(-59.911, -1.41461)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.90739,-1.43261,2012,neotropical_carnivores,"c(-59.90739, -1.43261)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.89861,-1.4365,2012,neotropical_carnivores,"c(-59.89861, -1.4365)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.70758,-1.75128,2012,neotropical_carnivores,"c(-59.70758, -1.75128)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.89178,-1.56058,2012,neotropical_carnivores,"c(-59.89178, -1.56058)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.87183,-1.58478,2012,neotropical_carnivores,"c(-59.87183, -1.58478)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.73981,-1.51414,2012,neotropical_carnivores,"c(-59.73981, -1.51414)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.868,-1.486,2012,neotropical_carnivores,"c(-59.868, -1.486)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.84236,-1.65092,2012,neotropical_carnivores,"c(-59.84236, -1.65092)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.82892,-1.52264,2012,neotropical_carnivores,"c(-59.82892, -1.52264)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.83633,-1.46906,2012,neotropical_carnivores,"c(-59.83633, -1.46906)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.75144,-1.54763,2012,neotropical_carnivores,"c(-59.75144, -1.54763)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.77813,-1.3953,2012,neotropical_carnivores,"c(-59.77813, -1.3953)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.44074,-1.8771,2012,neotropical_carnivores,"c(-59.44074, -1.8771)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.44456,-1.73847,2012,neotropical_carnivores,"c(-59.44456, -1.73847)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.35258,-1.84139,2012,neotropical_carnivores,"c(-59.35258, -1.84139)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.51269,-1.79306,2012,neotropical_carnivores,"c(-59.51269, -1.79306)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.44756,-1.79147,2012,neotropical_carnivores,"c(-59.44756, -1.79147)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.71653,-1.67478,2012,neotropical_carnivores,"c(-59.71653, -1.67478)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.69272,-1.77514,2012,neotropical_carnivores,"c(-59.69272, -1.77514)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.65336,-1.68219,2012,neotropical_carnivores,"c(-59.65336, -1.68219)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.44275,-1.59539,2012,neotropical_carnivores,"c(-59.44275, -1.59539)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.63258,-1.83,2012,neotropical_carnivores,"c(-59.63258, -1.83)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.66106,-1.87447,2012,neotropical_carnivores,"c(-59.66106, -1.87447)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.59528,-1.83472,2012,neotropical_carnivores,"c(-59.59528, -1.83472)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.74472,-1.74878,2012,neotropical_carnivores,"c(-59.74472, -1.74878)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.67925,-1.76331,2012,neotropical_carnivores,"c(-59.67925, -1.76331)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.61922,-1.69639,2012,neotropical_carnivores,"c(-59.61922, -1.69639)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.36247,-1.76706,2012,neotropical_carnivores,"c(-59.36247, -1.76706)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.71933,-1.82264,2012,neotropical_carnivores,"c(-59.71933, -1.82264)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.78153,-1.70681,2012,neotropical_carnivores,"c(-59.78153, -1.70681)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.68253,-1.83436,2012,neotropical_carnivores,"c(-59.68253, -1.83436)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.70642,-1.83908,2012,neotropical_carnivores,"c(-59.70642, -1.83908)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.72139,-1.85578,2012,neotropical_carnivores,"c(-59.72139, -1.85578)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.82231,-1.50542,2012,neotropical_carnivores,"c(-59.82231, -1.50542)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.78719,-1.48775,2012,neotropical_carnivores,"c(-59.78719, -1.48775)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.78944,-1.506,2012,neotropical_carnivores,"c(-59.78944, -1.506)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.62353,-1.62025,2012,neotropical_carnivores,"c(-59.62353, -1.62025)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.75361,-1.62753,2012,neotropical_carnivores,"c(-59.75361, -1.62753)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.24772,-1.79411,2012,neotropical_carnivores,"c(-59.24772, -1.79411)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.256,-1.81422,2012,neotropical_carnivores,"c(-59.256, -1.81422)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.265860000000004,-1.79519,2012,neotropical_carnivores,"c(-59.26586, -1.79519)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-67.07789,-32.51472,2014,neotropical_carnivores,"c(-67.07789, -32.51472)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-67.00124,-32.42047,2014,neotropical_carnivores,"c(-67.00124, -32.42047)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-42.03194,-4.00889,2006,neotropical_carnivores,"c(-42.03194, -4.00889)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-41.719,-4.12139,2006,neotropical_carnivores,"c(-41.719, -4.12139)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-41.71464,-4.09011,2006,neotropical_carnivores,"c(-41.71464, -4.09011)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-41.2105,-15.76127,2015,neotropical_carnivores,"c(-41.2105, -15.76127)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-41.22509,-15.76761,2015,neotropical_carnivores,"c(-41.22509, -15.76761)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-93.21849,15.92002,2016,neotropical_carnivores,"c(-93.21849, 15.92002)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-93.46322,15.9981,2016,neotropical_carnivores,"c(-93.46322, 15.9981)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-93.47587,15.96477,2016,neotropical_carnivores,"c(-93.47587, 15.96477)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-93.1578,15.97382,2016,neotropical_carnivores,"c(-93.1578, 15.97382)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-93.15934,15.99314,2016,neotropical_carnivores,"c(-93.15934, 15.99314)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-93.44429,15.96711,2016,neotropical_carnivores,"c(-93.44429, 15.96711)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-93.47816,16.0166,2015,neotropical_carnivores,"c(-93.47816, 16.0166)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-93.26812,15.88135,2016,neotropical_carnivores,"c(-93.26812, 15.88135)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-93.17519,17.97688,2016,neotropical_carnivores,"c(-93.17519, 17.97688)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-93.26316,15.95623,2016,neotropical_carnivores,"c(-93.26316, 15.95623)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-55.83141,-15.40716,2016,neotropical_carnivores,"c(-55.83141, -15.40716)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-55.96533,-15.33242,2016,neotropical_carnivores,"c(-55.96533, -15.33242)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-55.81531,-15.36242,2016,neotropical_carnivores,"c(-55.81531, -15.36242)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-54.44695,-25.63554,2009,neotropical_carnivores,"c(-54.44695, -25.63554)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-54.4316,-25.5785,2009,neotropical_carnivores,"c(-54.4316, -25.5785)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-54.3012,-25.549,2009,neotropical_carnivores,"c(-54.3012, -25.549)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-54.2686,-25.5698,2009,neotropical_carnivores,"c(-54.2686, -25.5698)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-54.2309,-25.5207,2009,neotropical_carnivores,"c(-54.2309, -25.5207)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-54.4314,-25.6889,2009,neotropical_carnivores,"c(-54.4314, -25.6889)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-54.4236,-25.6516,2009,neotropical_carnivores,"c(-54.4236, -25.6516)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-54.3952,-25.6265,2009,neotropical_carnivores,"c(-54.3952, -25.6265)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-54.4295,-25.6158,2009,neotropical_carnivores,"c(-54.4295, -25.6158)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-54.3961,-25.5933,2009,neotropical_carnivores,"c(-54.3961, -25.5933)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-54.4025,-25.5538,2009,neotropical_carnivores,"c(-54.4025, -25.5538)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-54.356,-25.5981,2009,neotropical_carnivores,"c(-54.356, -25.5981)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-54.3678,-25.5616,2009,neotropical_carnivores,"c(-54.3678, -25.5616)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-54.3313,-25.5685,2009,neotropical_carnivores,"c(-54.3313, -25.5685)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-54.3417,-25.5355,2009,neotropical_carnivores,"c(-54.3417, -25.5355)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-54.2369,-25.5542,2009,neotropical_carnivores,"c(-54.2369, -25.5542)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-54.1988,-25.5641,2009,neotropical_carnivores,"c(-54.1988, -25.5641)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-54.1934,-25.5316,2009,neotropical_carnivores,"c(-54.1934, -25.5316)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-54.1989,-25.4977,2009,neotropical_carnivores,"c(-54.1989, -25.4977)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-54.1575,-25.5104,2009,neotropical_carnivores,"c(-54.1575, -25.5104)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-54.1654,-25.4751,2009,neotropical_carnivores,"c(-54.1654, -25.4751)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-54.1263,-25.4929,2009,neotropical_carnivores,"c(-54.1263, -25.4929)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-54.0902,-25.5097,2009,neotropical_carnivores,"c(-54.0902, -25.5097)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-54.0926,-25.4759,2009,neotropical_carnivores,"c(-54.0926, -25.4759)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-54.0582,-25.4921,2009,neotropical_carnivores,"c(-54.0582, -25.4921)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-54.0625,-25.4547,2009,neotropical_carnivores,"c(-54.0625, -25.4547)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-54.0592,-25.5277,2009,neotropical_carnivores,"c(-54.0592, -25.5277)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-54.0985,-25.5419,2009,neotropical_carnivores,"c(-54.0985, -25.5419)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-54.026,-25.5086,2009,neotropical_carnivores,"c(-54.026, -25.5086)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-54.0241,-25.4705,2009,neotropical_carnivores,"c(-54.0241, -25.4705)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-54.061,-25.5609,2009,neotropical_carnivores,"c(-54.061, -25.5609)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-54.0191,-25.541,2009,neotropical_carnivores,"c(-54.0191, -25.541)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-53.9944,-25.4907,2009,neotropical_carnivores,"c(-53.9944, -25.4907)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-53.9875,-25.5231,2009,neotropical_carnivores,"c(-53.9875, -25.5231)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-53.9932,-25.4523,2009,neotropical_carnivores,"c(-53.9932, -25.4523)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-54.094,-25.5794,2009,neotropical_carnivores,"c(-54.094, -25.5794)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-65.593,-38.005,NA,neotropical_carnivores,"c(-65.593, -38.005)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-65.95,-37.95,NA,neotropical_carnivores,"c(-65.95, -37.95)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-60.02626,-37.15553,NA,neotropical_carnivores,"c(-60.02626, -37.15553)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-67.95368,-34.04558,NA,neotropical_carnivores,"c(-67.95368, -34.04558)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-62,-33,NA,neotropical_carnivores,"c(-62, -33)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-60.6324,-32.1217,NA,neotropical_carnivores,"c(-60.6324, -32.1217)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-60.63411,-32.1195,NA,neotropical_carnivores,"c(-60.63411, -32.1195)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-60.80003,-31.93334,NA,neotropical_carnivores,"c(-60.80003, -31.93334)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-58.30839,-31.88614,NA,neotropical_carnivores,"c(-58.30839, -31.88614)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-61.79286,-30.10859,NA,neotropical_carnivores,"c(-61.79286, -30.10859)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-51.4956,-29.3769,NA,neotropical_carnivores,"c(-51.4956, -29.3769)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-61.76873,-29.23101,NA,neotropical_carnivores,"c(-61.76873, -29.23101)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-62.9518,-28.60297,NA,neotropical_carnivores,"c(-62.9518, -28.60297)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-58.09678,-28.03358,NA,neotropical_carnivores,"c(-58.09678, -28.03358)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-58.09669,-28.03335,NA,neotropical_carnivores,"c(-58.09669, -28.03335)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-58.10549,-27.95759,NA,neotropical_carnivores,"c(-58.10549, -27.95759)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-62.41264,-27.64435,NA,neotropical_carnivores,"c(-62.41264, -27.64435)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-58.55623,-27.51066,NA,neotropical_carnivores,"c(-58.55623, -27.51066)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-54.47935,-25.72989,NA,neotropical_carnivores,"c(-54.47935, -25.72989)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-54.48111,-25.69141,NA,neotropical_carnivores,"c(-54.48111, -25.69141)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-54.18284,-25.68079,NA,neotropical_carnivores,"c(-54.18284, -25.68079)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-54.52475,-25.64865,NA,neotropical_carnivores,"c(-54.52475, -25.64865)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-54.56878,-25.5936,NA,neotropical_carnivores,"c(-54.56878, -25.5936)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-54.27892,-25.51708,NA,neotropical_carnivores,"c(-54.27892, -25.51708)"
